time,bar_t,side,event,detail
2020-01-07 00:00,722,L,D_ARM,"{""day"": ""2020-01-06"", ""P0"": 6871.04, ""H1"": 7795.34}"
2020-01-07 00:00,722,L,ORDER_CREATE,"{""key"": 721, ""level"": 7581.5674, ""stop"": 7459.2948, ""atr_idx"": 721, ""atr_end_time"": 1578355199999, ""r_confirm_time"": 1578355199999}"
2020-01-07 00:00,722,L,SIGNAL,"{""key"": 721}"
2020-01-07 07:59,723,L,R_REPLACED,"{""old_key"": 721, ""new_key"": 723}"
2020-01-07 07:59,723,L,ORDER_CANCEL,"{""key"": 721, ""reason"": ""R_REPLACED"", ""level"": 7581.5674}"
2020-01-07 08:00,724,L,ORDER_CREATE,"{""key"": 723, ""level"": 7669.671, ""stop"": 7510.401, ""atr_idx"": 723, ""atr_end_time"": 1578383999999, ""r_confirm_time"": 1578383999999}"
2020-01-07 08:00,724,L,SIGNAL,"{""key"": 723}"
2020-01-07 15:59,725,L,R_REPLACED,"{""old_key"": 723, ""new_key"": 725}"
2020-01-07 15:59,725,L,ORDER_CANCEL,"{""key"": 723, ""reason"": ""R_REPLACED"", ""level"": 7669.671}"
2020-01-07 16:00,726,L,ORDER_CREATE,"{""key"": 725, ""level"": 7883.4652, ""stop"": 7802.7015, ""atr_idx"": 725, ""atr_end_time"": 1578412799999, ""r_confirm_time"": 1578412799999}"
2020-01-07 16:00,726,L,SIGNAL,"{""key"": 725}"
2020-01-07 16:00,726,L,FILL,"{""signal_id"": ""L-2020-01-07 15:59-3"", ""expected"": 7883.4652, ""entry"": 7883.4652, ""stop"": 7802.7015, ""key"": 725}"
2020-01-07 16:04,726,L,EXIT,"{""exit_kind"": ""stop"", ""px"": 7802.7015, ""frac"": 1.0, ""signal_id"": ""L-2020-01-07 15:59-3""}"
2020-01-12 00:00,752,L,D_ARM,"{""day"": ""2020-01-11"", ""P0"": 7672.0, ""H1"": 8286.34}"
2020-01-12 04:00,753,L,ORDER_CREATE,"{""key"": 752, ""level"": 8096.1293, ""stop"": 7979.8584, ""atr_idx"": 752, ""atr_end_time"": 1578801599999, ""r_confirm_time"": 1578801599999}"
2020-01-12 04:00,753,L,SIGNAL,"{""key"": 752}"
2020-01-12 04:00,753,L,FILL,"{""signal_id"": ""L-2020-01-12 03:59-4"", ""expected"": 8096.1293, ""entry"": 8096.1293, ""stop"": 7979.8584, ""key"": 752}"
2020-01-12 11:59,754,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-13 23:59,763,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-14 01:04,764,L,EXIT,"{""exit_kind"": ""tp"", ""px"": 8328.671, ""frac"": 0.5, ""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-14 11:59,766,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-14 19:59,768,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-15 03:59,770,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-15 11:59,772,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-15 19:59,774,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-16 03:59,776,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-16 15:59,779,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-17 00:00,782,L,D_ARM,"{""day"": ""2020-01-16"", ""P0"": 8105.54, ""H1"": 8916.48}"
2020-01-17 00:00,782,L,ORDER_CREATE,"{""key"": 779, ""level"": 8668.7933, ""stop"": 8570.4613, ""atr_idx"": 781, ""atr_end_time"": 1579219199999, ""r_confirm_time"": 1579190399999}"
2020-01-17 00:00,782,L,SIGNAL,"{""key"": 779}"
2020-01-17 15:59,785,L,R_REPLACED,"{""old_key"": 779, ""new_key"": 785}"
2020-01-17 15:59,785,L,ORDER_CANCEL,"{""key"": 779, ""reason"": ""R_REPLACED"", ""level"": 8668.7933}"
2020-01-17 15:59,785,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-17 16:00,786,L,ORDER_CREATE,"{""key"": 785, ""level"": 8856.153, ""stop"": 8738.705, ""atr_idx"": 785, ""atr_end_time"": 1579276799999, ""r_confirm_time"": 1579276799999}"
2020-01-17 16:00,786,L,SIGNAL,"{""key"": 785}"
2020-01-17 23:59,787,L,R_REPLACED,"{""old_key"": 785, ""new_key"": 787}"
2020-01-17 23:59,787,L,ORDER_CANCEL,"{""key"": 785, ""reason"": ""R_REPLACED"", ""level"": 8856.153}"
2020-01-17 23:59,787,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-18 00:00,788,L,ORDER_CREATE,"{""key"": 787, ""level"": 8854.6726, ""stop"": 8758.645, ""atr_idx"": 787, ""atr_end_time"": 1579305599999, ""r_confirm_time"": 1579305599999}"
2020-01-18 00:00,788,L,SIGNAL,"{""key"": 787}"
2020-01-18 15:59,791,L,R_REPLACED,"{""old_key"": 787, ""new_key"": 791}"
2020-01-18 15:59,791,L,ORDER_CANCEL,"{""key"": 787, ""reason"": ""R_REPLACED"", ""level"": 8854.6726}"
2020-01-18 15:59,791,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-18 16:00,792,L,ORDER_CREATE,"{""key"": 791, ""level"": 8878.4276, ""stop"": 8789.552, ""atr_idx"": 791, ""atr_end_time"": 1579363199999, ""r_confirm_time"": 1579363199999}"
2020-01-18 16:00,792,L,SIGNAL,"{""key"": 791}"
2020-01-19 11:04,796,L,R_INVALID,"{""key"": 791, ""mode"": ""5M""}"
2020-01-19 11:04,796,L,ORDER_CANCEL,"{""key"": 791, ""reason"": ""R_INVALID"", ""level"": 8878.4276}"
2020-01-19 11:59,796,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-19 12:00,797,L,ORDER_CREATE,"{""key"": 796, ""level"": 8990.5033, ""stop"": 8872.1834, ""atr_idx"": 796, ""atr_end_time"": 1579435199999, ""r_confirm_time"": 1579435199999}"
2020-01-19 12:00,797,L,SIGNAL,"{""key"": 796}"
2020-01-19 12:04,797,L,R_INVALID,"{""key"": 796, ""mode"": ""5M""}"
2020-01-19 12:04,797,L,ORDER_CANCEL,"{""key"": 796, ""reason"": ""R_INVALID"", ""level"": 8990.5033}"
2020-01-19 19:59,798,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-19 20:00,799,L,ORDER_CREATE,"{""key"": 798, ""level"": 8577.814, ""stop"": 8479.485, ""atr_idx"": 798, ""atr_end_time"": 1579463999999, ""r_confirm_time"": 1579463999999}"
2020-01-19 20:00,799,L,SIGNAL,"{""key"": 798}"
2020-01-19 22:19,799,L,R_INVALID,"{""key"": 798, ""mode"": ""5M""}"
2020-01-19 22:19,799,L,ORDER_CANCEL,"{""key"": 798, ""reason"": ""R_INVALID"", ""level"": 8577.814}"
2020-01-20 03:59,800,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-20 04:00,801,L,ORDER_CREATE,"{""key"": 800, ""level"": 8541.984, ""stop"": 8415.5873, ""atr_idx"": 800, ""atr_end_time"": 1579492799999, ""r_confirm_time"": 1579492799999}"
2020-01-20 04:00,801,L,SIGNAL,"{""key"": 800}"
2020-01-20 19:59,804,L,R_REPLACED,"{""old_key"": 800, ""new_key"": 804}"
2020-01-20 19:59,804,L,ORDER_CANCEL,"{""key"": 800, ""reason"": ""R_REPLACED"", ""level"": 8541.984}"
2020-01-20 19:59,804,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-20 20:00,805,L,ORDER_CREATE,"{""key"": 804, ""level"": 8595.3321, ""stop"": 8500.4818, ""atr_idx"": 804, ""atr_end_time"": 1579550399999, ""r_confirm_time"": 1579550399999}"
2020-01-20 20:00,805,L,SIGNAL,"{""key"": 804}"
2020-01-21 19:44,810,L,R_INVALID,"{""key"": 804, ""mode"": ""5M""}"
2020-01-21 19:44,810,L,ORDER_CANCEL,"{""key"": 804, ""reason"": ""R_INVALID"", ""level"": 8595.3321}"
2020-01-21 23:59,811,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-22 00:00,812,L,ORDER_CREATE,"{""key"": 811, ""level"": 8554.7816, ""stop"": 8423.2542, ""atr_idx"": 811, ""atr_end_time"": 1579651199999, ""r_confirm_time"": 1579651199999}"
2020-01-22 00:00,812,L,SIGNAL,"{""key"": 811}"
2020-01-22 07:59,813,L,R_REPLACED,"{""old_key"": 811, ""new_key"": 813}"
2020-01-22 07:59,813,L,ORDER_CANCEL,"{""key"": 811, ""reason"": ""R_REPLACED"", ""level"": 8554.7816}"
2020-01-22 07:59,813,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-22 08:00,814,L,ORDER_CREATE,"{""key"": 813, ""level"": 8627.3005, ""stop"": 8508.398, ""atr_idx"": 813, ""atr_end_time"": 1579679999999, ""r_confirm_time"": 1579679999999}"
2020-01-22 08:00,814,L,SIGNAL,"{""key"": 813}"
2020-01-22 15:59,815,L,R_REPLACED,"{""old_key"": 813, ""new_key"": 815}"
2020-01-22 15:59,815,L,ORDER_CANCEL,"{""key"": 813, ""reason"": ""R_REPLACED"", ""level"": 8627.3005}"
2020-01-22 15:59,815,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-22 16:00,816,L,ORDER_CREATE,"{""key"": 815, ""level"": 8673.3991, ""stop"": 8590.2417, ""atr_idx"": 815, ""atr_end_time"": 1579708799999, ""r_confirm_time"": 1579708799999}"
2020-01-22 16:00,816,L,SIGNAL,"{""key"": 815}"
2020-01-22 16:39,816,L,R_INVALID,"{""key"": 815, ""mode"": ""5M""}"
2020-01-22 16:39,816,L,ORDER_CANCEL,"{""key"": 815, ""reason"": ""R_INVALID"", ""level"": 8673.3991}"
2020-01-22 23:59,817,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-23 00:00,818,L,ORDER_CREATE,"{""key"": 817, ""level"": 8643.5016, ""stop"": 8560.0925, ""atr_idx"": 817, ""atr_end_time"": 1579737599999, ""r_confirm_time"": 1579737599999}"
2020-01-23 00:00,818,L,SIGNAL,"{""key"": 817}"
2020-01-23 02:09,818,L,R_INVALID,"{""key"": 817, ""mode"": ""5M""}"
2020-01-23 02:09,818,L,ORDER_CANCEL,"{""key"": 817, ""reason"": ""R_INVALID"", ""level"": 8643.5016}"
2020-01-23 07:59,819,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-23 08:00,820,L,ORDER_CREATE,"{""key"": 819, ""level"": 8625.0618, ""stop"": 8544.29, ""atr_idx"": 819, ""atr_end_time"": 1579766399999, ""r_confirm_time"": 1579766399999}"
2020-01-23 08:00,820,L,SIGNAL,"{""key"": 819}"
2020-01-23 08:04,820,L,R_INVALID,"{""key"": 819, ""mode"": ""5M""}"
2020-01-23 08:04,820,L,ORDER_CANCEL,"{""key"": 819, ""reason"": ""R_INVALID"", ""level"": 8625.0618}"
2020-01-23 15:59,821,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-23 16:00,822,L,ORDER_CREATE,"{""key"": 821, ""level"": 8482.0455, ""stop"": 8379.466, ""atr_idx"": 821, ""atr_end_time"": 1579795199999, ""r_confirm_time"": 1579795199999}"
2020-01-23 16:00,822,L,SIGNAL,"{""key"": 821}"
2020-01-23 16:04,822,L,R_INVALID,"{""key"": 821, ""mode"": ""5M""}"
2020-01-23 16:04,822,L,ORDER_CANCEL,"{""key"": 821, ""reason"": ""R_INVALID"", ""level"": 8482.0455}"
2020-01-24 00:00,824,L,D_DISARM,"{""day"": ""2020-01-23"", ""P0"": 8105.54, ""H1"": 8916.48}"
2020-01-24 03:59,824,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-24 11:59,826,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-24 19:59,828,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-25 07:59,831,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-25 23:59,835,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-26 11:59,838,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-26 19:59,840,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-27 03:59,842,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-27 11:59,844,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-27 19:59,846,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-28 00:00,848,L,D_ARM,"{""day"": ""2020-01-27"", ""P0"": 8238.0, ""H1"": 9000.0}"
2020-01-28 00:00,848,L,ORDER_CREATE,"{""key"": 846, ""level"": 8691.1468, ""stop"": 8539.305, ""atr_idx"": 847, ""atr_end_time"": 1580169599999, ""r_confirm_time"": 1580155199999}"
2020-01-28 00:00,848,L,SIGNAL,"{""key"": 846}"
2020-01-28 03:59,848,L,R_REPLACED,"{""old_key"": 846, ""new_key"": 848}"
2020-01-28 03:59,848,L,ORDER_CANCEL,"{""key"": 846, ""reason"": ""R_REPLACED"", ""level"": 8691.1468}"
2020-01-28 03:59,848,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-28 04:00,849,L,ORDER_CREATE,"{""key"": 848, ""level"": 8878.7812, ""stop"": 8725.744, ""atr_idx"": 848, ""atr_end_time"": 1580183999999, ""r_confirm_time"": 1580183999999}"
2020-01-28 04:00,849,L,SIGNAL,"{""key"": 848}"
2020-01-28 11:59,850,L,R_REPLACED,"{""old_key"": 848, ""new_key"": 850}"
2020-01-28 11:59,850,L,ORDER_CANCEL,"{""key"": 848, ""reason"": ""R_REPLACED"", ""level"": 8878.7812}"
2020-01-28 11:59,850,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-28 12:00,851,L,ORDER_CREATE,"{""key"": 850, ""level"": 8996.0908, ""stop"": 8886.8692, ""atr_idx"": 850, ""atr_end_time"": 1580212799999, ""r_confirm_time"": 1580212799999}"
2020-01-28 12:00,851,L,SIGNAL,"{""key"": 850}"
2020-01-28 17:34,852,L,R_INVALID,"{""key"": 850, ""mode"": ""5M""}"
2020-01-28 17:34,852,L,ORDER_CANCEL,"{""key"": 850, ""reason"": ""R_INVALID"", ""level"": 8996.0908}"
2020-01-28 19:59,852,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-28 20:00,853,L,ORDER_CREATE,"{""key"": 852, ""level"": 9039.7225, ""stop"": 8925.5528, ""atr_idx"": 852, ""atr_end_time"": 1580241599999, ""r_confirm_time"": 1580241599999}"
2020-01-28 20:00,853,L,SIGNAL,"{""key"": 852}"
2020-01-29 03:59,854,L,R_REPLACED,"{""old_key"": 852, ""new_key"": 854}"
2020-01-29 03:59,854,L,ORDER_CANCEL,"{""key"": 852, ""reason"": ""R_REPLACED"", ""level"": 9039.7225}"
2020-01-29 03:59,854,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-29 04:00,855,L,ORDER_CREATE,"{""key"": 854, ""level"": 9060.7209, ""stop"": 8878.285, ""atr_idx"": 854, ""atr_end_time"": 1580270399999, ""r_confirm_time"": 1580270399999}"
2020-01-29 04:00,855,L,SIGNAL,"{""key"": 854}"
2020-01-29 15:59,857,L,R_REPLACED,"{""old_key"": 854, ""new_key"": 857}"
2020-01-29 15:59,857,L,ORDER_CANCEL,"{""key"": 854, ""reason"": ""R_REPLACED"", ""level"": 9060.7209}"
2020-01-29 15:59,857,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-29 16:00,858,L,ORDER_CREATE,"{""key"": 857, ""level"": 9318.7246, ""stop"": 9214.274, ""atr_idx"": 857, ""atr_end_time"": 1580313599999, ""r_confirm_time"": 1580313599999}"
2020-01-29 16:00,858,L,SIGNAL,"{""key"": 857}"
2020-01-29 23:59,859,L,R_REPLACED,"{""old_key"": 857, ""new_key"": 859}"
2020-01-29 23:59,859,L,ORDER_CANCEL,"{""key"": 857, ""reason"": ""R_REPLACED"", ""level"": 9318.7246}"
2020-01-29 23:59,859,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-30 00:00,860,L,ORDER_CREATE,"{""key"": 859, ""level"": 9337.7505, ""stop"": 9235.4802, ""atr_idx"": 859, ""atr_end_time"": 1580342399999, ""r_confirm_time"": 1580342399999}"
2020-01-30 00:00,860,L,SIGNAL,"{""key"": 859}"
2020-01-30 00:24,860,L,R_INVALID,"{""key"": 859, ""mode"": ""5M""}"
2020-01-30 00:24,860,L,ORDER_CANCEL,"{""key"": 859, ""reason"": ""R_INVALID"", ""level"": 9337.7505}"
2020-01-30 07:59,861,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-30 08:00,862,L,ORDER_CREATE,"{""key"": 861, ""level"": 9284.3466, ""stop"": 9182.7887, ""atr_idx"": 861, ""atr_end_time"": 1580371199999, ""r_confirm_time"": 1580371199999}"
2020-01-30 08:00,862,L,SIGNAL,"{""key"": 861}"
2020-01-30 23:59,865,L,R_REPLACED,"{""old_key"": 861, ""new_key"": 865}"
2020-01-30 23:59,865,L,ORDER_CANCEL,"{""key"": 861, ""reason"": ""R_REPLACED"", ""level"": 9284.3466}"
2020-01-30 23:59,865,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-31 00:00,866,L,ORDER_CREATE,"{""key"": 865, ""level"": 9339.6712, ""stop"": 9195.331, ""atr_idx"": 865, ""atr_end_time"": 1580428799999, ""r_confirm_time"": 1580428799999}"
2020-01-31 00:00,866,L,SIGNAL,"{""key"": 865}"
2020-01-31 13:19,869,L,R_INVALID,"{""key"": 865, ""mode"": ""5M""}"
2020-01-31 13:19,869,L,ORDER_CANCEL,"{""key"": 865, ""reason"": ""R_INVALID"", ""level"": 9339.6712}"
2020-01-31 19:59,870,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-01-31 20:00,871,L,ORDER_CREATE,"{""key"": 870, ""level"": 9285.0078, ""stop"": 9192.34, ""atr_idx"": 870, ""atr_end_time"": 1580500799999, ""r_confirm_time"": 1580500799999}"
2020-01-31 20:00,871,L,SIGNAL,"{""key"": 870}"
2020-02-02 03:59,878,L,R_REPLACED,"{""old_key"": 870, ""new_key"": 878}"
2020-02-02 03:59,878,L,ORDER_CANCEL,"{""key"": 870, ""reason"": ""R_REPLACED"", ""level"": 9285.0078}"
2020-02-02 03:59,878,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-02-02 04:00,879,L,ORDER_CREATE,"{""key"": 878, ""level"": 9363.2698, ""stop"": 9278.082, ""atr_idx"": 878, ""atr_end_time"": 1580615999999, ""r_confirm_time"": 1580615999999}"
2020-02-02 04:00,879,L,SIGNAL,"{""key"": 878}"
2020-02-02 04:04,879,L,R_INVALID,"{""key"": 878, ""mode"": ""5M""}"
2020-02-02 04:04,879,L,ORDER_CANCEL,"{""key"": 878, ""reason"": ""R_INVALID"", ""level"": 9363.2698}"
2020-02-02 11:59,880,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-02-02 12:00,881,L,ORDER_CREATE,"{""key"": 880, ""level"": 9258.4977, ""stop"": 9132.53, ""atr_idx"": 880, ""atr_end_time"": 1580644799999, ""r_confirm_time"": 1580644799999}"
2020-02-02 12:00,881,L,SIGNAL,"{""key"": 880}"
2020-02-03 03:59,884,L,R_REPLACED,"{""old_key"": 880, ""new_key"": 884}"
2020-02-03 03:59,884,L,ORDER_CANCEL,"{""key"": 880, ""reason"": ""R_REPLACED"", ""level"": 9258.4977}"
2020-02-03 03:59,884,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-02-03 04:00,885,L,ORDER_CREATE,"{""key"": 884, ""level"": 9429.3394, ""stop"": 9297.025, ""atr_idx"": 884, ""atr_end_time"": 1580702399999, ""r_confirm_time"": 1580702399999}"
2020-02-03 04:00,885,L,SIGNAL,"{""key"": 884}"
2020-02-03 10:19,886,L,R_INVALID,"{""key"": 884, ""mode"": ""5M""}"
2020-02-03 10:19,886,L,ORDER_CANCEL,"{""key"": 884, ""reason"": ""R_INVALID"", ""level"": 9429.3394}"
2020-02-03 11:59,886,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-02-03 12:00,887,L,ORDER_CREATE,"{""key"": 886, ""level"": 9351.6269, ""stop"": 9262.13, ""atr_idx"": 886, ""atr_end_time"": 1580731199999, ""r_confirm_time"": 1580731199999}"
2020-02-03 12:00,887,L,SIGNAL,"{""key"": 886}"
2020-02-03 15:59,887,L,R_INVALID,"{""key"": 886, ""mode"": ""5M""}"
2020-02-03 15:59,887,L,ORDER_CANCEL,"{""key"": 886, ""reason"": ""R_INVALID"", ""level"": 9351.6269}"
2020-02-04 15:59,893,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-02-04 16:00,894,L,ORDER_CREATE,"{""key"": 893, ""level"": 9186.5532, ""stop"": 9086.658, ""atr_idx"": 893, ""atr_end_time"": 1580831999999, ""r_confirm_time"": 1580831999999}"
2020-02-04 16:00,894,L,SIGNAL,"{""key"": 893}"
2020-02-04 23:59,895,L,R_REPLACED,"{""old_key"": 893, ""new_key"": 895}"
2020-02-04 23:59,895,L,ORDER_CANCEL,"{""key"": 893, ""reason"": ""R_REPLACED"", ""level"": 9186.5532}"
2020-02-04 23:59,895,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-02-05 00:00,896,L,ORDER_CREATE,"{""key"": 895, ""level"": 9164.9641, ""stop"": 9077.685, ""atr_idx"": 895, ""atr_end_time"": 1580860799999, ""r_confirm_time"": 1580860799999}"
2020-02-05 00:00,896,L,SIGNAL,"{""key"": 895}"
2020-02-05 19:59,900,L,R_REPLACED,"{""old_key"": 895, ""new_key"": 900}"
2020-02-05 19:59,900,L,ORDER_CANCEL,"{""key"": 895, ""reason"": ""R_REPLACED"", ""level"": 9164.9641}"
2020-02-05 19:59,900,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-02-05 20:00,901,L,ORDER_CREATE,"{""key"": 900, ""level"": 9398.0663, ""stop"": 9209.6878, ""atr_idx"": 900, ""atr_end_time"": 1580932799999, ""r_confirm_time"": 1580932799999}"
2020-02-05 20:00,901,L,SIGNAL,"{""key"": 900}"
2020-02-06 03:59,902,L,R_REPLACED,"{""old_key"": 900, ""new_key"": 902}"
2020-02-06 03:59,902,L,ORDER_CANCEL,"{""key"": 900, ""reason"": ""R_REPLACED"", ""level"": 9398.0663}"
2020-02-06 03:59,902,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-4""}"
2020-02-06 04:00,903,L,ORDER_CREATE,"{""key"": 902, ""level"": 9573.2348, ""stop"": 9456.4054, ""atr_idx"": 902, ""atr_end_time"": 1580961599999, ""r_confirm_time"": 1580961599999}"
2020-02-06 04:00,903,L,SIGNAL,"{""key"": 902}"
2020-02-06 11:59,904,L,R_REPLACED,"{""old_key"": 902, ""new_key"": 904}"
2020-02-06 11:59,904,L,ORDER_CANCEL,"{""key"": 902, ""reason"": ""R_REPLACED"", ""level"": 9573.2348}"
