signal_id,symbol,side,D_arm_time,R_confirm_time,order_create_time,expected_entry,actual_entry,actual_entry_time,ENTRY_R_LOW,ENTRY_R_HIGH,ENTRY_R_SIZE,structural_stop,stop_time,partial_exit_times,final_exit_time,exit_reason,r_net,pm_margin_pct,fee,funding,funding_events,mae,mfe,hold_h,age_bars,atr_idx,atr_end_time,decision_time,fills,event_sequence
L-2023-03-22 23:59-100,BTCUSDT,LONG,2023-03-20 00:00,2023-03-22 23:59,2023-03-23 00:00,27235.06,27235.06,2023-03-23 00:00,26620.00,28881.00,2261.00,26540.14,2023-03-24 21:24,2023-03-23 15:19,2023-03-24 21:24,stop,0.025526,25.526,0.000550,0.000189,2023-03-23 08:00:-0.000011;2023-03-23 16:00:+0.000050;2023-03-24 00:00:+0.000050;2023-03-24 08:00:+0.000050;2023-03-24 16:00:+0.000050,-0.00492,0.05662,45.42,1,7747,2023-03-22 23:59,2023-03-23 00:00,tp@2023-03-23 15:19:28624.89:0.500;stop@2023-03-24 21:24:27289.53:0.500,2023-03-23 00:00|FILL|27235.06|1.000;2023-03-23 15:19|EXIT_TP|28624.89|0.500;2023-03-24 21:24|EXIT_STOP|27289.53|0.500
L-2023-03-30 03:59-101,BTCUSDT,LONG,2023-03-30 00:00,2023-03-30 03:59,2023-03-30 04:00,28456.02,28456.02,2023-03-30 04:00,28119.50,29184.80,1065.30,28035.14,2023-03-30 16:19,,2023-03-30 16:19,stop,-0.016058,-16.058,0.000700,0.000068,2023-03-30 08:00:+0.000056;2023-03-30 16:00:+0.000011,-0.01479,0.01068,12.33,1,7790,2023-03-30 03:59,2023-03-30 04:00,stop@2023-03-30 16:19:28035.14:1.000,2023-03-30 04:00|FILL|28456.02|1.000;2023-03-30 16:19|EXIT_STOP|28035.14|1.000
L-2023-04-27 11:59-102,BTCUSDT,LONG,2023-04-27 00:00,2023-04-27 11:59,2023-04-27 12:00,28665.16,28665.16,2023-04-27 12:35,28365.30,29272.60,907.30,28280.20,2023-05-01 01:39,2023-04-27 15:24,2023-05-01 01:39,stop,0.013342,13.342,0.000550,0.000288,2023-04-27 16:00:+0.000016;2023-04-28 00:00:+0.000050;2023-04-28 08:00:+0.000050;2023-04-28 16:00:+0.000022;2023-04-29 00:00:+0.000000;2023-04-29 08:00:+0.000034;2023-04-29 16:00:+0.000039;2023-04-30 00:00:+0.000016;2023-04-30 08:00:+0.000018;2023-04-30 16:00:+0.000030;2023-05-01 00:00:+0.000012,-0.00053,0.04482,85.08,1,7960,2023-04-27 11:59,2023-04-27 12:35,tp@2023-04-27 15:24:29435.08:0.500;stop@2023-05-01 01:39:28722.49:0.500,2023-04-27 12:35|FILL|28665.16|1.000;2023-04-27 15:24|EXIT_TP|29435.08|0.500;2023-05-01 01:39|EXIT_STOP|28722.49|0.500
S-2023-06-06 15:59-103,BTCUSDT,SHORT,2023-06-06 00:00,2023-06-06 15:59,2023-06-06 16:00,25648.12,25648.12,2023-06-06 16:00,25850.00,25321.60,528.40,25927.55,2023-06-06 16:04,,2023-06-06 16:04,stop,-0.012095,-12.095,0.000700,0.000000,,-0.01089,0.00000,0.08,1,8201,2023-06-06 15:59,2023-06-06 16:00,stop@2023-06-06 16:04:25927.55:1.000,2023-06-06 16:00|FILL|25648.12|1.000;2023-06-06 16:04|EXIT_STOP|25927.55|1.000
S-2023-06-15 11:59-104,BTCUSDT,SHORT,2023-06-15 00:00,2023-06-15 11:59,2023-06-15 12:00,25023.96,25023.96,2023-06-15 12:00,25198.80,24777.00,421.80,25274.40,2023-06-15 18:54,,2023-06-15 18:54,stop,-0.011141,-11.141,0.000700,-0.000067,2023-06-15 16:00:-0.000067,-0.01001,0.00452,6.92,1,8254,2023-06-15 11:59,2023-06-15 12:00,stop@2023-06-15 18:54:25274.40:1.000,2023-06-15 12:00|FILL|25023.96|1.000;2023-06-15 18:54|EXIT_STOP|25274.40|1.000
L-2023-06-23 23:59-105,BTCUSDT,LONG,2023-06-24 00:00,2023-06-23 23:59,2023-06-24 00:00,30355.19,30355.19,2023-06-24 15:30,29901.10,31440.50,1539.40,29811.40,2023-06-28 19:34,,2023-06-28 19:34,stop,-0.020353,-20.353,0.000700,0.001239,2023-06-24 16:00:+0.000100;2023-06-25 00:00:+0.000100;2023-06-25 08:00:+0.000100;2023-06-25 16:00:+0.000100;2023-06-26 00:00:+0.000100;2023-06-26 08:00:+0.000100;2023-06-26 16:00:+0.000100;2023-06-27 00:00:+0.000100;2023-06-27 08:00:+0.000100;2023-06-27 16:00:+0.000100;2023-06-28 00:00:+0.000100;2023-06-28 08:00:+0.000093;2023-06-28 16:00:+0.000046,-0.01791,0.02299,100.08,4,8308,2023-06-24 11:59,2023-06-24 15:30,stop@2023-06-28 19:34:29811.40:1.000,2023-06-24 15:30|FILL|30355.19|1.000;2023-06-28 19:34|EXIT_STOP|29811.40|1.000
S-2023-08-24 07:59-106,BTCUSDT,SHORT,2023-08-24 00:00,2023-08-24 07:59,2023-08-24 08:00,26545.06,26545.06,2023-08-24 09:05,26714.80,26334.00,380.80,26794.94,2023-08-29 14:24,2023-08-24 15:14,2023-08-29 14:24,stop,0.009824,9.824,0.000550,-0.000210,2023-08-24 16:00:-0.000024;2023-08-25 00:00:+0.000003;2023-08-25 08:00:-0.000014;2023-08-25 16:00:-0.000026;2023-08-26 00:00:-0.000019;2023-08-26 08:00:-0.000027;2023-08-26 16:00:-0.000010;2023-08-27 00:00:-0.000000;2023-08-27 08:00:-0.000020;2023-08-27 16:00:-0.000006;2023-08-28 00:00:+0.000002;2023-08-28 08:00:-0.000022;2023-08-28 16:00:-0.000023;2023-08-29 00:00:-0.000004;2023-08-29 08:00:-0.000019,-0.00088,0.02979,125.33,1,8673,2023-08-24 07:59,2023-08-24 09:05,tp@2023-08-24 15:14:26045.28:0.500;stop@2023-08-29 14:24:26491.97:0.500,2023-08-24 09:05|FILL|26545.06|1.000;2023-08-24 15:14|EXIT_TP|26045.28|0.500;2023-08-29 14:24|EXIT_STOP|26491.97|0.500
L-2023-10-20 19:59-107,BTCUSDT,LONG,2023-10-21 00:00,2023-10-20 19:59,2023-10-21 00:00,29464.33,29464.33,2023-10-21 02:35,29214.40,29900.00,685.60,29126.76,,2023-10-21 17:49,2024-01-12 22:05,v,0.214806,214.806,0.000550,0.017820,2023-10-21 08:00:+0.000044;2023-10-21 16:00:+0.000058;2023-10-22 00:00:+0.000013;2023-10-22 08:00:+0.000013;2023-10-22 16:00:+0.000016;2023-10-23 00:00:+0.000041;2023-10-23 08:00:+0.000048;2023-10-23 16:00:+0.000003;2023-10-24 00:00:+0.000050;2023-10-24 08:00:+0.000050;2023-10-24 16:00:+0.000050;2023-10-25 00:00:+0.000050;2023-10-25 08:00:+0.000050;2023-10-25 16:00:+0.000050;2023-10-26 00:00:+0.000050;2023-10-26 08:00:+0.000050;2023-10-26 16:00:+0.000050;2023-10-27 00:00:+0.000050;2023-10-27 08:00:+0.000050;2023-10-27 16:00:+0.000050;2023-10-28 00:00:+0.000050;2023-10-28 08:00:+0.000050;2023-10-28 16:00:+0.000050;2023-10-29 00:00:+0.000050;2023-10-29 08:00:+0.000050;2023-10-29 16:00:+0.000050;2023-10-30 00:00:+0.000050;2023-10-30 08:00:+0.000050;2023-10-30 16:00:+0.000050;2023-10-31 00:00:+0.000050;2023-10-31 08:00:+0.000050;2023-10-31 16:00:+0.000050;2023-11-01 00:00:+0.000050;2023-11-01 08:00:+0.000050;2023-11-01 16:00:+0.000050;2023-11-02 00:00:+0.000050;2023-11-02 08:00:+0.000050;2023-11-02 16:00:+0.000050;2023-11-03 00:00:+0.000050;2023-11-03 08:00:+0.000050;2023-11-03 16:00:+0.000050;2023-11-04 00:00:+0.000050;2023-11-04 08:00:+0.000050;2023-11-04 16:00:+0.000050;2023-11-05 00:00:+0.000050;2023-11-05 08:00:+0.000050;2023-11-05 16:00:+0.000050;2023-11-06 00:00:+0.000050;2023-11-06 08:00:+0.000050;2023-11-06 16:00:+0.000050;2023-11-07 00:00:+0.000050;2023-11-07 08:00:+0.000050;2023-11-07 16:00:+0.000050;2023-11-08 00:00:+0.000050;2023-11-08 08:00:+0.000050;2023-11-08 16:00:+0.000050;2023-11-09 00:00:+0.000050;2023-11-09 08:00:+0.000050;2023-11-09 16:00:+0.000100;2023-11-10 00:00:+0.000050;2023-11-10 08:00:+0.000058;2023-11-10 16:00:+0.000050;2023-11-11 00:00:+0.000050;2023-11-11 08:00:+0.000083;2023-11-11 16:00:+0.000073;2023-11-12 00:00:+0.000077;2023-11-12 08:00:+0.000117;2023-11-12 16:00:+0.000136;2023-11-13 00:00:+0.000162;2023-11-13 08:00:+0.000054;2023-11-13 16:00:+0.000102;2023-11-14 00:00:+0.000087;2023-11-14 08:00:+0.000082;2023-11-14 16:00:+0.000072;2023-11-15 00:00:+0.000050;2023-11-15 08:00:+0.000050;2023-11-15 16:00:+0.000050;2023-11-16 00:00:+0.000050;2023-11-16 08:00:+0.000076;2023-11-16 16:00:+0.000060;2023-11-17 00:00:+0.000050;2023-11-17 08:00:+0.000050;2023-11-17 16:00:+0.000050;2023-11-18 00:00:+0.000050;2023-11-18 08:00:+0.000050;2023-11-18 16:00:+0.000050;2023-11-19 00:00:+0.000050;2023-11-19 08:00:+0.000050;2023-11-19 16:00:+0.000050;2023-11-20 00:00:+0.000050;2023-11-20 08:00:+0.000050;2023-11-20 16:00:+0.000050;2023-11-21 00:00:+0.000050;2023-11-21 08:00:+0.000050;2023-11-21 16:00:+0.000050;2023-11-22 00:00:+0.000050;2023-11-22 08:00:+0.000050;2023-11-22 16:00:+0.000050;2023-11-23 00:00:+0.000050;2023-11-23 08:00:+0.000050;2023-11-23 16:00:+0.000050;2023-11-24 00:00:+0.000050;2023-11-24 08:00:+0.000050;2023-11-24 16:00:+0.000050;2023-11-25 00:00:+0.000050;2023-11-25 08:00:+0.000050;2023-11-25 16:00:+0.000050;2023-11-26 00:00:+0.000050;2023-11-26 08:00:+0.000050;2023-11-26 16:00:+0.000050;2023-11-27 00:00:+0.000050;2023-11-27 08:00:+0.000050;2023-11-27 16:00:+0.000050;2023-11-28 00:00:+0.000050;2023-11-28 08:00:+0.000050;2023-11-28 16:00:+0.000050;2023-11-29 00:00:+0.000050;2023-11-29 08:00:+0.000050;2023-11-29 16:00:+0.000050;2023-11-30 00:00:+0.000050;2023-11-30 08:00:+0.000050;2023-11-30 16:00:+0.000050;2023-12-01 00:00:+0.000050;2023-12-01 08:00:+0.000050;2023-12-01 16:00:+0.000050;2023-12-02 00:00:+0.000050;2023-12-02 08:00:+0.000035;2023-12-02 16:00:+0.000043;2023-12-03 00:00:+0.000050;2023-12-03 08:00:+0.000050;2023-12-03 16:00:+0.000050;2023-12-04 00:00:+0.000050;2023-12-04 08:00:+0.000050;2023-12-04 16:00:+0.000050;2023-12-05 00:00:+0.000050;2023-12-05 08:00:+0.000050;2023-12-05 16:00:+0.000050;2023-12-06 00:00:+0.000050;2023-12-06 08:00:+0.000050;2023-12-06 16:00:+0.000050;2023-12-07 00:00:+0.000050;2023-12-07 08:00:+0.000050;2023-12-07 16:00:+0.000050;2023-12-08 00:00:+0.000050;2023-12-08 08:00:+0.000116;2023-12-08 16:00:+0.000101;2023-12-09 00:00:+0.000058;2023-12-09 08:00:+0.000151;2023-12-09 16:00:+0.000086;2023-12-10 00:00:+0.000104;2023-12-10 08:00:+0.000102;2023-12-10 16:00:+0.000120;2023-12-11 00:00:+0.000074;2023-12-11 08:00:+0.000050;2023-12-11 16:00:+0.000050;2023-12-12 00:00:+0.000050;2023-12-12 08:00:+0.000050;2023-12-12 16:00:+0.000050;2023-12-13 00:00:+0.000060;2023-12-13 08:00:+0.000051;2023-12-13 16:00:+0.000063;2023-12-14 00:00:+0.000050;2023-12-14 08:00:+0.000050;2023-12-14 16:00:+0.000050;2023-12-15 00:00:+0.000050;2023-12-15 08:00:+0.000050;2023-12-15 16:00:+0.000050;2023-12-16 00:00:+0.000050;2023-12-16 08:00:+0.000050;2023-12-16 16:00:+0.000050;2023-12-17 00:00:+0.000050;2023-12-17 08:00:+0.000050;2023-12-17 16:00:+0.000050;2023-12-18 00:00:+0.000067;2023-12-18 08:00:+0.000050;2023-12-18 16:00:+0.000078;2023-12-19 00:00:+0.000050;2023-12-19 08:00:+0.000050;2023-12-19 16:00:+0.000050;2023-12-20 00:00:+0.000053;2023-12-20 08:00:+0.000050;2023-12-20 16:00:+0.000118;2023-12-21 00:00:+0.000136;2023-12-21 08:00:+0.000146;2023-12-21 16:00:+0.000145;2023-12-22 00:00:+0.000154;2023-12-22 08:00:+0.000148;2023-12-22 16:00:+0.000090;2023-12-23 00:00:+0.000081;2023-12-23 08:00:+0.000050;2023-12-23 16:00:+0.000075;2023-12-24 00:00:+0.000050;2023-12-24 08:00:+0.000104;2023-12-24 16:00:+0.000099;2023-12-25 00:00:+0.000050;2023-12-25 08:00:+0.000050;2023-12-25 16:00:+0.000190;2023-12-26 00:00:+0.000217;2023-12-26 08:00:+0.000119;2023-12-26 16:00:+0.000148;2023-12-27 00:00:+0.000138;2023-12-27 08:00:+0.000190;2023-12-27 16:00:+0.000162;2023-12-28 00:00:+0.000065;2023-12-28 08:00:+0.000189;2023-12-28 16:00:+0.000251;2023-12-29 00:00:+0.000276;2023-12-29 08:00:+0.000250;2023-12-29 16:00:+0.000235;2023-12-30 00:00:+0.000165;2023-12-30 08:00:+0.000218;2023-12-30 16:00:+0.000189;2023-12-31 00:00:+0.000139;2023-12-31 08:00:+0.000173;2023-12-31 16:00:+0.000168;2024-01-01 00:00:+0.000187;2024-01-01 08:00:+0.000136;2024-01-01 16:00:+0.000168;2024-01-02 00:00:+0.000329;2024-01-02 08:00:+0.000176;2024-01-02 16:00:+0.000269;2024-01-03 00:00:+0.000106;2024-01-03 08:00:+0.000086;2024-01-03 16:00:+0.000050;2024-01-04 00:00:+0.000050;2024-01-04 08:00:+0.000050;2024-01-04 16:00:+0.000050;2024-01-05 00:00:+0.000050;2024-01-05 08:00:+0.000050;2024-01-05 16:00:+0.000050;2024-01-06 00:00:+0.000050;2024-01-06 08:00:+0.000050;2024-01-06 16:00:+0.000050;2024-01-07 00:00:+0.000050;2024-01-07 08:00:+0.000050;2024-01-07 16:00:+0.000050;2024-01-08 00:00:+0.000050;2024-01-08 08:00:+0.000050;2024-01-08 16:00:+0.000050;2024-01-09 00:00:+0.000050;2024-01-09 08:00:+0.000050;2024-01-09 16:00:+0.000050;2024-01-10 00:00:+0.000050;2024-01-10 08:00:+0.000050;2024-01-10 16:00:+0.000050;2024-01-11 00:00:+0.000050;2024-01-11 08:00:+0.000050;2024-01-11 16:00:+0.000050;2024-01-12 00:00:+0.000050;2024-01-12 08:00:+0.000050;2024-01-12 16:00:+0.000050,-0.00071,0.66396,2011.50,2,9019,2023-10-20 23:59,2023-10-21 02:35,tp@2023-10-21 17:49:30139.48:0.500;v@2024-01-12 22:05:42529.90:0.500,2023-10-21 02:35|FILL|29464.33|1.000;2023-10-21 17:49|EXIT_TP|30139.48|0.500;2024-01-12 22:04|V_DETECT|43175.00|0.000;2024-01-12 22:05|EXIT_V|42529.90|0.500
L-2024-03-03 23:59-108,BTCUSDT,LONG,2024-03-02 00:00,2024-03-03 23:59,2024-03-04 00:00,62413.37,62413.37,2024-03-04 00:45,61885.60,63330.90,1445.30,61699.94,2024-03-05 19:39,2024-03-04 01:29;2024-03-04 14:39;2024-03-04 17:24;2024-03-05 15:04,2024-03-05 19:39,stop,0.039843,39.843,0.000438,0.000913,2024-03-04 08:00:+0.000234;2024-03-04 16:00:+0.000239;2024-03-05 00:00:+0.000122;2024-03-05 08:00:+0.000207;2024-03-05 16:00:+0.000110,-0.00183,0.11114,42.92,1,9829,2024-03-03 23:59,2024-03-04 00:45,tp@2024-03-04 01:29:63840.23:0.500;tp@2024-03-04 14:39:65912.39:0.125;tp@2024-03-04 17:24:67091.26:0.125;tp@2024-03-05 15:04:69003.65:0.125;stop@2024-03-05 19:39:62538.20:0.125,2024-03-04 00:45|FILL|62413.37|1.000;2024-03-04 01:29|EXIT_TP|63840.23|0.500;2024-03-04 14:39|EXIT_TP|65912.39|0.125;2024-03-04 17:24|EXIT_TP|67091.26|0.125;2024-03-05 15:04|EXIT_TP|69003.65|0.125;2024-03-05 19:39|EXIT_STOP|62538.20|0.125
L-2024-03-10 11:59-109,BTCUSDT,LONG,2024-03-09 00:00,2024-03-10 11:59,2024-03-10 12:00,68878.52,68878.52,2024-03-10 14:40,68262.50,69999.80,1737.30,68057.71,2024-03-11 00:54,,2024-03-11 00:54,stop,-0.014016,-14.016,0.000700,0.000900,2024-03-10 16:00:+0.000545;2024-03-11 00:00:+0.000355,-0.01192,0.01404,10.25,1,9868,2024-03-10 11:59,2024-03-10 14:40,stop@2024-03-11 00:54:68057.71:1.000,2024-03-10 14:40|FILL|68878.52|1.000;2024-03-11 00:54|EXIT_STOP|68057.71|1.000
L-2024-04-07 23:59-110,BTCUSDT,LONG,2024-04-07 00:00,2024-04-07 23:59,2024-04-08 00:00,69446.25,69446.25,2024-04-08 00:00,68881.30,70395.00,1513.70,68674.66,2024-04-09 08:09,2024-04-08 08:04;2024-04-08 08:54,2024-04-09 08:09,stop,0.015874,15.874,0.000513,0.000388,2024-04-08 08:00:+0.000100;2024-04-08 16:00:+0.000132;2024-04-09 00:00:+0.000078;2024-04-09 08:00:+0.000077,-0.00584,0.04959,32.17,1,10039,2024-04-07 23:59,2024-04-08 00:00,tp@2024-04-08 08:04:70989.43:0.500;tp@2024-04-08 08:54:72280.32:0.125;stop@2024-04-09 08:09:69585.14:0.375,2024-04-08 00:00|FILL|69446.25|1.000;2024-04-08 08:04|EXIT_TP|70989.43|0.500;2024-04-08 08:54|EXIT_TP|72280.32|0.125;2024-04-09 08:09|EXIT_STOP|69585.14|0.375
L-2024-04-13 23:59-111,BTCUSDT,LONG,2024-04-14 00:00,2024-04-13 23:59,2024-04-14 00:00,64724.23,64724.23,2024-04-14 00:00,63530.00,67770.00,4240.00,63339.41,,,2024-04-14 00:05,v,-0.008909,-8.909,0.000700,0.000000,,-0.01484,0.00000,0.08,1,10075,2024-04-13 23:59,2024-04-14 00:00,v@2024-04-14 00:05:64192.90:1.000,2024-04-14 00:00|FILL|64724.23|1.000;2024-04-14 00:04|V_DETECT|65086.86|0.000;2024-04-14 00:05|EXIT_V|64192.90|1.000
S-2024-04-17 23:59-112,BTCUSDT,SHORT,2024-04-18 00:00,2024-04-17 23:59,2024-04-18 00:00,61984.29,61984.29,2024-04-18 03:05,62957.20,59625.00,3332.20,63146.07,2024-04-18 14:14,,2024-04-18 14:14,stop,-0.019883,-19.883,0.000700,-0.000060,2024-04-18 08:00:-0.000060,-0.01874,0.01969,11.17,1,10099,2024-04-17 23:59,2024-04-18 03:05,stop@2024-04-18 14:14:63146.07:1.000,2024-04-18 03:05|FILL|61984.29|1.000;2024-04-18 14:14|EXIT_STOP|63146.07|1.000
S-2024-04-19 19:59-113,BTCUSDT,SHORT,2024-04-21 00:00,2024-04-19 19:59,2024-04-21 00:00,64812.39,64812.39,2024-04-21 00:00,65480.00,63477.50,2002.50,65676.44,2024-04-21 03:09,,2024-04-21 03:09,stop,-0.014532,-14.532,0.000700,0.000000,,-0.01333,0.00373,3.17,8,10117,2024-04-20 23:59,2024-04-21 00:00,stop@2024-04-21 03:09:65676.44:1.000,2024-04-21 00:00|FILL|64812.39|1.000;2024-04-21 03:09|EXIT_STOP|65676.44|1.000
S-2024-05-04 03:59-114,BTCUSDT,SHORT,2024-05-04 00:00,2024-05-04 03:59,2024-05-04 04:00,62813.15,62813.15,2024-05-04 04:00,63333.00,61931.10,1401.90,63523.00,2024-05-04 10:44,,2024-05-04 10:44,stop,-0.012426,-12.426,0.000700,-0.000075,2024-05-04 08:00:-0.000075,-0.01130,0.00256,6.75,1,10196,2024-05-04 03:59,2024-05-04 04:00,stop@2024-05-04 10:44:63523.00:1.000,2024-05-04 04:00|FILL|62813.15|1.000;2024-05-04 10:44|EXIT_STOP|63523.00|1.000
L-2024-05-16 03:59-115,BTCUSDT,LONG,2024-05-16 00:00,2024-05-16 03:59,2024-05-16 04:00,65340.08,65340.08,2024-05-16 15:00,64681.50,66644.00,1962.50,64487.46,,2024-05-17 15:19;2024-05-17 15:19;2024-05-17 15:19;2024-05-19 10:34,2024-05-20 19:24,tp,0.027770,27.770,0.000400,0.000150,2024-05-16 16:00:+0.000035;2024-05-17 00:00:+0.000046;2024-05-17 08:00:+0.000008;2024-05-17 16:00:-0.000001;2024-05-18 00:00:+0.000002;2024-05-18 08:00:+0.000020;2024-05-18 16:00:-0.000002;2024-05-19 00:00:+0.000008;2024-05-19 08:00:+0.000013;2024-05-19 16:00:+0.000006;2024-05-20 00:00:+0.000007;2024-05-20 08:00:+0.000003;2024-05-20 16:00:+0.000003,-0.01183,0.05270,100.42,3,10270,2024-05-16 11:59,2024-05-16 15:00,tp@2024-05-17 15:19:67045.34:0.500;tp@2024-05-17 15:19:66275.68:0.125;tp@2024-05-17 15:19:66753.84:0.125;tp@2024-05-19 10:34:67529.52:0.125;tp@2024-05-20 19:24:68783.36:0.125,2024-05-16 15:00|FILL|65340.08|1.000;2024-05-17 15:19|EXIT_TP|67045.34|0.500;2024-05-17 15:19|EXIT_TP|66275.68|0.125;2024-05-17 15:19|EXIT_TP|66753.84|0.125;2024-05-19 10:34|EXIT_TP|67529.52|0.125;2024-05-20 19:24|EXIT_TP|68783.36|0.125
S-2024-07-05 11:59-116,BTCUSDT,SHORT,2024-07-05 00:00,2024-07-05 11:59,2024-07-05 12:00,56371.66,56371.66,2024-07-05 15:05,57533.40,53329.50,4203.90,57706.00,2024-07-06 16:29,,2024-07-06 16:29,stop,-0.024688,-24.688,0.000700,-0.000183,2024-07-05 16:00:-0.000018;2024-07-06 00:00:-0.000057;2024-07-06 08:00:-0.000075;2024-07-06 16:00:-0.000032,-0.02367,0.01046,25.42,1,10570,2024-07-05 11:59,2024-07-05 15:05,stop@2024-07-06 16:29:57706.00:1.000,2024-07-05 15:05|FILL|56371.66|1.000;2024-07-06 16:29|EXIT_STOP|57706.00|1.000
L-2024-08-28 19:59-117,BTCUSDT,LONG,2024-08-29 00:00,2024-08-28 19:59,2024-08-29 00:00,58984.94,58984.94,2024-08-29 00:00,58400.00,60131.00,1731.00,58224.80,2024-08-29 18:49,2024-08-29 13:39,2024-08-29 18:49,stop,0.013101,13.101,0.000550,-0.000014,2024-08-29 08:00:-0.000016;2024-08-29 16:00:+0.000003,-0.00256,0.03662,18.83,2,10897,2024-08-28 23:59,2024-08-29 00:00,tp@2024-08-29 13:39:60505.22:0.500;stop@2024-08-29 18:49:59102.91:0.500,2024-08-29 00:00|FILL|58984.94|1.000;2024-08-29 13:39|EXIT_TP|60505.22|0.500;2024-08-29 18:49|EXIT_STOP|59102.91|0.500
L-2024-10-15 07:59-118,BTCUSDT,LONG,2024-10-15 00:00,2024-10-15 07:59,2024-10-15 08:00,65735.54,65735.54,2024-10-15 08:00,65300.00,66312.40,1012.40,65104.10,2024-10-15 14:39,2024-10-15 13:54;2024-10-15 13:54;2024-10-15 14:04,2024-10-15 14:39,stop,0.015244,15.244,0.000475,0.000000,,-0.00731,0.03374,6.67,1,11181,2024-10-15 07:59,2024-10-15 08:00,tp@2024-10-15 13:54:66998.43:0.500;tp@2024-10-15 13:54:66591.49:0.125;tp@2024-10-15 14:04:67897.08:0.125;stop@2024-10-15 14:39:65867.01:0.250,2024-10-15 08:00|FILL|65735.54|1.000;2024-10-15 13:54|EXIT_TP|66998.43|0.500;2024-10-15 13:54|EXIT_TP|66591.49|0.125;2024-10-15 14:04|EXIT_TP|67897.08|0.125;2024-10-15 14:39|EXIT_STOP|65867.01|0.250
L-2024-11-07 03:59-119,BTCUSDT,LONG,2024-11-07 00:00,2024-11-07 03:59,2024-11-07 04:00,74897.90,74897.90,2024-11-07 04:05,74134.50,76420.00,2285.50,73912.10,,2024-11-07 20:24;2024-11-07 20:24;2024-11-10 02:29,2024-12-05 22:30,v,0.078797,78.797,0.000475,0.003975,2024-11-07 08:00:+0.000100;2024-11-07 16:00:+0.000100;2024-11-08 00:00:+0.000038;2024-11-08 08:00:+0.000038;2024-11-08 16:00:+0.000038;2024-11-09 00:00:+0.000038;2024-11-09 08:00:+0.000038;2024-11-09 16:00:+0.000038;2024-11-10 00:00:+0.000038;2024-11-10 08:00:+0.000064;2024-11-10 16:00:+0.000035;2024-11-11 00:00:+0.000092;2024-11-11 08:00:+0.000025;2024-11-11 16:00:+0.000025;2024-11-12 00:00:+0.000123;2024-11-12 08:00:+0.000109;2024-11-12 16:00:+0.000097;2024-11-13 00:00:+0.000025;2024-11-13 08:00:+0.000033;2024-11-13 16:00:+0.000055;2024-11-14 00:00:+0.000025;2024-11-14 08:00:+0.000025;2024-11-14 16:00:+0.000025;2024-11-15 00:00:+0.000025;2024-11-15 08:00:+0.000025;2024-11-15 16:00:+0.000027;2024-11-16 00:00:+0.000025;2024-11-16 08:00:+0.000025;2024-11-16 16:00:+0.000033;2024-11-17 00:00:+0.000039;2024-11-17 08:00:+0.000025;2024-11-17 16:00:+0.000026;2024-11-18 00:00:+0.000025;2024-11-18 08:00:+0.000091;2024-11-18 16:00:+0.000053;2024-11-19 00:00:+0.000054;2024-11-19 08:00:+0.000076;2024-11-19 16:00:+0.000045;2024-11-20 00:00:+0.000025;2024-11-20 08:00:+0.000025;2024-11-20 16:00:+0.000025;2024-11-21 00:00:+0.000025;2024-11-21 08:00:+0.000025;2024-11-21 16:00:+0.000025;2024-11-22 00:00:+0.000025;2024-11-22 08:00:+0.000025;2024-11-22 16:00:+0.000025;2024-11-23 00:00:+0.000025;2024-11-23 08:00:+0.000025;2024-11-23 16:00:+0.000025;2024-11-24 00:00:+0.000025;2024-11-24 08:00:+0.000040;2024-11-24 16:00:+0.000058;2024-11-25 00:00:+0.000053;2024-11-25 08:00:+0.000025;2024-11-25 16:00:+0.000063;2024-11-26 00:00:+0.000055;2024-11-26 08:00:+0.000045;2024-11-26 16:00:+0.000074;2024-11-27 00:00:+0.000078;2024-11-27 08:00:+0.000042;2024-11-27 16:00:+0.000025;2024-11-28 00:00:+0.000025;2024-11-28 08:00:+0.000036;2024-11-28 16:00:+0.000030;2024-11-29 00:00:+0.000052;2024-11-29 08:00:+0.000029;2024-11-29 16:00:+0.000055;2024-11-30 00:00:+0.000025;2024-11-30 08:00:+0.000040;2024-11-30 16:00:+0.000030;2024-12-01 00:00:+0.000040;2024-12-01 08:00:+0.000049;2024-12-01 16:00:+0.000025;2024-12-02 00:00:+0.000064;2024-12-02 08:00:+0.000061;2024-12-02 16:00:+0.000033;2024-12-03 00:00:+0.000032;2024-12-03 08:00:+0.000062;2024-12-03 16:00:+0.000030;2024-12-04 00:00:+0.000067;2024-12-04 08:00:+0.000066;2024-12-04 16:00:+0.000058;2024-12-05 00:00:+0.000069;2024-12-05 08:00:+0.000181;2024-12-05 16:00:+0.000118,-0.00598,0.39697,690.42,1,11318,2024-11-07 03:59,2024-11-07 04:05,tp@2024-11-07 20:24:76869.51:0.500;tp@2024-11-07 20:24:75966.13:0.125;tp@2024-11-10 02:29:77415.50:0.125;v@2024-12-05 22:30:94101.90:0.250,2024-11-07 04:05|FILL|74897.90|1.000;2024-11-07 20:24|EXIT_TP|76869.51|0.500;2024-11-07 20:24|EXIT_TP|75966.13|0.125;2024-11-10 02:29|EXIT_TP|77415.50|0.125;2024-12-05 22:29|V_DETECT|90791.10|0.000;2024-12-05 22:30|EXIT_V|94101.90|0.250
