time,bar_t,side,event,detail
2020-09-06 00:00,3679,S,SIGNAL,"{""key"": 3678}"
2020-09-06 00:10,3679,S,FILL,"{""signal_id"": ""S-2020-09-05 23:59-42"", ""expected"": -10193.7993, ""entry"": -10193.7993, ""stop"": -10378.9136, ""key"": 3678}"
2020-09-07 07:59,3686,S,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""S-2020-09-05 23:59-42""}"
2020-09-07 22:49,3690,S,EXIT,"{""exit_kind"": ""stop"", ""px"": -10378.9136, ""frac"": 1.0, ""signal_id"": ""S-2020-09-05 23:59-42""}"
2020-09-29 00:00,3817,L,D_ARM,"{""day"": ""2020-09-28"", ""P0"": 10136.82, ""H1"": 10950.0}"
2020-09-29 04:00,3818,L,ORDER_CREATE,"{""key"": 3817, ""level"": 10720.0352, ""stop"": 10594.122, ""atr_idx"": 3817, ""atr_end_time"": 1601351999999, ""r_confirm_time"": 1601351999999}"
2020-09-29 04:00,3818,L,SIGNAL,"{""key"": 3817}"
2020-09-29 04:00,3818,L,FILL,"{""signal_id"": ""L-2020-09-29 03:59-43"", ""expected"": 10720.0352, ""entry"": 10720.0352, ""stop"": 10594.122, ""key"": 3817}"
2020-09-29 11:59,3819,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-09-29 03:59-43""}"
2020-09-29 23:59,3822,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-09-29 03:59-43""}"
2020-09-30 07:59,3824,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-09-29 03:59-43""}"
2020-09-30 15:59,3826,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-09-29 03:59-43""}"
2020-09-30 23:59,3828,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-09-29 03:59-43""}"
2020-10-01 07:59,3830,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-09-29 03:59-43""}"
2020-10-01 16:19,3833,L,EXIT,"{""exit_kind"": ""stop"", ""px"": 10594.122, ""frac"": 1.0, ""signal_id"": ""L-2020-09-29 03:59-43""}"
2020-10-27 00:00,3985,L,D_ARM,"{""day"": ""2020-10-26"", ""P0"": 11886.95, ""H1"": 13350.0}"
2020-10-27 00:00,3985,L,ORDER_CREATE,"{""key"": 3983, ""level"": 13018.899, ""stop"": 12861.3, ""atr_idx"": 3984, ""atr_end_time"": 1603756799999, ""r_confirm_time"": 1603742399999}"
2020-10-27 00:00,3985,L,SIGNAL,"{""key"": 3983}"
2020-10-27 03:59,3985,L,R_REPLACED,"{""old_key"": 3983, ""new_key"": 3985}"
2020-10-27 03:59,3985,L,ORDER_CANCEL,"{""key"": 3983, ""reason"": ""R_REPLACED"", ""level"": 13018.899}"
2020-10-27 04:00,3986,L,ORDER_CREATE,"{""key"": 3985, ""level"": 12889.5017, ""stop"": 12726.705, ""atr_idx"": 3985, ""atr_end_time"": 1603771199999, ""r_confirm_time"": 1603771199999}"
2020-10-27 04:00,3986,L,SIGNAL,"{""key"": 3985}"
2020-10-27 19:59,3989,L,R_REPLACED,"{""old_key"": 3985, ""new_key"": 3989}"
2020-10-27 19:59,3989,L,ORDER_CANCEL,"{""key"": 3985, ""reason"": ""R_REPLACED"", ""level"": 12889.5017}"
2020-10-27 20:00,3990,L,ORDER_CREATE,"{""key"": 3989, ""level"": 13280.2677, ""stop"": 13045.4658, ""atr_idx"": 3989, ""atr_end_time"": 1603828799999, ""r_confirm_time"": 1603828799999}"
2020-10-27 20:00,3990,L,SIGNAL,"{""key"": 3989}"
2020-10-28 03:59,3991,L,R_REPLACED,"{""old_key"": 3989, ""new_key"": 3991}"
2020-10-28 03:59,3991,L,ORDER_CANCEL,"{""key"": 3989, ""reason"": ""R_REPLACED"", ""level"": 13280.2677}"
2020-10-28 04:00,3992,L,ORDER_CREATE,"{""key"": 3991, ""level"": 13625.5918, ""stop"": 13459.5, ""atr_idx"": 3991, ""atr_end_time"": 1603857599999, ""r_confirm_time"": 1603857599999}"
2020-10-28 04:00,3992,L,SIGNAL,"{""key"": 3991}"
2020-10-28 07:10,3992,L,FILL,"{""signal_id"": ""L-2020-10-28 03:59-44"", ""expected"": 13625.5918, ""entry"": 13625.5918, ""stop"": 13459.5, ""key"": 3991}"
2020-10-28 11:09,3993,L,EXIT,"{""exit_kind"": ""stop"", ""px"": 13459.5, ""frac"": 1.0, ""signal_id"": ""L-2020-10-28 03:59-44""}"
2020-11-08 00:00,4057,L,D_ARM,"{""day"": ""2020-11-07"", ""P0"": 14093.56, ""H1"": 15960.0}"
2020-11-08 00:00,4057,L,ORDER_CREATE,"{""key"": 4056, ""level"": 14804.8818, ""stop"": 14516.32, ""atr_idx"": 4056, ""atr_end_time"": 1604793599999, ""r_confirm_time"": 1604793599999}"
2020-11-08 00:00,4057,L,SIGNAL,"{""key"": 4056}"
2020-11-08 00:00,4057,L,FILL,"{""signal_id"": ""L-2020-11-07 23:59-45"", ""expected"": 14804.8818, ""entry"": 14804.8818, ""stop"": 14516.32, ""key"": 4056}"
2020-11-08 01:34,4057,L,EXIT,"{""exit_kind"": ""tp"", ""px"": 14925.03, ""frac"": 0.25, ""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-08 07:59,4058,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-09 07:59,4064,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-09 15:59,4066,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-09 23:59,4068,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-11 03:59,4075,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-12 03:59,4081,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-12 11:59,4083,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-12 19:59,4085,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-13 03:59,4087,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-13 23:59,4092,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-14 15:59,4096,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-14 23:59,4098,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-15 11:59,4101,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-16 03:59,4105,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-16 15:59,4108,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-17 03:59,4111,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-17 11:59,4113,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-17 19:59,4115,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-18 03:59,4117,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-18 11:59,4119,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-18 19:59,4121,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-19 03:59,4123,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-19 15:59,4126,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-20 07:59,4130,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-20 19:59,4133,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-21 03:59,4135,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-21 19:59,4139,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-22 07:59,4142,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-22 15:59,4144,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-22 23:59,4146,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-23 07:59,4148,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-23 19:59,4151,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-24 03:59,4153,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-24 11:59,4155,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-24 19:59,4157,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-25 03:59,4159,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-25 11:59,4161,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-26 03:59,4165,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-26 11:59,4167,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-26 19:59,4169,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-27 03:59,4171,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-27 23:59,4176,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-28 00:00,4177,L,D_ARM,"{""day"": ""2020-11-27"", ""P0"": 16188.0, ""H1"": 18915.03}"
2020-11-28 00:00,4177,L,ORDER_CREATE,"{""key"": 4176, ""level"": 16676.1973, ""stop"": 16388.7658, ""atr_idx"": 4176, ""atr_end_time"": 1606521599999, ""r_confirm_time"": 1606521599999}"
2020-11-28 00:00,4177,L,SIGNAL,"{""key"": 4176}"
2020-11-28 15:59,4180,L,R_REPLACED,"{""old_key"": 4176, ""new_key"": 4180}"
2020-11-28 15:59,4180,L,ORDER_CANCEL,"{""key"": 4176, ""reason"": ""R_REPLACED"", ""level"": 16676.1973}"
2020-11-28 15:59,4180,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-28 16:00,4181,L,ORDER_CREATE,"{""key"": 4180, ""level"": 16896.3618, ""stop"": 16584.437, ""atr_idx"": 4180, ""atr_end_time"": 1606579199999, ""r_confirm_time"": 1606579199999}"
2020-11-28 16:00,4181,L,SIGNAL,"{""key"": 4180}"
2020-11-29 00:00,4183,L,D_DISARM,"{""day"": ""2020-11-28"", ""P0"": 16188.0, ""H1"": 18915.03}"
2020-11-29 00:00,4183,L,ORDER_CANCEL,"{""key"": 4180, ""reason"": ""D_DISARMED"", ""level"": 16896.3618}"
2020-11-29 19:59,4187,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-30 11:59,4191,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-11-30 23:59,4194,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-12-01 07:59,4196,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-12-01 15:59,4198,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-12-01 23:59,4200,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-12-02 07:59,4202,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-12-02 15:59,4204,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-12-03 00:00,4207,L,D_ARM,"{""day"": ""2020-12-02"", ""P0"": 18001.12, ""H1"": 19888.0}"
2020-12-03 00:00,4207,L,ORDER_CREATE,"{""key"": 4204, ""level"": 18624.5385, ""stop"": 18275.01, ""atr_idx"": 4206, ""atr_end_time"": 1606953599999, ""r_confirm_time"": 1606924799999}"
2020-12-03 00:00,4207,L,SIGNAL,"{""key"": 4204}"
2020-12-03 07:59,4208,L,R_REPLACED,"{""old_key"": 4204, ""new_key"": 4208}"
2020-12-03 07:59,4208,L,ORDER_CANCEL,"{""key"": 4204, ""reason"": ""R_REPLACED"", ""level"": 18624.5385}"
2020-12-03 07:59,4208,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-12-03 08:00,4209,L,ORDER_CREATE,"{""key"": 4208, ""level"": 18919.6355, ""stop"": 18672.1949, ""atr_idx"": 4208, ""atr_end_time"": 1606982399999, ""r_confirm_time"": 1606982399999}"
2020-12-03 08:00,4209,L,SIGNAL,"{""key"": 4208}"
2020-12-04 07:59,4214,L,R_REPLACED,"{""old_key"": 4208, ""new_key"": 4214}"
2020-12-04 07:59,4214,L,ORDER_CANCEL,"{""key"": 4208, ""reason"": ""R_REPLACED"", ""level"": 18919.6355}"
2020-12-04 07:59,4214,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-12-04 08:00,4215,L,ORDER_CREATE,"{""key"": 4214, ""level"": 19275.7998, ""stop"": 19065.3718, ""atr_idx"": 4214, ""atr_end_time"": 1607068799999, ""r_confirm_time"": 1607068799999}"
2020-12-04 08:00,4215,L,SIGNAL,"{""key"": 4214}"
2020-12-04 10:14,4215,L,R_INVALID,"{""key"": 4214, ""mode"": ""5M""}"
2020-12-04 10:14,4215,L,ORDER_CANCEL,"{""key"": 4214, ""reason"": ""R_INVALID"", ""level"": 19275.7998}"
2020-12-04 15:59,4216,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-12-04 16:00,4217,L,ORDER_CREATE,"{""key"": 4216, ""level"": 18932.954, ""stop"": 18643.9, ""atr_idx"": 4216, ""atr_end_time"": 1607097599999, ""r_confirm_time"": 1607097599999}"
2020-12-04 16:00,4217,L,SIGNAL,"{""key"": 4216}"
2020-12-04 22:59,4218,L,R_INVALID,"{""key"": 4216, ""mode"": ""5M""}"
2020-12-04 22:59,4218,L,ORDER_CANCEL,"{""key"": 4216, ""reason"": ""R_INVALID"", ""level"": 18932.954}"
2020-12-04 23:59,4218,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-12-05 00:00,4219,L,ORDER_CREATE,"{""key"": 4218, ""level"": 18835.2997, ""stop"": 18630.3209, ""atr_idx"": 4218, ""atr_end_time"": 1607126399999, ""r_confirm_time"": 1607126399999}"
2020-12-05 00:00,4219,L,SIGNAL,"{""key"": 4218}"
2020-12-05 00:04,4219,L,R_INVALID,"{""key"": 4218, ""mode"": ""5M""}"
2020-12-05 00:04,4219,L,ORDER_CANCEL,"{""key"": 4218, ""reason"": ""R_INVALID"", ""level"": 18835.2997}"
2020-12-05 07:59,4220,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-12-05 08:00,4221,L,ORDER_CREATE,"{""key"": 4220, ""level"": 18671.5059, ""stop"": 18444.5, ""atr_idx"": 4220, ""atr_end_time"": 1607155199999, ""r_confirm_time"": 1607155199999}"
2020-12-05 08:00,4221,L,SIGNAL,"{""key"": 4220}"
2020-12-06 19:59,4229,L,R_REPLACED,"{""old_key"": 4220, ""new_key"": 4229}"
2020-12-06 19:59,4229,L,ORDER_CANCEL,"{""key"": 4220, ""reason"": ""R_REPLACED"", ""level"": 18671.5059}"
2020-12-06 19:59,4229,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-12-06 20:00,4230,L,ORDER_CREATE,"{""key"": 4229, ""level"": 18997.8604, ""stop"": 18800.429, ""atr_idx"": 4229, ""atr_end_time"": 1607284799999, ""r_confirm_time"": 1607284799999}"
2020-12-06 20:00,4230,L,SIGNAL,"{""key"": 4229}"
2020-12-07 07:59,4232,L,R_REPLACED,"{""old_key"": 4229, ""new_key"": 4232}"
2020-12-07 07:59,4232,L,ORDER_CANCEL,"{""key"": 4229, ""reason"": ""R_REPLACED"", ""level"": 18997.8604}"
2020-12-07 07:59,4232,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-12-07 08:00,4233,L,ORDER_CREATE,"{""key"": 4232, ""level"": 19191.1159, ""stop"": 18987.865, ""atr_idx"": 4232, ""atr_end_time"": 1607327999999, ""r_confirm_time"": 1607327999999}"
2020-12-07 08:00,4233,L,SIGNAL,"{""key"": 4232}"
2020-12-07 15:59,4234,L,R_REPLACED,"{""old_key"": 4232, ""new_key"": 4234}"
2020-12-07 15:59,4234,L,ORDER_CANCEL,"{""key"": 4232, ""reason"": ""R_REPLACED"", ""level"": 19191.1159}"
2020-12-07 15:59,4234,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-12-07 16:00,4235,L,ORDER_CREATE,"{""key"": 4234, ""level"": 19217.3711, ""stop"": 19032.73, ""atr_idx"": 4234, ""atr_end_time"": 1607356799999, ""r_confirm_time"": 1607356799999}"
2020-12-07 16:00,4235,L,SIGNAL,"{""key"": 4234}"
2020-12-07 18:19,4235,L,R_INVALID,"{""key"": 4234, ""mode"": ""5M""}"
2020-12-07 18:19,4235,L,ORDER_CANCEL,"{""key"": 4234, ""reason"": ""R_INVALID"", ""level"": 19217.3711}"
2020-12-07 23:59,4236,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-12-08 00:00,4237,L,ORDER_CREATE,"{""key"": 4236, ""level"": 19039.7167, ""stop"": 18846.1714, ""atr_idx"": 4236, ""atr_end_time"": 1607385599999, ""r_confirm_time"": 1607385599999}"
2020-12-08 00:00,4237,L,SIGNAL,"{""key"": 4236}"
2020-12-08 07:59,4238,L,R_REPLACED,"{""old_key"": 4236, ""new_key"": 4238}"
2020-12-08 07:59,4238,L,ORDER_CANCEL,"{""key"": 4236, ""reason"": ""R_REPLACED"", ""level"": 19039.7167}"
2020-12-08 07:59,4238,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-12-08 08:00,4239,L,ORDER_CREATE,"{""key"": 4238, ""level"": 19077.028, ""stop"": 18878.2548, ""atr_idx"": 4238, ""atr_end_time"": 1607414399999, ""r_confirm_time"": 1607414399999}"
2020-12-08 08:00,4239,L,SIGNAL,"{""key"": 4238}"
2020-12-08 09:39,4239,L,R_INVALID,"{""key"": 4238, ""mode"": ""5M""}"
2020-12-08 09:39,4239,L,ORDER_CANCEL,"{""key"": 4238, ""reason"": ""R_INVALID"", ""level"": 19077.028}"
2020-12-08 15:59,4240,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-12-08 16:00,4241,L,ORDER_CREATE,"{""key"": 4240, ""level"": 18867.0876, ""stop"": 18643.9, ""atr_idx"": 4240, ""atr_end_time"": 1607443199999, ""r_confirm_time"": 1607443199999}"
2020-12-08 16:00,4241,L,SIGNAL,"{""key"": 4240}"
2020-12-08 20:54,4242,L,R_INVALID,"{""key"": 4240, ""mode"": ""5M""}"
2020-12-08 20:54,4242,L,ORDER_CANCEL,"{""key"": 4240, ""reason"": ""R_INVALID"", ""level"": 18867.0876}"
2020-12-08 23:59,4242,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-12-09 00:00,4243,L,D_DISARM,"{""day"": ""2020-12-08"", ""P0"": 18001.12, ""H1"": 19888.0}"
2020-12-09 07:59,4244,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-12-09 15:59,4246,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-12-09 23:59,4248,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-12-10 15:59,4252,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-12-10 23:59,4254,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-12-11 07:59,4256,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-12-11 15:59,4258,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-12-11 23:59,4260,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-12-12 00:00,4261,L,EXIT,"{""exit_kind"": ""dexit"", ""px"": 18036.53, ""frac"": 0.75, ""signal_id"": ""L-2020-11-07 23:59-45""}"
2020-12-22 00:00,4321,L,D_ARM,"{""day"": ""2020-12-21"", ""P0"": 19278.6, ""H1"": 24295.0}"
2020-12-22 00:00,4321,L,ORDER_CREATE,"{""key"": 4320, ""level"": 22221.1459, ""stop"": 21749.555, ""atr_idx"": 4320, ""atr_end_time"": 1608595199999, ""r_confirm_time"": 1608595199999}"
2020-12-22 00:00,4321,L,SIGNAL,"{""key"": 4320}"
2020-12-22 11:59,4323,L,R_REPLACED,"{""old_key"": 4320, ""new_key"": 4323}"
2020-12-22 11:59,4323,L,ORDER_CANCEL,"{""key"": 4320, ""reason"": ""R_REPLACED"", ""level"": 22221.1459}"
2020-12-22 12:00,4324,L,ORDER_CREATE,"{""key"": 4323, ""level"": 22668.0297, ""stop"": 22361.5734, ""atr_idx"": 4323, ""atr_end_time"": 1608638399999, ""r_confirm_time"": 1608638399999}"
2020-12-22 12:00,4324,L,SIGNAL,"{""key"": 4323}"
2020-12-22 19:59,4325,L,R_REPLACED,"{""old_key"": 4323, ""new_key"": 4325}"
2020-12-22 19:59,4325,L,ORDER_CANCEL,"{""key"": 4323, ""reason"": ""R_REPLACED"", ""level"": 22668.0297}"
2020-12-22 20:00,4326,L,ORDER_CREATE,"{""key"": 4325, ""level"": 22722.3789, ""stop"": 22286.3398, ""atr_idx"": 4325, ""atr_end_time"": 1608667199999, ""r_confirm_time"": 1608667199999}"
2020-12-22 20:00,4326,L,SIGNAL,"{""key"": 4325}"
2020-12-23 00:00,4327,L,D_DISARM,"{""day"": ""2020-12-22"", ""P0"": 19278.6, ""H1"": 24295.0}"
2020-12-23 00:00,4327,L,ORDER_CANCEL,"{""key"": 4325, ""reason"": ""D_DISARMED"", ""level"": 22722.3789}"
2020-12-29 00:00,4363,L,D_ARM,"{""day"": ""2020-12-28"", ""P0"": 24500.0, ""H1"": 28422.0}"
2020-12-29 00:00,4363,L,ORDER_CREATE,"{""key"": 4358, ""level"": 26169.1595, ""stop"": 25622.9, ""atr_idx"": 4362, ""atr_end_time"": 1609199999999, ""r_confirm_time"": 1609142399999}"
2020-12-29 00:00,4363,L,SIGNAL,"{""key"": 4358}"
2020-12-29 05:10,4364,L,FILL,"{""signal_id"": ""L-2020-12-28 07:59-46"", ""expected"": 26169.1595, ""entry"": 26169.1595, ""stop"": 25622.9, ""key"": 4358}"
2020-12-29 11:59,4365,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-12-28 07:59-46""}"
2020-12-29 23:59,4368,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-12-28 07:59-46""}"
2020-12-30 11:59,4371,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-12-28 07:59-46""}"
2020-12-30 19:59,4373,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-12-28 07:59-46""}"
2020-12-31 00:00,4375,L,D_ARM,"{""day"": ""2020-12-30"", ""P0"": 25880.0, ""H1"": 28996.0}"
2020-12-31 00:00,4375,L,ORDER_CREATE,"{""key"": 4373, ""level"": 27775.9705, ""stop"": 27238.04, ""atr_idx"": 4374, ""atr_end_time"": 1609372799999, ""r_confirm_time"": 1609358399999}"
2020-12-31 00:00,4375,L,SIGNAL,"{""key"": 4373}"
2020-12-31 03:59,4375,L,R_REPLACED,"{""old_key"": 4373, ""new_key"": 4375}"
2020-12-31 03:59,4375,L,ORDER_CANCEL,"{""key"": 4373, ""reason"": ""R_REPLACED"", ""level"": 27775.9705}"
2020-12-31 03:59,4375,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-12-28 07:59-46""}"
2020-12-31 04:00,4376,L,ORDER_CREATE,"{""key"": 4375, ""level"": 28305.1294, ""stop"": 27803.339, ""atr_idx"": 4375, ""atr_end_time"": 1609387199999, ""r_confirm_time"": 1609387199999}"
2020-12-31 04:00,4376,L,SIGNAL,"{""key"": 4375}"
2020-12-31 11:59,4377,L,R_REPLACED,"{""old_key"": 4375, ""new_key"": 4377}"
2020-12-31 11:59,4377,L,ORDER_CANCEL,"{""key"": 4375, ""reason"": ""R_REPLACED"", ""level"": 28305.1294}"
2020-12-31 11:59,4377,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-12-28 07:59-46""}"
2020-12-31 12:00,4378,L,ORDER_CREATE,"{""key"": 4377, ""level"": 28480.6382, ""stop"": 28036.308, ""atr_idx"": 4377, ""atr_end_time"": 1609415999999, ""r_confirm_time"": 1609415999999}"
2020-12-31 12:00,4378,L,SIGNAL,"{""key"": 4377}"
2020-12-31 13:14,4378,L,R_INVALID,"{""key"": 4377, ""mode"": ""5M""}"
2020-12-31 13:14,4378,L,ORDER_CANCEL,"{""key"": 4377, ""reason"": ""R_INVALID"", ""level"": 28480.6382}"
2020-12-31 19:59,4379,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-12-28 07:59-46""}"
2020-12-31 20:00,4380,L,ORDER_CREATE,"{""key"": 4379, ""level"": 28205.7642, ""stop"": 27766.45, ""atr_idx"": 4379, ""atr_end_time"": 1609444799999, ""r_confirm_time"": 1609444799999}"
2020-12-31 20:00,4380,L,SIGNAL,"{""key"": 4379}"
2021-01-01 01:29,4381,L,EXIT,"{""exit_kind"": ""tp"", ""px"": 29386.622, ""frac"": 0.25, ""signal_id"": ""L-2020-12-28 07:59-46""}"
2021-01-01 15:59,4384,L,R_REPLACED,"{""old_key"": 4379, ""new_key"": 4384}"
2021-01-01 15:59,4384,L,ORDER_CANCEL,"{""key"": 4379, ""reason"": ""R_REPLACED"", ""level"": 28205.7642}"
2021-01-01 15:59,4384,L,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-12-28 07:59-46""}"
