signal_id,symbol,side,D_arm_time,R_confirm_time,order_create_time,expected_entry,actual_entry,actual_entry_time,ENTRY_R_LOW,ENTRY_R_HIGH,ENTRY_R_SIZE,structural_stop,stop_time,partial_exit_times,final_exit_time,exit_reason,r_net,pm_margin_pct,fee,funding,funding_events,mae,mfe,hold_h,age_bars,atr_idx,atr_end_time,decision_time,fills,event_sequence
L-2020-01-12 03:59-21,BTCUSDT,LONG,2020-01-12 00:00,2020-01-12 03:59,2020-01-12 04:00,8094.20,8094.20,2020-01-12 04:00,8003.16,8286.34,283.18,7979.15,,,2020-02-19 21:50,v,0.157171,157.171,0.000700,0.011600,2020-01-12 08:00:+0.000100;2020-01-12 16:00:+0.000100;2020-01-13 00:00:+0.000100;2020-01-13 08:00:+0.000100;2020-01-13 16:00:+0.000100;2020-01-14 00:00:+0.000100;2020-01-14 08:00:+0.000100;2020-01-14 16:00:+0.000100;2020-01-15 00:00:+0.000100;2020-01-15 08:00:+0.000100;2020-01-15 16:00:+0.000100;2020-01-16 00:00:+0.000100;2020-01-16 08:00:+0.000100;2020-01-16 16:00:+0.000100;2020-01-17 00:00:+0.000100;2020-01-17 08:00:+0.000100;2020-01-17 16:00:+0.000100;2020-01-18 00:00:+0.000100;2020-01-18 08:00:+0.000100;2020-01-18 16:00:+0.000100;2020-01-19 00:00:+0.000100;2020-01-19 08:00:+0.000100;2020-01-19 16:00:+0.000100;2020-01-20 00:00:+0.000100;2020-01-20 08:00:+0.000100;2020-01-20 16:00:+0.000100;2020-01-21 00:00:+0.000100;2020-01-21 08:00:+0.000100;2020-01-21 16:00:+0.000100;2020-01-22 00:00:+0.000100;2020-01-22 08:00:+0.000100;2020-01-22 16:00:+0.000100;2020-01-23 00:00:+0.000100;2020-01-23 08:00:+0.000100;2020-01-23 16:00:+0.000100;2020-01-24 00:00:+0.000100;2020-01-24 08:00:+0.000100;2020-01-24 16:00:+0.000100;2020-01-25 00:00:+0.000100;2020-01-25 08:00:+0.000100;2020-01-25 16:00:+0.000100;2020-01-26 00:00:+0.000100;2020-01-26 08:00:+0.000100;2020-01-26 16:00:+0.000100;2020-01-27 00:00:+0.000100;2020-01-27 08:00:+0.000100;2020-01-27 16:00:+0.000100;2020-01-28 00:00:+0.000100;2020-01-28 08:00:+0.000100;2020-01-28 16:00:+0.000100;2020-01-29 00:00:+0.000100;2020-01-29 08:00:+0.000100;2020-01-29 16:00:+0.000100;2020-01-30 00:00:+0.000100;2020-01-30 08:00:+0.000100;2020-01-30 16:00:+0.000100;2020-01-31 00:00:+0.000100;2020-01-31 08:00:+0.000100;2020-01-31 16:00:+0.000100;2020-02-01 00:00:+0.000100;2020-02-01 08:00:+0.000100;2020-02-01 16:00:+0.000100;2020-02-02 00:00:+0.000100;2020-02-02 08:00:+0.000100;2020-02-02 16:00:+0.000100;2020-02-03 00:00:+0.000100;2020-02-03 08:00:+0.000100;2020-02-03 16:00:+0.000100;2020-02-04 00:00:+0.000100;2020-02-04 08:00:+0.000100;2020-02-04 16:00:+0.000100;2020-02-05 00:00:+0.000100;2020-02-05 08:00:+0.000100;2020-02-05 16:00:+0.000100;2020-02-06 00:00:+0.000100;2020-02-06 08:00:+0.000100;2020-02-06 16:00:+0.000100;2020-02-07 00:00:+0.000100;2020-02-07 08:00:+0.000100;2020-02-07 16:00:+0.000100;2020-02-08 00:00:+0.000100;2020-02-08 08:00:+0.000100;2020-02-08 16:00:+0.000100;2020-02-09 00:00:+0.000100;2020-02-09 08:00:+0.000100;2020-02-09 16:00:+0.000100;2020-02-10 00:00:+0.000100;2020-02-10 08:00:+0.000100;2020-02-10 16:00:+0.000100;2020-02-11 00:00:+0.000100;2020-02-11 08:00:+0.000100;2020-02-11 16:00:+0.000100;2020-02-12 00:00:+0.000100;2020-02-12 08:00:+0.000100;2020-02-12 16:00:+0.000100;2020-02-13 00:00:+0.000100;2020-02-13 08:00:+0.000100;2020-02-13 16:00:+0.000100;2020-02-14 00:00:+0.000100;2020-02-14 08:00:+0.000100;2020-02-14 16:00:+0.000100;2020-02-15 00:00:+0.000100;2020-02-15 08:00:+0.000100;2020-02-15 16:00:+0.000100;2020-02-16 00:00:+0.000100;2020-02-16 08:00:+0.000100;2020-02-16 16:00:+0.000100;2020-02-17 00:00:+0.000100;2020-02-17 08:00:+0.000100;2020-02-17 16:00:+0.000100;2020-02-18 00:00:+0.000100;2020-02-18 08:00:+0.000100;2020-02-18 16:00:+0.000100;2020-02-19 00:00:+0.000100;2020-02-19 08:00:+0.000100;2020-02-19 16:00:+0.000100,-0.00473,0.29723,929.83,1,2252,2020-01-12 03:59,2020-01-12 04:00,v@2020-02-19 21:50:9465.93:1.000,2020-01-12 04:00|FILL|8094.20|1.000;2020-02-19 21:49|V_DETECT|9452.67|0.000;2020-02-19 21:50|EXIT_V|9465.93|1.000
S-2020-02-29 11:59-22,BTCUSDT,SHORT,2020-02-29 00:00,2020-02-29 11:59,2020-02-29 12:00,8718.92,8718.92,2020-03-01 12:00,8790.00,8600.00,190.00,8816.37,2020-03-02 13:24,,2020-03-02 13:24,stop,-0.012676,-12.676,0.000700,0.000300,2020-03-01 16:00:+0.000100;2020-03-02 00:00:+0.000100;2020-03-02 08:00:+0.000100,-0.01118,0.03532,25.42,7,2547,2020-03-01 11:59,2020-03-01 12:00,stop@2020-03-02 13:24:8816.37:1.000,2020-03-01 12:00|FILL|8718.92|1.000;2020-03-02 13:24|EXIT_STOP|8816.37|1.000
S-2020-03-09 15:59-23,BTCUSDT,SHORT,2020-03-09 00:00,2020-03-09 15:59,2020-03-09 16:00,7939.98,7939.98,2020-03-09 23:55,8066.39,7632.01,434.38,8090.59,2020-03-10 11:09,,2020-03-10 11:09,stop,-0.020368,-20.368,0.000700,0.000200,2020-03-10 00:00:+0.000100;2020-03-10 08:00:+0.000100,-0.01897,0.01133,11.25,2,2597,2020-03-09 19:59,2020-03-09 23:55,stop@2020-03-10 11:09:8090.59:1.000,2020-03-09 23:55|FILL|7939.98|1.000;2020-03-10 11:09|EXIT_STOP|8090.59|1.000
S-2020-03-11 07:59-24,BTCUSDT,SHORT,2020-03-11 00:00,2020-03-11 07:59,2020-03-11 08:00,7961.03,7961.03,2020-03-11 22:35,8038.11,7813.00,225.11,8062.22,,2020-03-12 01:34;2020-03-12 01:59;2020-03-12 06:29,2020-03-12 10:19,tp,0.046138,46.138,0.000400,0.000125,2020-03-12 00:00:+0.000100;2020-03-12 08:00:+0.000025,-0.00238,0.08733,11.75,4,2609,2020-03-11 19:59,2020-03-11 22:35,tp@2020-03-12 01:34:7826.55:0.250;tp@2020-03-12 01:59:7719.63:0.250;tp@2020-03-12 06:29:7546.18:0.250;tp@2020-03-12 10:19:7265.82:0.250,2020-03-11 22:35|FILL|7961.03|1.000;2020-03-12 01:34|EXIT_TP|7826.55|0.250;2020-03-12 01:59|EXIT_TP|7719.63|0.250;2020-03-12 06:29|EXIT_TP|7546.18|0.250;2020-03-12 10:19|EXIT_TP|7265.82|0.250
S-2020-03-14 23:59-25,BTCUSDT,SHORT,2020-03-15 00:00,2020-03-14 23:59,2020-03-15 00:00,5530.41,5530.41,2020-03-15 12:15,5699.00,5055.13,643.87,5716.10,2020-03-15 21:54,,2020-03-15 21:54,stop,-0.034876,-34.876,0.000700,0.000100,2020-03-15 16:00:+0.000100,-0.03358,0.06698,9.67,4,2631,2020-03-15 11:59,2020-03-15 12:15,stop@2020-03-15 21:54:5716.10:1.000,2020-03-15 12:15|FILL|5530.41|1.000;2020-03-15 21:54|EXIT_STOP|5716.10|1.000
L-2020-03-20 11:59-26,BTCUSDT,LONG,2020-03-20 00:00,2020-03-20 11:59,2020-03-20 12:00,6273.60,6273.60,2020-03-20 18:25,6055.55,6900.00,844.45,6037.38,2020-03-20 20:09,,2020-03-20 20:09,stop,-0.038853,-38.853,0.000700,0.000000,,-0.03765,0.01457,1.75,2,2662,2020-03-20 15:59,2020-03-20 18:25,stop@2020-03-20 20:09:6037.38:1.000,2020-03-20 18:25|FILL|6273.60|1.000;2020-03-20 20:09|EXIT_STOP|6037.38|1.000
L-2020-03-21 15:59-27,BTCUSDT,LONG,2020-03-22 00:00,2020-03-21 15:59,2020-03-22 00:00,5975.83,5975.83,2020-03-22 12:15,5860.02,6275.00,414.98,5842.44,2020-03-22 20:04,,2020-03-22 20:04,stop,-0.023621,-23.621,0.000700,0.000100,2020-03-22 16:00:+0.000100,-0.02232,0.02851,7.83,6,2673,2020-03-22 11:59,2020-03-22 12:15,stop@2020-03-22 20:04:5842.44:1.000,2020-03-22 12:15|FILL|5975.83|1.000;2020-03-22 20:04|EXIT_STOP|5842.44|1.000
S-2020-03-24 15:59-28,BTCUSDT,SHORT,2020-03-25 00:00,2020-03-24 15:59,2020-03-25 00:00,6724.97,6724.97,2020-03-25 00:00,6833.00,6461.01,371.99,6853.50,,,2020-03-25 00:05,v,0.004844,4.844,0.000700,0.000000,,-0.00323,0.01111,0.08,3,2688,2020-03-24 23:59,2020-03-25 00:00,v@2020-03-25 00:05:6687.69:1.000,2020-03-25 00:00|FILL|6724.97|1.000;2020-03-25 00:04|V_DETECT|6600.00|0.000;2020-03-25 00:05|EXIT_V|6687.69|1.000
S-2020-03-30 03:59-29,BTCUSDT,SHORT,2020-03-30 00:00,2020-03-30 03:59,2020-03-30 04:00,6074.17,6074.17,2020-03-30 05:00,6164.94,5857.76,307.18,6183.43,2020-03-30 05:04,,2020-03-30 05:04,stop,-0.019189,-19.189,0.000700,0.000000,,-0.01799,0.00000,0.08,1,2719,2020-03-30 03:59,2020-03-30 05:00,stop@2020-03-30 05:04:6183.43:1.000,2020-03-30 05:00|FILL|6074.17|1.000;2020-03-30 05:04|EXIT_STOP|6183.43|1.000
S-2020-04-01 11:59-30,BTCUSDT,SHORT,2020-04-01 00:00,2020-04-01 11:59,2020-04-01 12:00,6367.43,6367.43,2020-04-01 20:45,6426.52,6257.32,169.20,6445.80,2020-04-01 22:24,,2020-04-01 22:24,stop,-0.013508,-13.508,0.000700,0.000000,,-0.01231,0.00901,1.67,3,2735,2020-04-01 19:59,2020-04-01 20:45,stop@2020-04-01 22:24:6445.80:1.000,2020-04-01 20:45|FILL|6367.43|1.000;2020-04-01 22:24|EXIT_STOP|6445.80|1.000
L-2020-04-07 11:59-31,BTCUSDT,LONG,2020-04-07 00:00,2020-04-07 11:59,2020-04-07 12:00,7298.39,7298.39,2020-04-07 12:30,7226.07,7440.00,213.93,7204.39,2020-04-07 20:04,2020-04-07 13:34,2020-04-07 20:04,stop,-0.007470,-7.470,0.000625,0.000075,2020-04-07 16:00:+0.000075,-0.01288,0.01392,7.58,1,2769,2020-04-07 11:59,2020-04-07 12:30,tp@2020-04-07 13:34:7393.68:0.250;stop@2020-04-07 20:04:7204.39:0.750,2020-04-07 12:30|FILL|7298.39|1.000;2020-04-07 13:34|EXIT_TP|7393.68|0.250;2020-04-07 20:04|EXIT_STOP|7204.39|0.750
L-2020-04-08 23:59-32,BTCUSDT,LONG,2020-04-09 00:00,2020-04-08 23:59,2020-04-09 00:00,7266.57,7266.57,2020-04-09 03:30,7200.00,7390.00,190.00,7178.40,2020-04-09 11:59,,2020-04-09 11:59,stop,-0.013434,-13.434,0.000700,0.000100,2020-04-09 08:00:+0.000100,-0.01213,0.01134,8.50,1,2778,2020-04-08 23:59,2020-04-09 03:30,stop@2020-04-09 11:59:7178.40:1.000,2020-04-09 03:30|FILL|7266.57|1.000;2020-04-09 11:59|EXIT_STOP|7178.40|1.000
S-2020-04-14 11:59-33,BTCUSDT,SHORT,2020-04-14 00:00,2020-04-14 11:59,2020-04-14 12:00,6861.28,6861.28,2020-04-14 13:05,6921.35,6754.28,167.07,6942.11,2020-04-14 14:09,,2020-04-14 14:09,stop,-0.012982,-12.982,0.000700,0.000000,,-0.01178,0.00164,1.08,1,2811,2020-04-14 11:59,2020-04-14 13:05,stop@2020-04-14 14:09:6942.11:1.000,2020-04-14 13:05|FILL|6861.28|1.000;2020-04-14 14:09|EXIT_STOP|6942.11|1.000
L-2020-04-27 11:59-34,BTCUSDT,LONG,2020-04-26 00:00,2020-04-27 11:59,2020-04-27 12:00,7680.87,7680.87,2020-04-27 12:40,7630.00,7748.22,118.22,7607.11,2020-04-27 13:34,,2020-04-27 13:34,stop,-0.010804,-10.804,0.000700,0.000000,,-0.00960,0.00314,0.92,1,2889,2020-04-27 11:59,2020-04-27 12:40,stop@2020-04-27 13:34:7607.11:1.000,2020-04-27 12:40|FILL|7680.87|1.000;2020-04-27 13:34|EXIT_STOP|7607.11|1.000
L-2020-05-09 19:59-35,BTCUSDT,LONG,2020-05-10 00:00,2020-05-09 19:59,2020-05-10 00:00,9613.65,9613.65,2020-05-10 00:00,9520.00,9795.00,275.00,9491.44,2020-05-10 00:04,,2020-05-10 00:04,stop,-0.013913,-13.913,0.000700,0.000000,,-0.01271,0.00000,0.08,2,2964,2020-05-09 23:59,2020-05-10 00:00,stop@2020-05-10 00:04:9491.44:1.000,2020-05-10 00:00|FILL|9613.65|1.000;2020-05-10 00:04|EXIT_STOP|9491.44|1.000
L-2020-05-23 23:59-36,BTCUSDT,LONG,2020-05-23 00:00,2020-05-23 23:59,2020-05-24 00:00,9139.26,9139.26,2020-05-24 00:05,9070.00,9247.63,177.63,9042.79,2020-05-24 13:54,,2020-05-24 13:54,stop,-0.011855,-11.855,0.000700,0.000100,2020-05-24 08:00:+0.000100,-0.01056,0.01737,13.83,1,3048,2020-05-23 23:59,2020-05-24 00:05,stop@2020-05-24 13:54:9042.79:1.000,2020-05-24 00:05|FILL|9139.26|1.000;2020-05-24 13:54|EXIT_STOP|9042.79|1.000
L-2020-06-03 15:59-37,BTCUSDT,LONG,2020-06-04 00:00,2020-06-03 15:59,2020-06-04 00:00,9459.87,9459.87,2020-06-04 11:30,9365.21,9646.43,281.22,9337.11,2020-06-11 16:54,2020-06-10 18:39,2020-06-11 16:54,stop,-0.001221,-1.221,0.000625,0.002125,2020-06-04 16:00:+0.000100;2020-06-05 00:00:+0.000100;2020-06-05 08:00:+0.000100;2020-06-05 16:00:+0.000100;2020-06-06 00:00:+0.000100;2020-06-06 08:00:+0.000100;2020-06-06 16:00:+0.000100;2020-06-07 00:00:+0.000100;2020-06-07 08:00:+0.000100;2020-06-07 16:00:+0.000100;2020-06-08 00:00:+0.000100;2020-06-08 08:00:+0.000100;2020-06-08 16:00:+0.000100;2020-06-09 00:00:+0.000100;2020-06-09 08:00:+0.000100;2020-06-09 16:00:+0.000100;2020-06-10 00:00:+0.000100;2020-06-10 08:00:+0.000100;2020-06-10 16:00:+0.000100;2020-06-11 00:00:+0.000075;2020-06-11 08:00:+0.000075;2020-06-11 16:00:+0.000075,-0.01298,0.05633,173.42,5,3116,2020-06-04 07:59,2020-06-04 11:30,tp@2020-06-10 18:39:9900.20:0.250;stop@2020-06-11 16:54:9337.11:0.750,2020-06-04 11:30|FILL|9459.87|1.000;2020-06-10 18:39|EXIT_TP|9900.20|0.250;2020-06-11 16:54|EXIT_STOP|9337.11|0.750
S-2020-06-15 23:59-38,BTCUSDT,SHORT,2020-06-16 00:00,2020-06-15 23:59,2020-06-16 00:00,9382.08,9382.08,2020-06-16 00:00,9450.00,9281.81,168.19,9478.35,2020-06-16 03:09,,2020-06-16 03:09,stop,-0.011461,-11.461,0.000700,0.000000,,-0.01026,0.00096,3.17,1,3186,2020-06-15 23:59,2020-06-16 00:00,stop@2020-06-16 03:09:9478.35:1.000,2020-06-16 00:00|FILL|9382.08|1.000;2020-06-16 03:09|EXIT_STOP|9478.35|1.000
S-2020-06-28 03:59-39,BTCUSDT,SHORT,2020-06-28 00:00,2020-06-28 03:59,2020-06-28 04:00,9063.39,9063.39,2020-06-28 08:45,9149.49,8900.22,249.27,9176.94,2020-06-28 14:54,,2020-06-28 14:54,stop,-0.013728,-13.728,0.000700,0.000000,,-0.01253,0.00474,6.17,2,3260,2020-06-28 07:59,2020-06-28 08:45,stop@2020-06-28 14:54:9176.94:1.000,2020-06-28 08:45|FILL|9063.39|1.000;2020-06-28 14:54|EXIT_STOP|9176.94|1.000
L-2020-08-02 23:59-40,BTCUSDT,LONG,2020-08-03 00:00,2020-08-02 23:59,2020-08-03 00:00,11047.21,11047.21,2020-08-03 00:00,10931.00,11283.41,352.41,10898.21,,2020-08-17 15:49,2020-08-26 00:00,dexit,0.043183,43.183,0.000625,0.006250,2020-08-03 08:00:+0.000100;2020-08-03 16:00:+0.000100;2020-08-04 00:00:+0.000100;2020-08-04 08:00:+0.000100;2020-08-04 16:00:+0.000100;2020-08-05 00:00:+0.000100;2020-08-05 08:00:+0.000100;2020-08-05 16:00:+0.000100;2020-08-06 00:00:+0.000100;2020-08-06 08:00:+0.000100;2020-08-06 16:00:+0.000100;2020-08-07 00:00:+0.000100;2020-08-07 08:00:+0.000100;2020-08-07 16:00:+0.000100;2020-08-08 00:00:+0.000100;2020-08-08 08:00:+0.000100;2020-08-08 16:00:+0.000100;2020-08-09 00:00:+0.000100;2020-08-09 08:00:+0.000100;2020-08-09 16:00:+0.000100;2020-08-10 00:00:+0.000100;2020-08-10 08:00:+0.000100;2020-08-10 16:00:+0.000100;2020-08-11 00:00:+0.000100;2020-08-11 08:00:+0.000100;2020-08-11 16:00:+0.000100;2020-08-12 00:00:+0.000100;2020-08-12 08:00:+0.000100;2020-08-12 16:00:+0.000100;2020-08-13 00:00:+0.000100;2020-08-13 08:00:+0.000100;2020-08-13 16:00:+0.000100;2020-08-14 00:00:+0.000100;2020-08-14 08:00:+0.000100;2020-08-14 16:00:+0.000100;2020-08-15 00:00:+0.000100;2020-08-15 08:00:+0.000100;2020-08-15 16:00:+0.000100;2020-08-16 00:00:+0.000100;2020-08-16 08:00:+0.000100;2020-08-16 16:00:+0.000100;2020-08-17 00:00:+0.000100;2020-08-17 08:00:+0.000100;2020-08-17 16:00:+0.000075;2020-08-18 00:00:+0.000075;2020-08-18 08:00:+0.000075;2020-08-18 16:00:+0.000075;2020-08-19 00:00:+0.000075;2020-08-19 08:00:+0.000075;2020-08-19 16:00:+0.000075;2020-08-20 00:00:+0.000075;2020-08-20 08:00:+0.000075;2020-08-20 16:00:+0.000075;2020-08-21 00:00:+0.000075;2020-08-21 08:00:+0.000075;2020-08-21 16:00:+0.000075;2020-08-22 00:00:+0.000075;2020-08-22 08:00:+0.000075;2020-08-22 16:00:+0.000075;2020-08-23 00:00:+0.000075;2020-08-23 08:00:+0.000075;2020-08-23 16:00:+0.000075;2020-08-24 00:00:+0.000075;2020-08-24 08:00:+0.000075;2020-08-24 16:00:+0.000075;2020-08-25 00:00:+0.000075;2020-08-25 08:00:+0.000075;2020-08-25 16:00:+0.000075;2020-08-26 00:00:+0.000075,-0.01007,0.12861,552.00,1,3474,2020-08-02 23:59,2020-08-03 00:00,tp@2020-08-17 15:49:12445.57:0.250;dexit@2020-08-26 00:00:11318.42:0.750,2020-08-03 00:00|FILL|11047.21|1.000;2020-08-17 15:49|EXIT_TP|12445.57|0.250;2020-08-26 00:00|EXIT_DEXIT|11318.42|0.750
L-2020-09-01 19:59-41,BTCUSDT,LONG,2020-09-02 00:00,2020-09-01 19:59,2020-09-02 00:00,11892.68,11892.68,2020-09-02 00:35,11797.26,12050.85,253.59,11761.87,2020-09-02 06:39,,2020-09-02 06:39,stop,-0.012199,-12.199,0.000700,0.000000,,-0.01100,0.00373,6.08,2,3654,2020-09-01 23:59,2020-09-02 00:35,stop@2020-09-02 06:39:11761.87:1.000,2020-09-02 00:35|FILL|11892.68|1.000;2020-09-02 06:39|EXIT_STOP|11761.87|1.000
S-2020-09-05 23:59-42,BTCUSDT,SHORT,2020-09-06 00:00,2020-09-05 23:59,2020-09-06 00:00,10193.80,10193.80,2020-09-06 00:10,10347.87,9825.00,522.87,10378.91,2020-09-07 22:49,,2020-09-07 22:49,stop,-0.019860,-19.860,0.000700,0.000500,2020-09-06 08:00:+0.000100;2020-09-06 16:00:+0.000100;2020-09-07 00:00:+0.000100;2020-09-07 08:00:+0.000100;2020-09-07 16:00:+0.000100,-0.01816,0.03127,46.67,1,3678,2020-09-05 23:59,2020-09-06 00:10,stop@2020-09-07 22:49:10378.91:1.000,2020-09-06 00:10|FILL|10193.80|1.000;2020-09-07 22:49|EXIT_STOP|10378.91|1.000
L-2020-09-29 03:59-43,BTCUSDT,LONG,2020-09-29 00:00,2020-09-29 03:59,2020-09-29 04:00,10720.04,10720.04,2020-09-29 04:00,10626.00,10888.59,262.59,10594.12,2020-10-01 16:19,,2020-10-01 16:19,stop,-0.013746,-13.746,0.000700,0.000800,2020-09-29 08:00:+0.000100;2020-09-29 16:00:+0.000100;2020-09-30 00:00:+0.000100;2020-09-30 08:00:+0.000100;2020-09-30 16:00:+0.000100;2020-10-01 00:00:+0.000100;2020-10-01 08:00:+0.000100;2020-10-01 16:00:+0.000100,-0.01175,0.01865,60.33,1,3817,2020-09-29 03:59,2020-09-29 04:00,stop@2020-10-01 16:19:10594.12:1.000,2020-09-29 04:00|FILL|10720.04|1.000;2020-10-01 16:19|EXIT_STOP|10594.12|1.000
L-2020-10-28 03:59-44,BTCUSDT,LONG,2020-10-27 00:00,2020-10-28 03:59,2020-10-28 04:00,13625.59,13625.59,2020-10-28 07:10,13500.00,13859.48,359.48,13459.50,2020-10-28 11:09,,2020-10-28 11:09,stop,-0.013490,-13.490,0.000700,0.000100,2020-10-28 08:00:+0.000100,-0.01219,0.00587,4.00,1,3991,2020-10-28 03:59,2020-10-28 07:10,stop@2020-10-28 11:09:13459.50:1.000,2020-10-28 07:10|FILL|13625.59|1.000;2020-10-28 11:09|EXIT_STOP|13459.50|1.000
L-2020-11-07 23:59-45,BTCUSDT,LONG,2020-11-08 00:00,2020-11-07 23:59,2020-11-08 00:00,14804.88,14804.88,2020-11-08 00:00,14560.00,15410.00,850.00,14516.32,,2020-11-08 01:34,2020-12-12 00:00,dexit,0.157466,157.466,0.000625,0.007650,2020-11-08 08:00:+0.000075;2020-11-08 16:00:+0.000075;2020-11-09 00:00:+0.000075;2020-11-09 08:00:+0.000075;2020-11-09 16:00:+0.000075;2020-11-10 00:00:+0.000075;2020-11-10 08:00:+0.000075;2020-11-10 16:00:+0.000075;2020-11-11 00:00:+0.000075;2020-11-11 08:00:+0.000075;2020-11-11 16:00:+0.000075;2020-11-12 00:00:+0.000075;2020-11-12 08:00:+0.000075;2020-11-12 16:00:+0.000075;2020-11-13 00:00:+0.000075;2020-11-13 08:00:+0.000075;2020-11-13 16:00:+0.000075;2020-11-14 00:00:+0.000075;2020-11-14 08:00:+0.000075;2020-11-14 16:00:+0.000075;2020-11-15 00:00:+0.000075;2020-11-15 08:00:+0.000075;2020-11-15 16:00:+0.000075;2020-11-16 00:00:+0.000075;2020-11-16 08:00:+0.000075;2020-11-16 16:00:+0.000075;2020-11-17 00:00:+0.000075;2020-11-17 08:00:+0.000075;2020-11-17 16:00:+0.000075;2020-11-18 00:00:+0.000075;2020-11-18 08:00:+0.000075;2020-11-18 16:00:+0.000075;2020-11-19 00:00:+0.000075;2020-11-19 08:00:+0.000075;2020-11-19 16:00:+0.000075;2020-11-20 00:00:+0.000075;2020-11-20 08:00:+0.000075;2020-11-20 16:00:+0.000075;2020-11-21 00:00:+0.000075;2020-11-21 08:00:+0.000075;2020-11-21 16:00:+0.000075;2020-11-22 00:00:+0.000075;2020-11-22 08:00:+0.000075;2020-11-22 16:00:+0.000075;2020-11-23 00:00:+0.000075;2020-11-23 08:00:+0.000075;2020-11-23 16:00:+0.000075;2020-11-24 00:00:+0.000075;2020-11-24 08:00:+0.000075;2020-11-24 16:00:+0.000075;2020-11-25 00:00:+0.000075;2020-11-25 08:00:+0.000075;2020-11-25 16:00:+0.000075;2020-11-26 00:00:+0.000075;2020-11-26 08:00:+0.000075;2020-11-26 16:00:+0.000075;2020-11-27 00:00:+0.000075;2020-11-27 08:00:+0.000075;2020-11-27 16:00:+0.000075;2020-11-28 00:00:+0.000075;2020-11-28 08:00:+0.000075;2020-11-28 16:00:+0.000075;2020-11-29 00:00:+0.000075;2020-11-29 08:00:+0.000075;2020-11-29 16:00:+0.000075;2020-11-30 00:00:+0.000075;2020-11-30 08:00:+0.000075;2020-11-30 16:00:+0.000075;2020-12-01 00:00:+0.000075;2020-12-01 08:00:+0.000075;2020-12-01 16:00:+0.000075;2020-12-02 00:00:+0.000075;2020-12-02 08:00:+0.000075;2020-12-02 16:00:+0.000075;2020-12-03 00:00:+0.000075;2020-12-03 08:00:+0.000075;2020-12-03 16:00:+0.000075;2020-12-04 00:00:+0.000075;2020-12-04 08:00:+0.000075;2020-12-04 16:00:+0.000075;2020-12-05 00:00:+0.000075;2020-12-05 08:00:+0.000075;2020-12-05 16:00:+0.000075;2020-12-06 00:00:+0.000075;2020-12-06 08:00:+0.000075;2020-12-06 16:00:+0.000075;2020-12-07 00:00:+0.000075;2020-12-07 08:00:+0.000075;2020-12-07 16:00:+0.000075;2020-12-08 00:00:+0.000075;2020-12-08 08:00:+0.000075;2020-12-08 16:00:+0.000075;2020-12-09 00:00:+0.000075;2020-12-09 08:00:+0.000075;2020-12-09 16:00:+0.000075;2020-12-10 00:00:+0.000075;2020-12-10 08:00:+0.000075;2020-12-10 16:00:+0.000075;2020-12-11 00:00:+0.000075;2020-12-11 08:00:+0.000075;2020-12-11 16:00:+0.000075;2020-12-12 00:00:+0.000075,-0.00682,0.34334,816.00,1,4056,2020-11-07 23:59,2020-11-08 00:00,tp@2020-11-08 01:34:14925.03:0.250;dexit@2020-12-12 00:00:18036.53:0.750,2020-11-08 00:00|FILL|14804.88|1.000;2020-11-08 01:34|EXIT_TP|14925.03|0.250;2020-12-12 00:00|EXIT_DEXIT|18036.53|0.750
L-2020-12-28 07:59-46,BTCUSDT,LONG,2020-12-29 00:00,2020-12-28 07:59,2020-12-29 00:00,26169.16,26169.16,2020-12-29 05:10,25700.00,27356.30,1656.30,25622.90,,2021-01-01 01:29;2021-01-02 12:24;2021-01-02 13:39,2021-01-02 16:34,tp,0.171692,171.692,0.000400,0.001225,2020-12-29 08:00:+0.000100;2020-12-29 16:00:+0.000100;2020-12-30 00:00:+0.000100;2020-12-30 08:00:+0.000100;2020-12-30 16:00:+0.000100;2020-12-31 00:00:+0.000100;2020-12-31 08:00:+0.000100;2020-12-31 16:00:+0.000100;2021-01-01 00:00:+0.000100;2021-01-01 08:00:+0.000075;2021-01-01 16:00:+0.000075;2021-01-02 00:00:+0.000075;2021-01-02 08:00:+0.000075;2021-01-02 16:00:+0.000025,-0.01105,0.24212,107.42,6,4363,2020-12-29 03:59,2020-12-29 05:10,tp@2021-01-01 01:29:29386.62:0.250;tp@2021-01-02 12:24:29981.25:0.250;tp@2021-01-02 13:39:30945.87:0.250;tp@2021-01-02 16:34:32505.13:0.250,2020-12-29 05:10|FILL|26169.16|1.000;2021-01-01 01:29|EXIT_TP|29386.62|0.250;2021-01-02 12:24|EXIT_TP|29981.25|0.250;2021-01-02 13:39|EXIT_TP|30945.87|0.250;2021-01-02 16:34|EXIT_TP|32505.13|0.250
L-2021-01-03 15:59-47,BTCUSDT,LONG,2020-12-31 00:00,2021-01-03 15:59,2021-01-03 16:00,33072.94,33072.94,2021-01-03 16:45,32450.00,34670.41,2220.41,32352.65,2021-01-03 18:39,,2021-01-03 18:39,stop,-0.022979,-22.979,0.000700,0.000000,,-0.02178,0.00787,1.92,1,4396,2021-01-03 15:59,2021-01-03 16:45,stop@2021-01-03 18:39:32352.65:1.000,2021-01-03 16:45|FILL|33072.94|1.000;2021-01-03 18:39|EXIT_STOP|32352.65|1.000
