time,bar_t,event,detail
2020-12-31 00:00,2876,ORDER_CREATE,"{""key"": 2874, ""level"": 27850.6732, ""stop"": 27318.797, ""atr_idx"": 2875, ""atr_end_time"": 1609372799999, ""r_confirm_time"": 1609358399999}"
2020-12-31 00:00,2876,SIGNAL,"{""key"": 2874}"
2020-12-31 03:59,2876,R_REPLACED,"{""old_key"": 2874, ""new_key"": 2876}"
2020-12-31 03:59,2876,ORDER_CANCEL,"{""key"": 2874, ""reason"": ""R_REPLACED"", ""level"": 27850.6732}"
2020-12-31 03:59,2876,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-12-28 07:59-16""}"
2020-12-31 04:00,2877,ORDER_CREATE,"{""key"": 2876, ""level"": 28349.5457, ""stop"": 27837.5062, ""atr_idx"": 2876, ""atr_end_time"": 1609387199999, ""r_confirm_time"": 1609387199999}"
2020-12-31 04:00,2877,SIGNAL,"{""key"": 2876}"
2020-12-31 11:59,2878,R_REPLACED,"{""old_key"": 2876, ""new_key"": 2878}"
2020-12-31 11:59,2878,ORDER_CANCEL,"{""key"": 2876, ""reason"": ""R_REPLACED"", ""level"": 28349.5457}"
2020-12-31 11:59,2878,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-12-28 07:59-16""}"
2020-12-31 12:00,2879,ORDER_CREATE,"{""key"": 2878, ""level"": 28461.7404, ""stop"": 27987.3752, ""atr_idx"": 2878, ""atr_end_time"": 1609415999999, ""r_confirm_time"": 1609415999999}"
2020-12-31 12:00,2879,SIGNAL,"{""key"": 2878}"
2020-12-31 13:14,2879,R_INVALID,"{""key"": 2878, ""mode"": ""5M""}"
2020-12-31 13:14,2879,ORDER_CANCEL,"{""key"": 2878, ""reason"": ""R_INVALID"", ""level"": 28461.7404}"
2020-12-31 19:59,2880,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-12-28 07:59-16""}"
2020-12-31 20:00,2881,ORDER_CREATE,"{""key"": 2880, ""level"": 28213.0111, ""stop"": 27764.456, ""atr_idx"": 2880, ""atr_end_time"": 1609444799999, ""r_confirm_time"": 1609444799999}"
2020-12-31 20:00,2881,SIGNAL,"{""key"": 2880}"
2021-01-01 01:14,2882,EXIT,"{""exit_kind"": ""tp"", ""px"": 29386.622, ""frac"": 0.125, ""signal_id"": ""L-2020-12-28 07:59-16""}"
2021-01-01 15:59,2885,R_REPLACED,"{""old_key"": 2880, ""new_key"": 2885}"
2021-01-01 15:59,2885,ORDER_CANCEL,"{""key"": 2880, ""reason"": ""R_REPLACED"", ""level"": 28213.0111}"
2021-01-01 15:59,2885,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-12-28 07:59-16""}"
2021-01-01 16:00,2886,ORDER_CREATE,"{""key"": 2885, ""level"": 29020.0347, ""stop"": 28619.882, ""atr_idx"": 2885, ""atr_end_time"": 1609516799999, ""r_confirm_time"": 1609516799999}"
2021-01-01 16:00,2886,SIGNAL,"{""key"": 2885}"
2021-01-01 18:49,2886,R_INVALID,"{""key"": 2885, ""mode"": ""5M""}"
2021-01-01 18:49,2886,ORDER_CANCEL,"{""key"": 2885, ""reason"": ""R_INVALID"", ""level"": 29020.0347}"
2021-01-01 23:59,2887,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-12-28 07:59-16""}"
2021-01-02 00:00,2888,ORDER_CREATE,"{""key"": 2887, ""level"": 28893.1314, ""stop"": 28541.2386, ""atr_idx"": 2887, ""atr_end_time"": 1609545599999, ""r_confirm_time"": 1609545599999}"
2021-01-02 00:00,2888,SIGNAL,"{""key"": 2887}"
2021-01-02 12:19,2891,EXIT,"{""exit_kind"": ""tp"", ""px"": 29981.252, ""frac"": 0.125, ""signal_id"": ""L-2020-12-28 07:59-16""}"
2021-01-02 12:49,2891,EXIT,"{""exit_kind"": ""tp"", ""px"": 30945.874, ""frac"": 0.125, ""signal_id"": ""L-2020-12-28 07:59-16""}"
2021-01-02 15:59,2891,R_REPLACED,"{""old_key"": 2887, ""new_key"": 2891}"
2021-01-02 15:59,2891,ORDER_CANCEL,"{""key"": 2887, ""reason"": ""R_REPLACED"", ""level"": 28893.1314}"
2021-01-02 15:59,2891,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-12-28 07:59-16""}"
2021-01-02 16:00,2892,ORDER_CREATE,"{""key"": 2891, ""level"": 29943.314, ""stop"": 29142.31, ""atr_idx"": 2891, ""atr_end_time"": 1609603199999, ""r_confirm_time"": 1609603199999}"
2021-01-02 16:00,2892,SIGNAL,"{""key"": 2891}"
2021-01-02 16:34,2892,EXIT,"{""exit_kind"": ""tp"", ""px"": 32505.126, ""frac"": 0.125, ""signal_id"": ""L-2020-12-28 07:59-16""}"
2021-01-02 23:59,2893,R_REPLACED,"{""old_key"": 2891, ""new_key"": 2893}"
2021-01-02 23:59,2893,ORDER_CANCEL,"{""key"": 2891, ""reason"": ""R_REPLACED"", ""level"": 29943.314}"
2021-01-03 00:00,2894,ORDER_CREATE,"{""key"": 2893, ""level"": 30729.5885, ""stop"": 29670.401, ""atr_idx"": 2893, ""atr_end_time"": 1609631999999, ""r_confirm_time"": 1609631999999}"
2021-01-03 00:00,2894,SIGNAL,"{""key"": 2893}"
2021-01-03 07:59,2895,R_REPLACED,"{""old_key"": 2893, ""new_key"": 2895}"
2021-01-03 07:59,2895,ORDER_CANCEL,"{""key"": 2893, ""reason"": ""R_REPLACED"", ""level"": 30729.5885}"
2021-01-03 08:00,2896,ORDER_CREATE,"{""key"": 2895, ""level"": 31638.4344, ""stop"": 30436.416, ""atr_idx"": 2895, ""atr_end_time"": 1609660799999, ""r_confirm_time"": 1609660799999}"
2021-01-03 08:00,2896,SIGNAL,"{""key"": 2895}"
2021-01-03 15:59,2897,R_REPLACED,"{""old_key"": 2895, ""new_key"": 2897}"
2021-01-03 15:59,2897,ORDER_CANCEL,"{""key"": 2895, ""reason"": ""R_REPLACED"", ""level"": 31638.4344}"
2021-01-03 16:00,2898,ORDER_CREATE,"{""key"": 2897, ""level"": 33107.1976, ""stop"": 32374.584, ""atr_idx"": 2897, ""atr_end_time"": 1609689599999, ""r_confirm_time"": 1609689599999}"
2021-01-03 16:00,2898,SIGNAL,"{""key"": 2897}"
2021-01-03 16:45,2898,FILL,"{""signal_id"": ""L-2021-01-03 15:59-17"", ""expected"": 33107.1976, ""entry"": 33107.1976, ""stop"": 32374.584, ""key"": 2897}"
2021-01-03 23:59,2899,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2021-01-03 15:59-17""}"
2021-01-04 07:24,2901,EXIT,"{""exit_kind"": ""stop"", ""px"": 32374.584, ""frac"": 1.0, ""signal_id"": ""L-2021-01-03 15:59-17""}"
2021-01-05 00:00,2906,D_ARM,"{""day"": ""2021-01-04"", ""P0"": 28946.53, ""H1"": 34778.11}"
2021-01-05 00:00,2906,ORDER_CREATE,"{""key"": 2904, ""level"": 28922.5505, ""stop"": 27716.6, ""atr_idx"": 2905, ""atr_end_time"": 1609804799999, ""r_confirm_time"": 1609790399999}"
2021-01-05 00:00,2906,SIGNAL,"{""key"": 2904}"
2021-01-05 11:59,2908,R_REPLACED,"{""old_key"": 2904, ""new_key"": 2908}"
2021-01-05 11:59,2908,ORDER_CANCEL,"{""key"": 2904, ""reason"": ""R_REPLACED"", ""level"": 28922.5505}"
2021-01-05 12:00,2909,ORDER_CREATE,"{""key"": 2908, ""level"": 30451.2806, ""stop"": 29810.3, ""atr_idx"": 2908, ""atr_end_time"": 1609847999999, ""r_confirm_time"": 1609847999999}"
2021-01-05 12:00,2909,SIGNAL,"{""key"": 2908}"
2021-01-06 00:00,2912,D_DISARM,"{""day"": ""2021-01-05"", ""P0"": 28946.53, ""H1"": 34778.11}"
2021-01-06 00:00,2912,ORDER_CANCEL,"{""key"": 2908, ""reason"": ""D_DISARMED"", ""level"": 30451.2806}"
2021-01-09 00:00,2930,D_ARM,"{""day"": ""2021-01-08"", ""P0"": 33288.0, ""H1"": 41950.0}"
2021-01-09 00:00,2930,ORDER_CREATE,"{""key"": 2928, ""level"": 39282.7809, ""stop"": 38136.1174, ""atr_idx"": 2929, ""atr_end_time"": 1610150399999, ""r_confirm_time"": 1610135999999}"
2021-01-09 00:00,2930,SIGNAL,"{""key"": 2928}"
2021-01-09 03:59,2930,R_REPLACED,"{""old_key"": 2928, ""new_key"": 2930}"
2021-01-09 03:59,2930,ORDER_CANCEL,"{""key"": 2928, ""reason"": ""R_REPLACED"", ""level"": 39282.7809}"
2021-01-09 04:00,2931,ORDER_CREATE,"{""key"": 2930, ""level"": 39336.9173, ""stop"": 38539.035, ""atr_idx"": 2930, ""atr_end_time"": 1610164799999, ""r_confirm_time"": 1610164799999}"
2021-01-09 04:00,2931,SIGNAL,"{""key"": 2930}"
2021-01-09 05:55,2931,FILL,"{""signal_id"": ""L-2021-01-09 03:59-18"", ""expected"": 39336.9173, ""entry"": 39336.9173, ""stop"": 38539.035, ""key"": 2930}"
2021-01-09 11:24,2932,EXIT,"{""exit_kind"": ""tp"", ""px"": 40932.6818, ""frac"": 0.5, ""signal_id"": ""L-2021-01-09 03:59-18""}"
2021-01-09 11:24,2932,EXIT,"{""exit_kind"": ""tp"", ""px"": 40277.142, ""frac"": 0.125, ""signal_id"": ""L-2021-01-09 03:59-18""}"
2021-01-09 11:59,2932,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2021-01-09 03:59-18""}"
2021-01-10 11:24,2938,EXIT,"{""exit_kind"": ""stop"", ""px"": 39415.5911, ""frac"": 0.375, ""signal_id"": ""L-2021-01-09 03:59-18""}"
2021-01-15 00:00,2966,D_ARM,"{""day"": ""2021-01-14"", ""P0"": 32380.0, ""H1"": 40100.0}"
2021-01-15 00:00,2966,ORDER_CREATE,"{""key"": 2965, ""level"": 38418.1416, ""stop"": 37646.72, ""atr_idx"": 2965, ""atr_end_time"": 1610668799999, ""r_confirm_time"": 1610668799999}"
2021-01-15 00:00,2966,SIGNAL,"{""key"": 2965}"
2021-01-15 04:15,2967,FILL,"{""signal_id"": ""L-2021-01-14 23:59-19"", ""expected"": 38418.1416, ""entry"": 38418.1416, ""stop"": 37646.72, ""key"": 2965}"
2021-01-15 06:09,2967,EXIT,"{""exit_kind"": ""stop"", ""px"": 37646.72, ""frac"": 1.0, ""signal_id"": ""L-2021-01-14 23:59-19""}"
2021-01-26 00:00,3032,D_ARM,"{""day"": ""2021-01-25"", ""P0"": 30900.0, ""H1"": 34875.0}"
2021-01-26 04:00,3033,ORDER_CREATE,"{""key"": 3032, ""level"": 32391.02, ""stop"": 31825.7056, ""atr_idx"": 3032, ""atr_end_time"": 1611633599999, ""r_confirm_time"": 1611633599999}"
2021-01-26 04:00,3033,SIGNAL,"{""key"": 3032}"
2021-01-26 04:00,3033,FILL,"{""signal_id"": ""L-2021-01-26 03:59-20"", ""expected"": 32391.02, ""entry"": 32391.02, ""stop"": 31825.7056, ""key"": 3032}"
2021-01-26 04:04,3033,EXIT,"{""exit_kind"": ""stop"", ""px"": 31825.7056, ""frac"": 1.0, ""signal_id"": ""L-2021-01-26 03:59-20""}"
2021-02-09 00:00,3116,D_ARM,"{""day"": ""2021-02-08"", ""P0"": 37351.0, ""H1"": 46794.45}"
2021-02-09 00:00,3116,ORDER_CREATE,"{""key"": 3115, ""level"": 41168.2592, ""stop"": 39043.0783, ""atr_idx"": 3115, ""atr_end_time"": 1612828799999, ""r_confirm_time"": 1612828799999}"
2021-02-09 00:00,3116,SIGNAL,"{""key"": 3115}"
2021-02-09 07:59,3117,R_REPLACED,"{""old_key"": 3115, ""new_key"": 3117}"
2021-02-09 07:59,3117,ORDER_CANCEL,"{""key"": 3115, ""reason"": ""R_REPLACED"", ""level"": 41168.2592}"
2021-02-09 08:00,3118,ORDER_CREATE,"{""key"": 3117, ""level"": 44367.1603, ""stop"": 42860.033, ""atr_idx"": 3117, ""atr_end_time"": 1612857599999, ""r_confirm_time"": 1612857599999}"
2021-02-09 08:00,3118,SIGNAL,"{""key"": 3117}"
2021-02-09 15:59,3119,R_REPLACED,"{""old_key"": 3117, ""new_key"": 3119}"
2021-02-09 15:59,3119,ORDER_CANCEL,"{""key"": 3117, ""reason"": ""R_REPLACED"", ""level"": 44367.1603}"
2021-02-09 16:00,3120,ORDER_CREATE,"{""key"": 3119, ""level"": 46420.384, ""stop"": 45562.9, ""atr_idx"": 3119, ""atr_end_time"": 1612886399999, ""r_confirm_time"": 1612886399999}"
2021-02-09 16:00,3120,SIGNAL,"{""key"": 3119}"
2021-02-09 16:10,3120,FILL,"{""signal_id"": ""L-2021-02-09 15:59-21"", ""expected"": 46420.384, ""entry"": 46420.384, ""stop"": 45562.9, ""key"": 3119}"
2021-02-09 23:59,3121,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2021-02-09 15:59-21""}"
2021-02-10 12:34,3125,EXIT,"{""exit_kind"": ""stop"", ""px"": 45562.9, ""frac"": 1.0, ""signal_id"": ""L-2021-02-09 15:59-21""}"
2021-02-11 00:00,3128,D_ARM,"{""day"": ""2021-02-10"", ""P0"": 37988.89, ""H1"": 48142.19}"
2021-02-11 00:00,3128,ORDER_CREATE,"{""key"": 3126, ""level"": 44591.5387, ""stop"": 43638.69, ""atr_idx"": 3127, ""atr_end_time"": 1613001599999, ""r_confirm_time"": 1612987199999}"
2021-02-11 00:00,3128,SIGNAL,"{""key"": 3126}"
2021-02-11 00:10,3128,FILL,"{""signal_id"": ""L-2021-02-10 19:59-22"", ""expected"": 44591.5387, ""entry"": 44591.5387, ""stop"": 43638.69, ""key"": 3126}"
2021-02-11 03:59,3128,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2021-02-10 19:59-22""}"
2021-02-11 11:54,3130,EXIT,"{""exit_kind"": ""tp"", ""px"": 46497.2361, ""frac"": 0.5, ""signal_id"": ""L-2021-02-10 19:59-22""}"
2021-02-11 11:54,3130,EXIT,"{""exit_kind"": ""tp"", ""px"": 46306.9883, ""frac"": 0.125, ""signal_id"": ""L-2021-02-10 19:59-22""}"
2021-02-11 11:59,3130,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2021-02-10 19:59-22""}"
2021-02-11 19:59,3132,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2021-02-10 19:59-22""}"
2021-02-12 03:59,3134,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2021-02-10 19:59-22""}"
2021-02-12 19:59,3138,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2021-02-10 19:59-22""}"
2021-02-13 00:00,3140,D_ARM,"{""day"": ""2021-02-12"", ""P0"": 43727.0, ""H1"": 48985.8}"
2021-02-13 00:00,3140,ORDER_CREATE,"{""key"": 3138, ""level"": 46768.7586, ""stop"": 45982.637, ""atr_idx"": 3139, ""atr_end_time"": 1613174399999, ""r_confirm_time"": 1613159999999}"
2021-02-13 00:00,3140,SIGNAL,"{""key"": 3138}"
2021-02-14 03:59,3146,R_REPLACED,"{""old_key"": 3138, ""new_key"": 3146}"
2021-02-14 03:59,3146,ORDER_CANCEL,"{""key"": 3138, ""reason"": ""R_REPLACED"", ""level"": 46768.7586}"
2021-02-14 03:59,3146,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2021-02-10 19:59-22""}"
2021-02-14 04:00,3147,ORDER_CREATE,"{""key"": 3146, ""level"": 46757.0223, ""stop"": 46113.3437, ""atr_idx"": 3146, ""atr_end_time"": 1613275199999, ""r_confirm_time"": 1613275199999}"
2021-02-14 04:00,3147,SIGNAL,"{""key"": 3146}"
2021-02-14 15:59,3149,R_REPLACED,"{""old_key"": 3146, ""new_key"": 3149}"
2021-02-14 15:59,3149,ORDER_CANCEL,"{""key"": 3146, ""reason"": ""R_REPLACED"", ""level"": 46757.0223}"
2021-02-14 15:59,3149,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2021-02-10 19:59-22""}"
2021-02-14 16:00,3150,ORDER_CREATE,"{""key"": 3149, ""level"": 48060.8097, ""stop"": 47170.2634, ""atr_idx"": 3149, ""atr_end_time"": 1613318399999, ""r_confirm_time"": 1613318399999}"
2021-02-14 16:00,3150,SIGNAL,"{""key"": 3149}"
2021-02-14 23:59,3151,R_REPLACED,"{""old_key"": 3149, ""new_key"": 3151}"
2021-02-14 23:59,3151,ORDER_CANCEL,"{""key"": 3149, ""reason"": ""R_REPLACED"", ""level"": 48060.8097}"
2021-02-14 23:59,3151,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2021-02-10 19:59-22""}"
2021-02-15 00:00,3152,ORDER_CREATE,"{""key"": 3151, ""level"": 48628.6496, ""stop"": 48055.4, ""atr_idx"": 3151, ""atr_end_time"": 1613347199999, ""r_confirm_time"": 1613347199999}"
2021-02-15 00:00,3152,SIGNAL,"{""key"": 3151}"
2021-02-15 01:34,3152,R_INVALID,"{""key"": 3151, ""mode"": ""5M""}"
2021-02-15 01:34,3152,ORDER_CANCEL,"{""key"": 3151, ""reason"": ""R_INVALID"", ""level"": 48628.6496}"
2021-02-15 07:59,3153,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2021-02-10 19:59-22""}"
2021-02-15 08:00,3154,ORDER_CREATE,"{""key"": 3153, ""level"": 46373.0996, ""stop"": 45213.1624, ""atr_idx"": 3153, ""atr_end_time"": 1613375999999, ""r_confirm_time"": 1613375999999}"
2021-02-15 08:00,3154,SIGNAL,"{""key"": 3153}"
2021-02-15 15:59,3155,R_REPLACED,"{""old_key"": 3153, ""new_key"": 3155}"
2021-02-15 15:59,3155,ORDER_CANCEL,"{""key"": 3153, ""reason"": ""R_REPLACED"", ""level"": 46373.0996}"
2021-02-15 15:59,3155,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2021-02-10 19:59-22""}"
2021-02-15 16:00,3156,ORDER_CREATE,"{""key"": 3155, ""level"": 46952.5243, ""stop"": 46210.95, ""atr_idx"": 3155, ""atr_end_time"": 1613404799999, ""r_confirm_time"": 1613404799999}"
2021-02-15 16:00,3156,SIGNAL,"{""key"": 3155}"
2021-02-16 00:00,3158,D_DISARM,"{""day"": ""2021-02-15"", ""P0"": 43727.0, ""H1"": 48985.8}"
2021-02-16 00:00,3158,ORDER_CANCEL,"{""key"": 3155, ""reason"": ""D_DISARMED"", ""level"": 46952.5243}"
2021-02-16 07:59,3159,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2021-02-10 19:59-22""}"
2021-02-16 15:59,3161,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2021-02-10 19:59-22""}"
2021-02-16 23:59,3163,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2021-02-10 19:59-22""}"
2021-02-17 00:00,3164,D_ARM,"{""day"": ""2021-02-16"", ""P0"": 45570.79, ""H1"": 50689.18}"
2021-02-17 00:00,3164,ORDER_CREATE,"{""key"": 3163, ""level"": 48302.3048, ""stop"": 47636.66, ""atr_idx"": 3163, ""atr_end_time"": 1613519999999, ""r_confirm_time"": 1613519999999}"
2021-02-17 00:00,3164,SIGNAL,"{""key"": 3163}"
2021-02-17 08:00,3166,ORDER_CANCEL,"{""key"": 3163, ""reason"": ""R_CHANGED"", ""level"": 48302.3048}"
2021-02-17 12:00,3167,ORDER_CREATE,"{""key"": 3163, ""level"": 48302.3048, ""stop"": 47636.66, ""atr_idx"": 3166, ""atr_end_time"": 1613563199999, ""r_confirm_time"": 1613519999999}"
2021-02-17 15:59,3167,R_REPLACED,"{""old_key"": 3163, ""new_key"": 3167}"
2021-02-17 15:59,3167,ORDER_CANCEL,"{""key"": 3163, ""reason"": ""R_REPLACED"", ""level"": 48302.3048}"
2021-02-17 15:59,3167,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2021-02-10 19:59-22""}"
2021-02-17 16:00,3168,ORDER_CREATE,"{""key"": 3167, ""level"": 49937.7497, ""stop"": 49017.505, ""atr_idx"": 3167, ""atr_end_time"": 1613577599999, ""r_confirm_time"": 1613577599999}"
2021-02-17 16:00,3168,SIGNAL,"{""key"": 3167}"
2021-02-18 03:59,3170,R_REPLACED,"{""old_key"": 3167, ""new_key"": 3170}"
2021-02-18 03:59,3170,ORDER_CANCEL,"{""key"": 3167, ""reason"": ""R_REPLACED"", ""level"": 49937.7497}"
2021-02-18 03:59,3170,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2021-02-10 19:59-22""}"
2021-02-18 04:00,3171,ORDER_CREATE,"{""key"": 3170, ""level"": 51464.1306, ""stop"": 50697.45, ""atr_idx"": 3170, ""atr_end_time"": 1613620799999, ""r_confirm_time"": 1613620799999}"
2021-02-18 04:00,3171,SIGNAL,"{""key"": 3170}"
2021-02-18 19:59,3174,R_REPLACED,"{""old_key"": 3170, ""new_key"": 3174}"
2021-02-18 19:59,3174,ORDER_CANCEL,"{""key"": 3170, ""reason"": ""R_REPLACED"", ""level"": 51464.1306}"
2021-02-18 19:59,3174,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2021-02-10 19:59-22""}"
2021-02-18 20:00,3175,ORDER_CREATE,"{""key"": 3174, ""level"": 51441.9379, ""stop"": 50795.156, ""atr_idx"": 3174, ""atr_end_time"": 1613678399999, ""r_confirm_time"": 1613678399999}"
2021-02-18 20:00,3175,SIGNAL,"{""key"": 3174}"
2021-02-19 02:09,3176,R_INVALID,"{""key"": 3174, ""mode"": ""5M""}"
2021-02-19 02:09,3176,ORDER_CANCEL,"{""key"": 3174, ""reason"": ""R_INVALID"", ""level"": 51441.9379}"
2021-02-19 07:59,3177,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2021-02-10 19:59-22""}"
2021-02-19 08:00,3178,ORDER_CREATE,"{""key"": 3177, ""level"": 51244.8882, ""stop"": 50647.6, ""atr_idx"": 3177, ""atr_end_time"": 1613721599999, ""r_confirm_time"": 1613721599999}"
2021-02-19 08:00,3178,SIGNAL,"{""key"": 3177}"
2021-02-19 19:59,3180,R_REPLACED,"{""old_key"": 3177, ""new_key"": 3180}"
2021-02-19 19:59,3180,ORDER_CANCEL,"{""key"": 3177, ""reason"": ""R_REPLACED"", ""level"": 51244.8882}"
2021-02-19 19:59,3180,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2021-02-10 19:59-22""}"
2021-02-19 20:00,3181,ORDER_CREATE,"{""key"": 3180, ""level"": 52954.6473, ""stop"": 51652.6857, ""atr_idx"": 3180, ""atr_end_time"": 1613764799999, ""r_confirm_time"": 1613764799999}"
2021-02-19 20:00,3181,SIGNAL,"{""key"": 3180}"
2021-02-20 03:59,3182,R_REPLACED,"{""old_key"": 3180, ""new_key"": 3182}"
2021-02-20 03:59,3182,ORDER_CANCEL,"{""key"": 3180, ""reason"": ""R_REPLACED"", ""level"": 52954.6473}"
2021-02-20 03:59,3182,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2021-02-10 19:59-22""}"
2021-02-20 04:00,3183,ORDER_CREATE,"{""key"": 3182, ""level"": 54570.1599, ""stop"": 53516.9859, ""atr_idx"": 3182, ""atr_end_time"": 1613793599999, ""r_confirm_time"": 1613793599999}"
2021-02-20 04:00,3183,SIGNAL,"{""key"": 3182}"
2021-02-20 15:59,3185,R_REPLACED,"{""old_key"": 3182, ""new_key"": 3185}"
2021-02-20 15:59,3185,ORDER_CANCEL,"{""key"": 3182, ""reason"": ""R_REPLACED"", ""level"": 54570.1599}"
2021-02-20 15:59,3185,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2021-02-10 19:59-22""}"
2021-02-20 16:00,3186,ORDER_CREATE,"{""key"": 3185, ""level"": 55890.6728, ""stop"": 54947.9302, ""atr_idx"": 3185, ""atr_end_time"": 1613836799999, ""r_confirm_time"": 1613836799999}"
2021-02-20 16:00,3186,SIGNAL,"{""key"": 3185}"
2021-02-20 22:44,3187,R_INVALID,"{""key"": 3185, ""mode"": ""5M""}"
2021-02-20 22:44,3187,ORDER_CANCEL,"{""key"": 3185, ""reason"": ""R_INVALID"", ""level"": 55890.6728}"
2021-02-20 23:59,3187,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2021-02-10 19:59-22""}"
2021-02-21 00:00,3188,D_DISARM,"{""day"": ""2021-02-20"", ""P0"": 45570.79, ""H1"": 50689.18}"
2021-02-21 07:59,3189,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2021-02-10 19:59-22""}"
2021-02-21 19:59,3192,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2021-02-10 19:59-22""}"
2021-02-22 07:59,3195,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2021-02-10 19:59-22""}"
2021-02-22 15:59,3197,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2021-02-10 19:59-22""}"
2021-02-23 00:00,3200,D_ARM,"{""day"": ""2021-02-22"", ""P0"": 50710.2, ""H1"": 58352.8}"
2021-02-23 03:59,3200,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2021-02-10 19:59-22""}"
2021-02-23 04:00,3201,ORDER_CREATE,"{""key"": 3200, ""level"": 49616.1166, ""stop"": 47608.1657, ""atr_idx"": 3200, ""atr_end_time"": 1614052799999, ""r_confirm_time"": 1614052799999}"
2021-02-23 04:00,3201,SIGNAL,"{""key"": 3200}"
2021-02-23 04:39,3201,V,"{""P0"": 50710.2, ""mode"": ""5M""}"
2021-02-23 04:39,3201,ORDER_CANCEL,"{""key"": 3200, ""reason"": ""V"", ""level"": 49616.1166}"
2021-02-23 04:40,3201,EXIT,"{""exit_kind"": ""v"", ""px"": 50857.91, ""frac"": 0.375, ""signal_id"": ""L-2021-02-10 19:59-22""}"
2021-03-06 00:00,3266,D_ARM,"{""day"": ""2021-03-05"", ""P0"": 47500.0, ""H1"": 51773.88}"
2021-03-06 00:00,3266,ORDER_CREATE,"{""key"": 3265, ""level"": 47656.3576, ""stop"": 46768.8214, ""atr_idx"": 3265, ""atr_end_time"": 1614988799999, ""r_confirm_time"": 1614988799999}"
2021-03-06 00:00,3266,SIGNAL,"{""key"": 3265}"
2021-03-06 12:10,3269,FILL,"{""signal_id"": ""L-2021-03-05 23:59-23"", ""expected"": 47656.3576, ""entry"": 47656.3576, ""stop"": 46768.8214, ""key"": 3265}"
2021-03-06 12:59,3269,V_POS,"{""P0"": 47500.0, ""signal_id"": ""L-2021-03-05 23:59-23""}"
2021-03-06 13:00,3269,EXIT,"{""exit_kind"": ""v"", ""px"": 47696.75, ""frac"": 1.0, ""signal_id"": ""L-2021-03-05 23:59-23""}"
2021-03-16 00:00,3326,D_ARM,"{""day"": ""2021-03-15"", ""P0"": 56078.23, ""H1"": 61724.79}"
2021-03-16 00:00,3326,ORDER_CREATE,"{""key"": 3325, ""level"": 55695.8197, ""stop"": 54912.766, ""atr_idx"": 3325, ""atr_end_time"": 1615852799999, ""r_confirm_time"": 1615852799999}"
2021-03-16 00:00,3326,SIGNAL,"{""key"": 3325}"
2021-03-16 00:00,3326,FILL,"{""signal_id"": ""L-2021-03-15 23:59-24"", ""expected"": 55695.8197, ""entry"": 55695.8197, ""stop"": 54912.766, ""key"": 3325}"
2021-03-16 00:04,3326,V_POS,"{""P0"": 56078.23, ""signal_id"": ""L-2021-03-15 23:59-24""}"
2021-03-16 00:05,3326,EXIT,"{""exit_kind"": ""v"", ""px"": 55860.23, ""frac"": 1.0, ""signal_id"": ""L-2021-03-15 23:59-24""}"
2021-03-20 00:00,3350,D_ARM,"{""day"": ""2021-03-19"", ""P0"": 54123.69, ""H1"": 60129.97}"
2021-03-20 00:00,3350,ORDER_CREATE,"{""key"": 3345, ""level"": 57003.6497, ""stop"": 56132.3662, ""atr_idx"": 3349, ""atr_end_time"": 1616198399999, ""r_confirm_time"": 1616140799999}"
