time,bar_t,event,detail
2020-01-19 22:19,799,R_INVALID,"{""key"": 798, ""mode"": ""5M""}"
2020-01-19 22:19,799,ORDER_CANCEL,"{""key"": 798, ""reason"": ""R_INVALID"", ""level"": 8577.814}"
2020-01-20 03:59,800,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-01-20 04:00,801,ORDER_CREATE,"{""key"": 800, ""level"": 8541.984, ""stop"": 8415.5873, ""atr_idx"": 800, ""atr_end_time"": 1579492799999, ""r_confirm_time"": 1579492799999}"
2020-01-20 04:00,801,SIGNAL,"{""key"": 800}"
2020-01-20 19:59,804,R_REPLACED,"{""old_key"": 800, ""new_key"": 804}"
2020-01-20 19:59,804,ORDER_CANCEL,"{""key"": 800, ""reason"": ""R_REPLACED"", ""level"": 8541.984}"
2020-01-20 19:59,804,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-01-20 20:00,805,ORDER_CREATE,"{""key"": 804, ""level"": 8595.3321, ""stop"": 8500.4818, ""atr_idx"": 804, ""atr_end_time"": 1579550399999, ""r_confirm_time"": 1579550399999}"
2020-01-20 20:00,805,SIGNAL,"{""key"": 804}"
2020-01-21 19:44,810,R_INVALID,"{""key"": 804, ""mode"": ""5M""}"
2020-01-21 19:44,810,ORDER_CANCEL,"{""key"": 804, ""reason"": ""R_INVALID"", ""level"": 8595.3321}"
2020-01-21 23:59,811,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-01-22 00:00,812,ORDER_CREATE,"{""key"": 811, ""level"": 8554.7816, ""stop"": 8423.2542, ""atr_idx"": 811, ""atr_end_time"": 1579651199999, ""r_confirm_time"": 1579651199999}"
2020-01-22 00:00,812,SIGNAL,"{""key"": 811}"
2020-01-22 07:59,813,R_REPLACED,"{""old_key"": 811, ""new_key"": 813}"
2020-01-22 07:59,813,ORDER_CANCEL,"{""key"": 811, ""reason"": ""R_REPLACED"", ""level"": 8554.7816}"
2020-01-22 07:59,813,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-01-22 08:00,814,ORDER_CREATE,"{""key"": 813, ""level"": 8627.3005, ""stop"": 8508.398, ""atr_idx"": 813, ""atr_end_time"": 1579679999999, ""r_confirm_time"": 1579679999999}"
2020-01-22 08:00,814,SIGNAL,"{""key"": 813}"
2020-01-22 15:59,815,R_REPLACED,"{""old_key"": 813, ""new_key"": 815}"
2020-01-22 15:59,815,ORDER_CANCEL,"{""key"": 813, ""reason"": ""R_REPLACED"", ""level"": 8627.3005}"
2020-01-22 15:59,815,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-01-22 16:00,816,ORDER_CREATE,"{""key"": 815, ""level"": 8673.3991, ""stop"": 8590.2417, ""atr_idx"": 815, ""atr_end_time"": 1579708799999, ""r_confirm_time"": 1579708799999}"
2020-01-22 16:00,816,SIGNAL,"{""key"": 815}"
2020-01-22 16:39,816,R_INVALID,"{""key"": 815, ""mode"": ""5M""}"
2020-01-22 16:39,816,ORDER_CANCEL,"{""key"": 815, ""reason"": ""R_INVALID"", ""level"": 8673.3991}"
2020-01-22 23:59,817,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-01-23 00:00,818,ORDER_CREATE,"{""key"": 817, ""level"": 8643.5016, ""stop"": 8560.0925, ""atr_idx"": 817, ""atr_end_time"": 1579737599999, ""r_confirm_time"": 1579737599999}"
2020-01-23 00:00,818,SIGNAL,"{""key"": 817}"
2020-01-23 02:09,818,R_INVALID,"{""key"": 817, ""mode"": ""5M""}"
2020-01-23 02:09,818,ORDER_CANCEL,"{""key"": 817, ""reason"": ""R_INVALID"", ""level"": 8643.5016}"
2020-01-23 07:59,819,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-01-23 08:00,820,ORDER_CREATE,"{""key"": 819, ""level"": 8625.0618, ""stop"": 8544.29, ""atr_idx"": 819, ""atr_end_time"": 1579766399999, ""r_confirm_time"": 1579766399999}"
2020-01-23 08:00,820,SIGNAL,"{""key"": 819}"
2020-01-23 08:04,820,R_INVALID,"{""key"": 819, ""mode"": ""5M""}"
2020-01-23 08:04,820,ORDER_CANCEL,"{""key"": 819, ""reason"": ""R_INVALID"", ""level"": 8625.0618}"
2020-01-23 15:59,821,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-01-23 16:00,822,ORDER_CREATE,"{""key"": 821, ""level"": 8482.0455, ""stop"": 8379.466, ""atr_idx"": 821, ""atr_end_time"": 1579795199999, ""r_confirm_time"": 1579795199999}"
2020-01-23 16:00,822,SIGNAL,"{""key"": 821}"
2020-01-23 16:04,822,R_INVALID,"{""key"": 821, ""mode"": ""5M""}"
2020-01-23 16:04,822,ORDER_CANCEL,"{""key"": 821, ""reason"": ""R_INVALID"", ""level"": 8482.0455}"
2020-01-24 00:00,824,D_DISARM,"{""day"": ""2020-01-23"", ""P0"": 8105.54, ""H1"": 8916.48}"
2020-01-24 03:59,824,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-01-24 11:59,826,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-01-24 19:59,828,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-01-25 07:59,831,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-01-25 23:59,835,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-01-26 11:59,838,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-01-26 19:59,840,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-01-27 03:59,842,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-01-27 11:59,844,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-01-27 19:59,846,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-01-28 00:00,848,D_ARM,"{""day"": ""2020-01-27"", ""P0"": 8238.0, ""H1"": 9000.0}"
2020-01-28 00:00,848,ORDER_CREATE,"{""key"": 846, ""level"": 8691.1468, ""stop"": 8539.305, ""atr_idx"": 847, ""atr_end_time"": 1580169599999, ""r_confirm_time"": 1580155199999}"
2020-01-28 00:00,848,SIGNAL,"{""key"": 846}"
2020-01-28 03:59,848,R_REPLACED,"{""old_key"": 846, ""new_key"": 848}"
2020-01-28 03:59,848,ORDER_CANCEL,"{""key"": 846, ""reason"": ""R_REPLACED"", ""level"": 8691.1468}"
2020-01-28 03:59,848,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-01-28 04:00,849,ORDER_CREATE,"{""key"": 848, ""level"": 8878.7812, ""stop"": 8725.744, ""atr_idx"": 848, ""atr_end_time"": 1580183999999, ""r_confirm_time"": 1580183999999}"
2020-01-28 04:00,849,SIGNAL,"{""key"": 848}"
2020-01-28 11:59,850,R_REPLACED,"{""old_key"": 848, ""new_key"": 850}"
2020-01-28 11:59,850,ORDER_CANCEL,"{""key"": 848, ""reason"": ""R_REPLACED"", ""level"": 8878.7812}"
2020-01-28 11:59,850,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-01-28 12:00,851,ORDER_CREATE,"{""key"": 850, ""level"": 8996.0908, ""stop"": 8886.8692, ""atr_idx"": 850, ""atr_end_time"": 1580212799999, ""r_confirm_time"": 1580212799999}"
2020-01-28 12:00,851,SIGNAL,"{""key"": 850}"
2020-01-28 17:34,852,R_INVALID,"{""key"": 850, ""mode"": ""5M""}"
2020-01-28 17:34,852,ORDER_CANCEL,"{""key"": 850, ""reason"": ""R_INVALID"", ""level"": 8996.0908}"
2020-01-28 19:59,852,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-01-28 20:00,853,ORDER_CREATE,"{""key"": 852, ""level"": 9039.7225, ""stop"": 8925.5528, ""atr_idx"": 852, ""atr_end_time"": 1580241599999, ""r_confirm_time"": 1580241599999}"
2020-01-28 20:00,853,SIGNAL,"{""key"": 852}"
2020-01-29 03:59,854,R_REPLACED,"{""old_key"": 852, ""new_key"": 854}"
2020-01-29 03:59,854,ORDER_CANCEL,"{""key"": 852, ""reason"": ""R_REPLACED"", ""level"": 9039.7225}"
2020-01-29 03:59,854,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-01-29 04:00,855,ORDER_CREATE,"{""key"": 854, ""level"": 9060.7209, ""stop"": 8878.285, ""atr_idx"": 854, ""atr_end_time"": 1580270399999, ""r_confirm_time"": 1580270399999}"
2020-01-29 04:00,855,SIGNAL,"{""key"": 854}"
2020-01-29 15:59,857,R_REPLACED,"{""old_key"": 854, ""new_key"": 857}"
2020-01-29 15:59,857,ORDER_CANCEL,"{""key"": 854, ""reason"": ""R_REPLACED"", ""level"": 9060.7209}"
2020-01-29 15:59,857,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-01-29 16:00,858,ORDER_CREATE,"{""key"": 857, ""level"": 9318.7246, ""stop"": 9214.274, ""atr_idx"": 857, ""atr_end_time"": 1580313599999, ""r_confirm_time"": 1580313599999}"
2020-01-29 16:00,858,SIGNAL,"{""key"": 857}"
2020-01-29 23:59,859,R_REPLACED,"{""old_key"": 857, ""new_key"": 859}"
2020-01-29 23:59,859,ORDER_CANCEL,"{""key"": 857, ""reason"": ""R_REPLACED"", ""level"": 9318.7246}"
2020-01-29 23:59,859,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-01-30 00:00,860,ORDER_CREATE,"{""key"": 859, ""level"": 9337.7505, ""stop"": 9235.4802, ""atr_idx"": 859, ""atr_end_time"": 1580342399999, ""r_confirm_time"": 1580342399999}"
2020-01-30 00:00,860,SIGNAL,"{""key"": 859}"
2020-01-30 00:24,860,R_INVALID,"{""key"": 859, ""mode"": ""5M""}"
2020-01-30 00:24,860,ORDER_CANCEL,"{""key"": 859, ""reason"": ""R_INVALID"", ""level"": 9337.7505}"
2020-01-30 07:59,861,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-01-30 08:00,862,ORDER_CREATE,"{""key"": 861, ""level"": 9284.3466, ""stop"": 9182.7887, ""atr_idx"": 861, ""atr_end_time"": 1580371199999, ""r_confirm_time"": 1580371199999}"
2020-01-30 08:00,862,SIGNAL,"{""key"": 861}"
2020-01-30 23:59,865,R_REPLACED,"{""old_key"": 861, ""new_key"": 865}"
2020-01-30 23:59,865,ORDER_CANCEL,"{""key"": 861, ""reason"": ""R_REPLACED"", ""level"": 9284.3466}"
2020-01-30 23:59,865,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-01-31 00:00,866,ORDER_CREATE,"{""key"": 865, ""level"": 9339.6712, ""stop"": 9195.331, ""atr_idx"": 865, ""atr_end_time"": 1580428799999, ""r_confirm_time"": 1580428799999}"
2020-01-31 00:00,866,SIGNAL,"{""key"": 865}"
2020-01-31 13:19,869,R_INVALID,"{""key"": 865, ""mode"": ""5M""}"
2020-01-31 13:19,869,ORDER_CANCEL,"{""key"": 865, ""reason"": ""R_INVALID"", ""level"": 9339.6712}"
2020-01-31 19:59,870,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-01-31 20:00,871,ORDER_CREATE,"{""key"": 870, ""level"": 9285.0078, ""stop"": 9192.34, ""atr_idx"": 870, ""atr_end_time"": 1580500799999, ""r_confirm_time"": 1580500799999}"
2020-01-31 20:00,871,SIGNAL,"{""key"": 870}"
2020-02-02 03:59,878,R_REPLACED,"{""old_key"": 870, ""new_key"": 878}"
2020-02-02 03:59,878,ORDER_CANCEL,"{""key"": 870, ""reason"": ""R_REPLACED"", ""level"": 9285.0078}"
2020-02-02 03:59,878,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-02-02 04:00,879,ORDER_CREATE,"{""key"": 878, ""level"": 9363.2698, ""stop"": 9278.082, ""atr_idx"": 878, ""atr_end_time"": 1580615999999, ""r_confirm_time"": 1580615999999}"
2020-02-02 04:00,879,SIGNAL,"{""key"": 878}"
2020-02-02 04:04,879,R_INVALID,"{""key"": 878, ""mode"": ""5M""}"
2020-02-02 04:04,879,ORDER_CANCEL,"{""key"": 878, ""reason"": ""R_INVALID"", ""level"": 9363.2698}"
2020-02-02 11:59,880,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-02-02 12:00,881,ORDER_CREATE,"{""key"": 880, ""level"": 9258.4977, ""stop"": 9132.53, ""atr_idx"": 880, ""atr_end_time"": 1580644799999, ""r_confirm_time"": 1580644799999}"
2020-02-02 12:00,881,SIGNAL,"{""key"": 880}"
2020-02-03 03:59,884,R_REPLACED,"{""old_key"": 880, ""new_key"": 884}"
2020-02-03 03:59,884,ORDER_CANCEL,"{""key"": 880, ""reason"": ""R_REPLACED"", ""level"": 9258.4977}"
2020-02-03 03:59,884,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-02-03 04:00,885,ORDER_CREATE,"{""key"": 884, ""level"": 9429.3394, ""stop"": 9297.025, ""atr_idx"": 884, ""atr_end_time"": 1580702399999, ""r_confirm_time"": 1580702399999}"
2020-02-03 04:00,885,SIGNAL,"{""key"": 884}"
2020-02-03 10:19,886,R_INVALID,"{""key"": 884, ""mode"": ""5M""}"
2020-02-03 10:19,886,ORDER_CANCEL,"{""key"": 884, ""reason"": ""R_INVALID"", ""level"": 9429.3394}"
2020-02-03 11:59,886,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-02-03 12:00,887,ORDER_CREATE,"{""key"": 886, ""level"": 9351.6269, ""stop"": 9262.13, ""atr_idx"": 886, ""atr_end_time"": 1580731199999, ""r_confirm_time"": 1580731199999}"
2020-02-03 12:00,887,SIGNAL,"{""key"": 886}"
2020-02-03 15:59,887,R_INVALID,"{""key"": 886, ""mode"": ""5M""}"
2020-02-03 15:59,887,ORDER_CANCEL,"{""key"": 886, ""reason"": ""R_INVALID"", ""level"": 9351.6269}"
2020-02-04 15:59,893,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-02-04 16:00,894,ORDER_CREATE,"{""key"": 893, ""level"": 9186.5532, ""stop"": 9086.658, ""atr_idx"": 893, ""atr_end_time"": 1580831999999, ""r_confirm_time"": 1580831999999}"
2020-02-04 16:00,894,SIGNAL,"{""key"": 893}"
2020-02-04 23:59,895,R_REPLACED,"{""old_key"": 893, ""new_key"": 895}"
2020-02-04 23:59,895,ORDER_CANCEL,"{""key"": 893, ""reason"": ""R_REPLACED"", ""level"": 9186.5532}"
2020-02-04 23:59,895,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-02-05 00:00,896,ORDER_CREATE,"{""key"": 895, ""level"": 9164.9641, ""stop"": 9077.685, ""atr_idx"": 895, ""atr_end_time"": 1580860799999, ""r_confirm_time"": 1580860799999}"
2020-02-05 00:00,896,SIGNAL,"{""key"": 895}"
2020-02-05 19:59,900,R_REPLACED,"{""old_key"": 895, ""new_key"": 900}"
2020-02-05 19:59,900,ORDER_CANCEL,"{""key"": 895, ""reason"": ""R_REPLACED"", ""level"": 9164.9641}"
2020-02-05 19:59,900,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-02-05 20:00,901,ORDER_CREATE,"{""key"": 900, ""level"": 9398.0663, ""stop"": 9209.6878, ""atr_idx"": 900, ""atr_end_time"": 1580932799999, ""r_confirm_time"": 1580932799999}"
2020-02-05 20:00,901,SIGNAL,"{""key"": 900}"
2020-02-06 03:59,902,R_REPLACED,"{""old_key"": 900, ""new_key"": 902}"
2020-02-06 03:59,902,ORDER_CANCEL,"{""key"": 900, ""reason"": ""R_REPLACED"", ""level"": 9398.0663}"
2020-02-06 03:59,902,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-02-06 04:00,903,ORDER_CREATE,"{""key"": 902, ""level"": 9573.2348, ""stop"": 9456.4054, ""atr_idx"": 902, ""atr_end_time"": 1580961599999, ""r_confirm_time"": 1580961599999}"
2020-02-06 04:00,903,SIGNAL,"{""key"": 902}"
2020-02-06 11:59,904,R_REPLACED,"{""old_key"": 902, ""new_key"": 904}"
2020-02-06 11:59,904,ORDER_CANCEL,"{""key"": 902, ""reason"": ""R_REPLACED"", ""level"": 9573.2348}"
2020-02-06 11:59,904,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-02-06 12:00,905,ORDER_CREATE,"{""key"": 904, ""level"": 9617.7163, ""stop"": 9521.35, ""atr_idx"": 904, ""atr_end_time"": 1580990399999, ""r_confirm_time"": 1580990399999}"
2020-02-06 12:00,905,SIGNAL,"{""key"": 904}"
2020-02-06 23:59,907,R_REPLACED,"{""old_key"": 904, ""new_key"": 907}"
2020-02-06 23:59,907,ORDER_CANCEL,"{""key"": 904, ""reason"": ""R_REPLACED"", ""level"": 9617.7163}"
2020-02-06 23:59,907,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-02-07 00:00,908,ORDER_CREATE,"{""key"": 907, ""level"": 9726.8212, ""stop"": 9622.047, ""atr_idx"": 907, ""atr_end_time"": 1581033599999, ""r_confirm_time"": 1581033599999}"
2020-02-07 00:00,908,SIGNAL,"{""key"": 907}"
2020-02-07 07:59,909,R_REPLACED,"{""old_key"": 907, ""new_key"": 909}"
2020-02-07 07:59,909,ORDER_CANCEL,"{""key"": 907, ""reason"": ""R_REPLACED"", ""level"": 9726.8212}"
2020-02-07 07:59,909,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-02-07 08:00,910,ORDER_CREATE,"{""key"": 909, ""level"": 9739.5822, ""stop"": 9633.014, ""atr_idx"": 909, ""atr_end_time"": 1581062399999, ""r_confirm_time"": 1581062399999}"
2020-02-07 08:00,910,SIGNAL,"{""key"": 909}"
2020-02-08 07:59,915,R_REPLACED,"{""old_key"": 909, ""new_key"": 915}"
2020-02-08 07:59,915,ORDER_CANCEL,"{""key"": 909, ""reason"": ""R_REPLACED"", ""level"": 9739.5822}"
2020-02-08 07:59,915,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-02-08 08:00,916,ORDER_CREATE,"{""key"": 915, ""level"": 9746.698, ""stop"": 9651.5084, ""atr_idx"": 915, ""atr_end_time"": 1581148799999, ""r_confirm_time"": 1581148799999}"
2020-02-08 08:00,916,SIGNAL,"{""key"": 915}"
2020-02-08 15:59,917,R_REPLACED,"{""old_key"": 915, ""new_key"": 917}"
2020-02-08 15:59,917,ORDER_CANCEL,"{""key"": 915, ""reason"": ""R_REPLACED"", ""level"": 9746.698}"
2020-02-08 15:59,917,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-02-08 16:00,918,ORDER_CREATE,"{""key"": 917, ""level"": 9782.9405, ""stop"": 9682.4353, ""atr_idx"": 917, ""atr_end_time"": 1581177599999, ""r_confirm_time"": 1581177599999}"
2020-02-08 16:00,918,SIGNAL,"{""key"": 917}"
2020-02-08 23:59,919,R_REPLACED,"{""old_key"": 917, ""new_key"": 919}"
2020-02-08 23:59,919,ORDER_CANCEL,"{""key"": 917, ""reason"": ""R_REPLACED"", ""level"": 9782.9405}"
2020-02-08 23:59,919,R_CONFIRM_POS_FROZEN,"{""signal_id"": ""L-2020-01-12 03:59-2""}"
2020-02-09 00:00,920,ORDER_CREATE,"{""key"": 919, ""level"": 9839.5062, ""stop"": 9735.705, ""atr_idx"": 919, ""atr_end_time"": 1581206399999, ""r_confirm_time"": 1581206399999}"
2020-02-09 00:00,920,SIGNAL,"{""key"": 919}"
2020-02-09 07:59,921,R_REPLACED,"{""old_key"": 919, ""new_key"": 921}"
2020-02-09 07:59,921,ORDER_CANCEL,"{""key"": 919, ""reason"": ""R_REPLACED"", ""level"": 9839.5062}"
