signal_id,side,D_arm_time,R_confirm_time,order_create_time,expected_entry,actual_entry,entry_time,ENTRY_R_LOW,ENTRY_R_HIGH,ENTRY_R_SIZE,structural_stop,stop_dist_pct,exit_time,exit_reason,r_net,pm_30x10,ret_risk1pct,lev_risk1pct,fee,funding,mae,mfe,mfe_R,hold_h,age_bars,atr_idx,atr_end_time,decision_time,fills
L-2021-10-07 19:59-38,LONG,2021-10-05 00:00,2021-10-07 19:59,2021-10-07 20:00,53860.62,53860.62,2021-10-07 22:20,53374.34,54752.23,1377.89,53214.22,1.2001,2021-10-08 20:54,stop,0.012837,12.837,0.01070,0.833,0.000513,0.000618,-0.00396,0.04360,3.633,22.58,1,4560,2021-10-07 19:59,2021-10-07 22:20,tp@2021-10-08 08:14:55153.43:0.500;tp@2021-10-08 08:14:54465.14:0.125;stop@2021-10-08 20:54:53968.34:0.375
L-2021-10-08 15:59-39,LONG,2021-10-09 00:00,2021-10-08 15:59,2021-10-09 00:00,54414.55,54414.55,2021-10-09 00:00,53647.30,56208.73,2561.43,53486.36,1.7058,2021-10-10 21:19,stop,0.016592,16.592,0.00973,0.586,0.000550,0.000666,-0.01393,0.04364,2.558,45.33,3,4567,2021-10-08 23:59,2021-10-09 00:00,tp@2021-10-10 20:29:56270.94:0.500;stop@2021-10-10 21:19:54523.38:0.500
L-2021-10-18 07:59-40,LONG,2021-10-18 00:00,2021-10-18 07:59,2021-10-18 08:00,59961.55,59961.55,2021-10-18 13:05,58850.00,62800.00,3950.00,58673.45,2.1482,2021-10-22 16:19,stop,0.053407,53.407,0.02486,0.466,0.000438,0.000828,-0.00107,0.11988,5.581,99.25,2,4624,2021-10-18 11:59,2021-10-18 13:05,tp@2021-10-19 03:14:62537.74:0.500;tp@2021-10-19 19:59:64254.88:0.125;tp@2021-10-20 13:44:65069.74:0.125;tp@2021-10-20 13:49:66391.63:0.125;stop@2021-10-22 16:19:60081.47:0.125
L-2021-10-29 23:59-41,LONG,2021-10-30 00:00,2021-10-29 23:59,2021-10-30 00:00,61485.05,61485.05,2021-10-30 05:00,60754.84,63069.71,2314.87,60572.58,1.4841,2021-10-31 08:49,stop,-0.017337,-17.337,-0.01168,0.674,0.000700,0.001297,-0.01484,0.01591,1.072,27.83,2,4694,2021-10-30 03:59,2021-10-30 05:00,stop@2021-10-31 08:49:60572.58:1.000
L-2021-11-11 07:59-42,LONG,2021-11-12 00:00,2021-11-11 07:59,2021-11-12 00:00,63300.32,63300.32,2021-11-12 13:20,62400.51,65411.00,3010.49,62213.31,1.7172,2021-11-12 16:10,v,-0.001486,-1.486,-0.00087,0.582,0.000700,0.000369,-0.00768,0.01421,0.828,2.83,8,4774,2021-11-12 11:59,2021-11-12 13:20,v@2021-11-12 16:10:63273.90:1.000
L-2022-01-29 23:59-43,LONG,2022-01-30 00:00,2022-01-29 23:59,2022-01-30 00:00,37718.57,37718.57,2022-01-30 00:40,37252.00,38750.94,1498.94,37140.24,1.5333,2022-01-31 00:44,stop,-0.016813,-16.813,-0.01097,0.652,0.000700,0.000281,-0.01533,0.01860,1.213,24.08,1,5245,2022-01-29 23:59,2022-01-30 00:40,stop@2022-01-31 00:44:37140.24:1.000
L-2022-02-11 23:59-44,LONG,2022-02-12 00:00,2022-02-11 23:59,2022-02-12 00:00,42574.75,42574.75,2022-02-12 00:00,42046.11,43746.52,1700.41,41919.97,1.5379,2022-02-12 06:44,stop,-0.016579,-16.579,-0.01078,0.650,0.000700,0.000000,-0.01538,0.00000,0.000,6.75,1,5323,2022-02-11 23:59,2022-02-12 00:00,stop@2022-02-12 06:44:41919.97:1.000
L-2022-03-04 07:59-45,LONG,2022-03-04 00:00,2022-03-04 07:59,2022-03-04 08:00,41522.37,41522.37,2022-03-04 08:00,41050.00,42525.30,1475.30,40926.85,1.4342,2022-03-04 08:34,stop,-0.015542,-15.542,-0.01084,0.697,0.000700,0.000000,-0.01434,0.00609,0.425,0.58,1,5445,2022-03-04 07:59,2022-03-04 08:00,stop@2022-03-04 08:34:40926.85:1.000
L-2022-04-12 23:59-46,LONG,2022-04-13 00:00,2022-04-12 23:59,2022-04-13 00:00,39627.85,39627.85,2022-04-13 01:15,39231.10,40410.00,1178.90,39113.41,1.2982,2022-04-14 18:54,stop,0.013117,13.117,0.01010,0.770,0.000550,0.000065,-0.00146,0.04926,3.795,41.67,1,5683,2022-04-12 23:59,2022-04-13 01:15,tp@2022-04-13 14:14:40656.73:0.500;stop@2022-04-14 18:54:39707.10:0.500
L-2022-05-31 19:59-47,LONG,2022-05-31 00:00,2022-05-31 19:59,2022-05-31 20:00,31601.02,31601.02,2022-05-31 20:05,31222.00,32427.50,1205.50,31128.33,1.4958,2022-06-01 14:39,stop,-0.016358,-16.358,-0.01094,0.669,0.000700,0.000200,-0.01496,0.01219,0.815,18.58,1,5976,2022-05-31 19:59,2022-05-31 20:05,stop@2022-06-01 14:39:31128.33:1.000
L-2022-06-02 11:59-48,LONG,2022-06-02 00:00,2022-06-02 11:59,2022-06-02 12:00,29804.14,29804.14,2022-06-02 13:10,29566.10,30197.00,630.90,29477.40,1.0963,2022-06-03 10:34,stop,0.011166,11.166,0.01019,0.912,0.000550,-0.000003,-0.00752,0.03174,2.895,21.42,1,5986,2022-06-02 11:59,2022-06-02 13:10,tp@2022-06-02 22:09:30457.61:0.500;stop@2022-06-03 10:34:29863.75:0.500
L-2022-07-16 03:59-49,LONG,2022-07-15 00:00,2022-07-16 03:59,2022-07-16 04:00,20820.68,20820.68,2022-07-16 04:00,20622.00,21200.00,578.00,20560.13,1.2514,2022-07-16 05:59,stop,-0.013714,-13.714,-0.01096,0.799,0.000700,0.000000,-0.01251,0.00000,0.000,2.00,1,6248,2022-07-16 03:59,2022-07-16 04:00,stop@2022-07-16 05:59:20560.13:1.000
L-2022-07-21 03:59-50,LONG,2022-07-21 00:00,2022-07-21 03:59,2022-07-21 04:00,23191.00,23191.00,2022-07-21 04:00,22912.40,23799.00,886.60,22843.66,1.4977,2022-07-21 04:04,stop,-0.016177,-16.177,-0.01080,0.668,0.000700,0.000000,-0.01498,0.00000,0.000,0.08,1,6278,2022-07-21 03:59,2022-07-21 04:00,stop@2022-07-21 04:04:22843.66:1.000
L-2022-09-15 03:59-51,LONG,2022-09-14 00:00,2022-09-15 03:59,2022-09-15 04:00,19844.47,19844.47,2022-09-15 14:35,19600.00,20384.40,784.40,19541.20,1.5283,2022-09-15 15:19,stop,-0.016483,-16.483,-0.01079,0.654,0.000700,0.000000,-0.01528,0.00617,0.404,0.75,3,6616,2022-09-15 11:59,2022-09-15 14:35,stop@2022-09-15 15:19:19541.20:1.000
L-2022-09-28 07:59-52,LONG,2022-09-28 00:00,2022-09-28 07:59,2022-09-28 08:00,18697.24,18697.24,2022-09-28 08:40,18460.00,19228.30,768.30,18404.62,1.5651,2022-10-13 10:29,stop,0.035827,35.827,0.02289,0.639,0.000475,0.001228,-0.00742,0.09642,6.161,361.83,1,6693,2022-09-28 07:59,2022-09-28 08:40,tp@2022-09-28 14:29:19282.49:0.500;tp@2022-10-04 14:04:20223.18:0.125;tp@2022-10-04 20:29:20387.88:0.125;stop@2022-10-13 10:29:18734.64:0.250
L-2023-01-12 11:59-53,LONG,2023-01-12 00:00,2023-01-12 11:59,2023-01-12 12:00,18034.36,18034.36,2023-01-12 13:30,17902.40,18233.00,330.60,17848.69,1.0295,2023-02-11 00:00,dexit,0.104393,104.393,0.10140,0.971,0.000550,0.004725,-0.00705,0.34640,33.646,706.50,1,7330,2023-01-12 11:59,2023-01-12 13:30,tp@2023-01-12 17:39:18405.70:0.500;dexit@2023-02-11 00:00:21618.60:0.500
L-2023-02-16 11:59-54,LONG,2023-02-16 00:00,2023-02-16 11:59,2023-02-16 12:00,24472.91,24472.91,2023-02-16 12:10,24287.00,24764.60,477.60,24214.14,1.0574,2023-02-16 20:29,stop,0.011639,11.639,0.01101,0.946,0.000513,0.000087,-0.00658,0.03339,3.158,8.33,1,7540,2023-02-16 11:59,2023-02-16 12:10,tp@2023-02-16 15:54:24990.46:0.500;tp@2023-02-16 15:54:24688.62:0.125;stop@2023-02-16 20:29:24521.86:0.375
L-2023-02-19 15:59-55,LONG,2023-02-18 00:00,2023-02-19 15:59,2023-02-19 16:00,24722.05,24722.05,2023-02-19 16:50,24516.70,25073.50,556.80,24443.15,1.1281,2023-02-19 17:09,stop,-0.012481,-12.481,-0.01106,0.886,0.000700,0.000000,-0.01128,0.00533,0.473,0.33,1,7559,2023-02-19 15:59,2023-02-19 16:50,stop@2023-02-19 17:09:24443.15:1.000
L-2023-03-14 23:59-56,LONG,2023-03-15 00:00,2023-03-14 23:59,2023-03-15 00:00,24721.62,24721.62,2023-03-15 00:00,24222.00,26025.70,1803.70,24149.33,2.3149,2023-03-15 16:14,stop,-0.024812,-24.812,-0.01072,0.432,0.000700,0.000463,-0.02315,0.01935,0.836,16.25,1,7699,2023-03-14 23:59,2023-03-15 00:00,stop@2023-03-15 16:14:24149.33:1.000
L-2023-03-18 03:59-57,LONG,2023-03-18 00:00,2023-03-18 03:59,2023-03-18 04:00,26686.98,26686.98,2023-03-18 16:30,26250.00,27763.40,1513.40,26171.25,1.9325,2023-03-22 19:54,stop,0.019054,19.054,0.00986,0.517,0.000550,0.000472,-0.00493,0.08221,4.254,99.42,4,7721,2023-03-18 15:59,2023-03-18 16:30,tp@2023-03-19 15:59:27718.45:0.500;stop@2023-03-22 19:54:26740.36:0.500
L-2023-03-22 23:59-58,LONG,2023-03-20 00:00,2023-03-22 23:59,2023-03-23 00:00,27235.06,27235.06,2023-03-23 00:00,26620.00,28881.00,2261.00,26540.14,2.5516,2023-03-24 21:24,stop,0.025526,25.526,0.01000,0.392,0.000550,0.000189,-0.00492,0.05662,2.219,45.42,1,7747,2023-03-22 23:59,2023-03-23 00:00,tp@2023-03-23 15:19:28624.89:0.500;stop@2023-03-24 21:24:27289.53:0.500
L-2023-03-30 03:59-59,LONG,2023-03-30 00:00,2023-03-30 03:59,2023-03-30 04:00,28456.02,28456.02,2023-03-30 04:00,28119.50,29184.80,1065.30,28035.14,1.4791,2023-03-30 16:19,stop,-0.016058,-16.058,-0.01086,0.676,0.000700,0.000068,-0.01479,0.01068,0.722,12.33,1,7790,2023-03-30 03:59,2023-03-30 04:00,stop@2023-03-30 16:19:28035.14:1.000
L-2023-04-27 11:59-60,LONG,2023-04-27 00:00,2023-04-27 11:59,2023-04-27 12:00,28665.16,28665.16,2023-04-27 12:35,28365.30,29272.60,907.30,28280.20,1.3429,2023-05-01 01:39,stop,0.013342,13.342,0.00993,0.745,0.000550,0.000288,-0.00053,0.04482,3.338,85.08,1,7960,2023-04-27 11:59,2023-04-27 12:35,tp@2023-04-27 15:24:29435.08:0.500;stop@2023-05-01 01:39:28722.49:0.500
