version,signal_id,entry_date,year,period,RET100,MA200,VOL30,RET14,STOPPCT,DDEPTH,tercile_RET100,tercile_MA200,tercile_VOL30,tercile_RET14,tercile_STOPPCT,tercile_DDEPTH,c,k,grade,R_REAL,hold_days,result,regression_risk_tier(exit-aware),regression_signal_tier(+2R)
V3,L-2024-10-15 07:59-69,2024-10-15 08:00,2024,TEST,0.126524,0.037448,14.794521,0.042605,0.009606,0.101199,1,1,0,1,0,0,0,0,B,1.5869,0.28,stop,,
V3,L-2024-11-07 03:59-70,2024-11-07 04:05,2024,TEST,0.123612,0.178327,40.821918,0.125351,0.013162,0.157041,1,1,0,2,1,0,0,0,B,5.9868,28.77,v,,
V3,L-2025-01-31 23:59-71,2025-02-01 00:00,2025,TEST,0.429441,0.331340,27.397260,-0.015960,0.013817,0.373007,1,1,0,0,1,1,0,0,B,-1.0907,0.37,stop,,
V3,L-2025-04-02 23:59-72,2025-04-03 00:00,2025,TEST,-0.139633,-0.007601,62.465753,-0.051140,0.017180,0.395740,0,1,1,0,2,1,0,0,B,-1.0698,0.00,stop,,
V3,L-2025-04-12 23:59-73,2025-04-13 08:10,2025,TEST,-0.128651,-0.034510,75.068493,0.031306,0.012828,0.003801,0,1,1,1,0,0,0,0,B,-1.1011,0.48,stop,,
V3,L-2025-06-10 03:59-74,2025-06-10 14:30,2025,TEST,0.247771,0.138938,6.301370,0.007540,0.012676,0.188287,1,1,0,0,0,0,0,0,B,-1.1258,1.83,stop,,
V3,L-2025-08-12 23:59-75,2025-08-13 02:15,2025,TEST,0.242365,0.192139,0.547945,0.018341,0.010004,0.313380,1,1,0,0,0,1,0,0,B,2.0155,0.85,tp,,
V3,L-2025-12-03 11:59-76,2025-12-03 14:00,2025,TEST,-0.217838,-0.160865,81.095890,-0.018270,0.013604,0.044207,0,0,2,0,1,0,0,0,B,-1.1028,1.98,stop,,
V3,L-2026-01-08 11:59-77,2026-01-08 12:00,2026,TEST,-0.224078,-0.153038,13.150685,0.041280,0.010075,0.441113,0,0,0,1,0,1,0,0,B,-1.1191,0.10,stop,,
V3,L-2026-08-21 23:59-78,2026-08-22 05:10,2026,TEST,-0.012377,0.116602,69.863014,0.187828,0.013651,0.159106,1,1,1,2,1,0,0,0,B,-1.1099,1.00,stop,,
V3,L-2026-08-25 03:59-79,2026-08-25 07:50,2026,TEST,0.010751,0.147553,66.027397,0.210942,0.014467,0.097185,1,1,1,2,1,0,0,0,B,-1.0899,0.25,stop,,
