version,population,sid,entry_time,period,year,entry,stop,stop_pct,r_net,R_REAL,WIN2R,hold_d,RIDE7,result,RET100,MA200,VOL30,RET14,STOPPCT,DDEPTH
V2,P-S,0.236-60,2022-02-12 00:00,DEV,2022,42582.62,41923.85,0.01547,-0.016670,-1.0776,0,0.28,0,stop,-0.394962,-0.137070,43.835616,0.116429,0.015470,0.368238
V2,P-S,0.236-61,2022-03-04 08:00,DEV,2022,41538.10,40946.70,0.01424,-0.010279,-0.7219,0,0.02,0,stop,-0.304081,-0.154744,78.082192,0.046732,0.014237,0.459751
V2,P-S,0.236-62,2022-04-13 01:15,DEV,2022,39643.20,39143.61,0.01260,-0.015302,-1.2142,0,5.13,0,stop,-0.165467,-0.177133,3.287671,-0.168605,0.012602,0.862134
V2,P-S,0.236-63,2022-07-16 04:00,DEV,2022,20831.95,20574.79,0.01234,-0.013544,-1.0972,0,0.08,0,stop,-0.728761,-0.418419,64.931507,0.077338,0.012344,0.034213
V2,P-S,0.236-64,2022-07-21 04:00,DEV,2022,23186.39,22837.47,0.01505,-0.016248,-1.0797,0,0.00,0,stop,-0.531915,-0.341284,22.191781,0.121589,0.015048,0.310262
V2,P-S,0.236-65,2022-09-15 14:35,DEV,2022,19860.10,19558.77,0.01517,-0.016373,-1.0791,0,0.03,0,stop,-0.438947,-0.336104,71.232877,0.008774,0.015173,0.837950
V2,P-S,0.236-66,2022-09-28 00:00,DEV,2022,19142.18,18759.87,0.01997,-0.021172,-1.0601,0,0.10,0,stop,-0.075433,-0.329300,55.068493,-0.055778,0.019972,0.612809
V2,P-S,0.236-67,2023-01-12 13:30,TEST,2023,18040.07,17853.53,0.01034,0.189131,18.2900,1,29.44,1,dexit,-0.089798,-0.076255,4.383562,0.080991,0.010341,-0.022983
V2,P-S,0.236-68,2023-01-24 09:00,TEST,2023,22838.13,22586.04,0.01104,-0.012338,-1.1178,0,0.60,0,stop,0.183771,0.165500,18.630137,0.288210,0.011038,0.212574
V2,P-S,0.236-69,2023-02-16 12:10,TEST,2023,24464.51,24205.74,0.01058,-0.006718,-0.6351,0,0.43,0,stop,0.166605,0.241513,35.342466,0.024613,0.010577,-0.027900
V2,P-S,0.236-70,2023-02-19 08:00,TEST,2023,24609.10,24356.71,0.01026,-0.007959,-0.7761,0,0.42,0,stop,0.336080,0.247847,42.191781,0.054440,0.010256,0.200112
V2,P-S,0.236-71,2023-03-15 00:00,TEST,2023,24708.67,24139.85,0.02302,-0.024421,-1.0608,0,0.68,0,stop,0.366193,0.251768,67.945205,0.063974,0.023021,0.274382
V2,P-S,0.236-72,2023-03-18 16:30,TEST,2023,26696.16,26185.21,0.01914,0.047267,2.4696,1,33.31,1,dexit,0.486808,0.346725,69.041096,0.203345,0.019140,0.274796
V2,P-S,0.236-73,2023-03-20 02:35,TEST,2023,27494.43,27028.79,0.01694,-0.018936,-1.1181,0,2.71,0,stop,0.490488,0.381760,67.123288,0.220825,0.016936,0.255898
V2,P-S,0.236-74,2023-03-30 04:00,TEST,2023,28468.50,28051.41,0.01465,-0.016051,-1.0956,0,0.51,0,stop,0.544928,0.403603,73.424658,0.154692,0.014651,0.084739
V2,P-S,0.236-75,2023-04-27 12:35,TEST,2023,28677.04,28293.72,0.01337,-0.015667,-1.1721,0,3.72,0,stop,0.293603,0.330791,20.000000,-0.050532,0.013367,0.439341
V2,P-S,0.236-76,2023-06-24 15:30,TEST,2023,30360.81,29821.34,0.01777,-0.020769,-1.1688,0,5.93,0,stop,0.234002,0.256115,44.657534,0.147581,0.017769,0.337477
V2,P-S,0.236-77,2023-10-21 02:35,TEST,2023,29476.93,29140.07,0.01143,0.417259,36.5122,1,83.81,1,v,-0.023680,0.051761,21.917808,0.060364,0.011428,0.236074
V2,P-S,0.236-78,2023-11-17 14:50,TEST,2023,35884.32,35393.50,0.01368,0.086519,6.3255,1,16.32,1,tp,0.194535,0.244435,75.616438,0.034373,0.013678,0.659018
V2,P-S,0.236-79,2023-12-14 13:10,TEST,2023,42874.34,42443.86,0.01004,-0.011241,-1.1195,0,0.01,0,stop,0.506767,0.406557,90.136986,0.124396,0.010041,0.259641
V2,P-S,0.236-80,2024-01-05 01:45,TEST,2024,43612.78,42967.77,0.01479,-0.015990,-1.0811,0,0.00,0,stop,0.521032,0.350654,69.041096,0.006574,0.014790,0.397309
V2,P-S,0.236-81,2024-01-11 06:15,TEST,2024,45619.89,44665.60,0.02092,0.019742,0.9438,0,1.39,0,stop,0.528772,0.392222,69.315068,0.071634,0.020918,0.490329
V2,P-S,0.236-82,2024-03-04 00:45,TEST,2024,62340.50,61635.63,0.01131,0.026597,2.3523,1,1.79,0,stop,0.514922,0.665359,68.219178,0.191054,0.011307,0.191259
V2,P-S,0.236-83,2024-03-10 14:40,TEST,2024,68804.07,67995.40,0.01175,-0.013153,-1.1191,0,0.43,0,stop,0.593809,0.779978,91.232877,0.281198,0.011753,0.164464
V2,P-S,0.236-84,2024-04-08 00:00,TEST,2024,69405.82,68643.22,0.01099,0.000788,0.0717,0,1.62,0,stop,0.500054,0.550266,94.794521,0.031494,0.010988,0.055045
V2,P-S,0.236-85,2024-04-14 00:00,TEST,2024,64888.76,63558.76,0.02050,-0.011480,-0.5601,0,0.00,0,v,0.370085,0.409400,95.616438,-0.084806,0.020497,1.032260
V2,P-S,0.236-86,2024-05-16 15:00,TEST,2024,65374.79,64525.84,0.01299,0.028918,2.2269,1,4.17,0,tp,0.438376,0.269136,84.109589,0.126063,0.012986,0.170906
V2,P-S,0.236-87,2024-08-29 00:00,TEST,2024,59024.81,58267.74,0.01283,-0.014426,-1.1247,0,1.63,0,stop,-0.190822,-0.070908,91.780822,0.005972,0.012826,0.808652
V2,P-S,0.236-88,2024-10-15 04:00,TEST,2024,65901.79,65262.62,0.00970,-0.010899,-1.1237,0,0.07,0,stop,0.126524,0.040071,14.794521,0.042605,0.009699,0.079191
V2,P-S,0.236-89,2024-11-07 04:05,TEST,2024,74905.04,73927.55,0.01305,0.135031,10.3474,1,28.77,1,v,0.123612,0.178439,40.821918,0.125351,0.013050,0.156295
V2,P-S,0.236-90,2024-11-12 10:00,TEST,2024,87230.48,85793.84,0.01647,-0.017669,-1.0729,0,0.03,0,stop,0.378763,0.364715,75.890411,0.236718,0.016469,-0.469634
V2,P-S,0.236-91,2024-11-14 07:00,TEST,2024,89129.18,87239.98,0.02120,-0.013025,-0.6145,0,0.59,0,stop,0.514638,0.388869,71.780822,0.222527,0.021196,0.316979
V2,P-S,0.236-92,2024-11-30 01:45,TEST,2024,96613.92,95329.15,0.01330,-0.015198,-1.1429,0,2.28,0,stop,0.466014,0.447865,81.643836,0.068230,0.013298,0.256240
V2,P-S,0.236-93,2025-02-01 00:00,TEST,2025,103245.58,101815.63,0.01385,-0.015150,-1.0939,0,0.38,0,stop,0.429441,0.331672,27.397260,-0.015960,0.013850,0.370044
V2,P-S,0.236-94,2025-04-03 00:00,TEST,2025,85671.74,84209.30,0.01707,-0.018270,-1.0703,0,0.00,0,stop,-0.139633,-0.007259,62.465753,-0.051140,0.017070,0.391645
V2,P-S,0.236-95,2025-04-13 08:05,TEST,2025,84300.58,83224.52,0.01276,-0.014065,-1.1018,0,0.49,0,stop,-0.128651,-0.034081,75.068493,0.031306,0.012765,-0.000060
V2,P-S,0.236-96,2025-06-10 14:30,TEST,2025,108643.91,107313.00,0.01225,-0.009273,-0.7569,0,1.83,0,stop,0.247771,0.139214,6.301370,0.007540,0.012250,0.185693
V2,P-S,0.236-97,2025-08-13 02:15,TEST,2025,119122.60,117930.15,0.01001,0.020377,2.0356,1,0.85,0,tp,0.242365,0.192654,0.547945,0.018341,0.010010,0.308450
V2,P-S,0.236-98,2025-12-03 14:00,TEST,2025,91965.83,90717.26,0.01358,-0.015376,-1.1326,0,1.98,0,stop,-0.217838,-0.160561,81.095890,-0.018270,0.013576,0.040285
V2,P-S,0.236-99,2026-01-08 12:00,TEST,2026,90276.75,89372.91,0.01001,-0.011212,-1.1199,0,0.12,0,stop,-0.224078,-0.152583,13.150685,0.041280,0.010012,0.436434
V2,P-S,0.236-100,2026-08-22 05:10,TEST,2026,77062.14,76007.05,0.01369,-0.015191,-1.1096,0,1.00,0,stop,-0.012377,0.116629,69.863014,0.187828,0.013691,0.158984
V2,P-S,0.236-101,2026-08-25 09:50,TEST,2026,79367.75,78233.20,0.01429,-0.015495,-1.0839,0,0.17,0,stop,0.010751,0.148210,66.027397,0.210942,0.014295,0.090672
V3,P-A,L-2020-01-07 15:59-1,2020-01-07 16:00,DEV,2020,7883.47,7802.70,0.01024,-0.011445,-1.1171,0,0.00,0,stop,-0.055264,-0.145573,35.342466,0.058512,0.010245,-0.095343
V3,P-A,L-2020-01-12 03:59-2,2020-01-12 04:00,DEV,2020,8096.13,7979.86,0.01436,0.070819,4.9312,1,38.74,1,v,-0.025112,-0.115605,48.493151,0.091857,0.014361,0.309618
V3,P-A,L-2020-03-20 11:59-3,2020-03-20 18:25,DEV,2020,6275.79,6036.84,0.03808,-0.039275,-1.0315,0,0.07,0,stop,-0.158965,-0.258798,100.000000,-0.384820,0.038075,0.084010
V3,P-A,L-2020-03-22 07:59-4,2020-03-22 10:35,DEV,2020,6170.75,6054.80,0.01879,-0.019990,-1.0639,0,0.06,0,stop,-0.151367,-0.267501,99.452055,-0.362104,0.018790,0.442650
V3,P-A,L-2020-04-07 11:59-5,2020-04-07 12:30,DEV,2020,7294.65,7199.84,0.01300,-0.014209,-1.0932,0,0.32,0,stop,0.001879,-0.102000,100.000000,0.125202,0.012998,0.075225
V3,P-A,L-2020-04-08 23:59-6,2020-04-09 03:30,DEV,2020,7260.44,7170.42,0.01240,-0.013499,-1.0887,0,0.35,0,stop,0.015784,-0.103121,97.808219,0.097501,0.012399,0.286813
V3,P-A,L-2020-04-26 03:59-7,2020-04-26 15:10,DEV,2020,7516.91,7445.90,0.00945,0.050244,5.3184,1,13.38,1,v,-0.145575,-0.058230,58.082192,0.091888,0.009447,0.274586
V3,P-A,L-2020-05-23 23:59-8,2020-05-24 00:05,DEV,2020,9144.00,9049.67,0.01032,-0.011595,-1.1240,0,0.58,0,stop,-0.108354,0.136231,66.849315,-0.038496,0.010316,0.569074
V3,P-A,L-2020-06-03 15:59-9,2020-06-04 11:30,DEV,2020,9472.42,9354.18,0.01248,0.012232,0.9800,0,3.04,0,stop,0.001046,0.172610,71.232877,0.016145,0.012482,0.785651
V3,P-A,L-2020-08-02 23:59-10,2020-08-03 00:00,DEV,2020,11038.72,10882.67,0.01414,0.013350,0.9443,0,1.56,0,stop,0.388791,0.267645,21.917808,0.184181,0.014136,0.491666
V3,P-A,L-2020-09-01 19:59-11,2020-09-02 00:30,DEV,2020,11906.39,11776.56,0.01090,-0.012104,-1.1101,0,0.26,0,stop,0.312725,0.313776,7.397260,-0.001931,0.010904,0.154796
V3,P-A,L-2020-09-29 03:59-12,2020-09-29 04:00,DEV,2020,10720.72,10595.31,0.01170,-0.013673,-1.1688,0,2.51,0,stop,0.133548,0.154200,53.424658,0.002279,0.011698,0.281949
V3,P-A,L-2020-10-28 03:59-13,2020-10-28 07:10,DEV,2020,13636.19,13472.20,0.01203,-0.013326,-1.1081,0,0.17,0,stop,0.392546,0.357066,8.767123,0.177311,0.012026,-0.195610
V3,P-A,L-2020-11-07 23:59-14,2020-11-08 00:00,DEV,2020,14803.79,14511.33,0.01976,0.020579,1.0417,0,1.68,0,stop,0.288953,0.417362,35.890411,0.122356,0.019756,0.619473
V3,P-A,L-2020-12-04 07:59-15,2020-12-04 10:05,DEV,2020,19272.27,19057.65,0.01114,-0.012336,-1.1078,0,0.01,0,stop,0.539970,0.663041,81.095890,0.087044,0.011136,0.326320
V3,P-A,L-2020-12-28 07:59-16,2020-12-29 04:05,DEV,2020,26292.08,25772.45,0.01976,0.100097,5.0647,1,4.52,0,tp,0.893573,1.007586,72.328767,0.340061,0.019764,0.543070
V3,P-A,L-2021-01-03 15:59-17,2021-01-03 16:45,DEV,2021,33107.20,32374.58,0.02213,-0.024970,-1.1284,0,0.61,0,stop,1.097661,1.435485,71.232877,0.300700,0.022129,-1.319383
V3,P-A,L-2021-01-09 03:59-18,2021-01-09 05:55,DEV,2021,39336.92,38539.04,0.02028,0.021102,1.0404,0,1.23,0,stop,1.325968,1.733670,70.684932,0.496037,0.020283,0.301672
V3,P-A,L-2021-01-14 23:59-19,2021-01-15 04:15,DEV,2021,38418.14,37646.72,0.02008,-0.021280,-1.0598,0,0.08,0,stop,1.306438,1.521947,89.863014,0.302601,0.020080,0.217857
V3,P-A,L-2021-01-26 03:59-20,2021-01-26 04:00,DEV,2021,32391.02,31825.71,0.01745,-0.018653,-1.0688,0,0.00,0,stop,1.043532,0.949818,90.410959,-0.093190,0.017453,0.624901
V3,P-A,L-2021-02-09 15:59-21,2021-02-09 16:10,DEV,2021,46420.38,45562.90,0.01847,-0.022669,-1.2272,0,0.85,0,stop,1.212742,1.511512,91.780822,0.363109,0.018472,0.039611
V3,P-A,L-2021-02-10 19:59-22,2021-02-11 00:10,DEV,2021,44591.54,43638.69,0.02137,0.062691,2.9338,1,12.19,1,v,1.196037,1.366479,91.232877,0.389049,0.021368,0.349704
V3,P-A,L-2021-03-05 23:59-23,2021-03-06 12:10,DEV,2021,47656.36,46768.82,0.01862,0.000148,0.0079,0,0.03,0,v,0.957195,1.050378,82.739726,-0.136931,0.018624,0.963416
V3,P-A,L-2021-03-15 23:59-24,2021-03-16 00:00,DEV,2021,55695.82,54912.77,0.01406,0.002252,0.1602,0,0.00,0,v,1.066096,1.190157,75.616438,0.114547,0.014059,1.067724
V3,P-A,L-2021-03-20 11:59-25,2021-03-20 20:20,DEV,2021,58411.70,57707.36,0.01206,-0.013572,-1.1255,0,0.26,0,stop,1.140961,1.216279,75.616438,0.174220,0.012058,0.286079
V3,P-A,L-2021-04-19 19:59-26,2021-04-20 00:20,DEV,2021,55075.20,54037.40,0.01884,-0.020043,-1.0637,0,0.09,0,stop,0.327697,0.635451,45.753425,-0.060959,0.018843,0.566887
V3,P-A,L-2021-05-01 07:59-27,2021-05-01 15:25,DEV,2021,57102.63,56281.73,0.01438,-0.016059,-1.1171,0,0.53,0,stop,0.486520,0.585652,60.273973,-0.061190,0.014376,-0.087905
V3,P-A,L-2021-05-02 15:59-28,2021-05-03 00:00,DEV,2021,56565.37,55931.70,0.01120,0.010885,0.9717,0,0.86,0,stop,0.540779,0.551020,60.821918,0.007597,0.011202,0.347600
V3,P-A,L-2021-05-11 11:59-29,2021-05-12 16:15,DEV,2021,55112.39,54377.71,0.01333,-0.014531,-1.0900,0,0.09,0,stop,0.537924,0.432042,73.698630,0.029695,0.013331,0.719280
V3,P-A,L-2021-05-27 15:59-30,2021-05-28 00:05,DEV,2021,38079.02,37089.40,0.02599,-0.027189,-1.0462,0,0.24,0,stop,-0.243103,-0.064787,98.904110,-0.253984,0.025989,0.624687
V3,P-A,L-2021-06-02 23:59-31,2021-06-03 00:00,DEV,2021,37444.76,36954.80,0.01308,0.013135,1.0038,0,1.09,0,stop,-0.364436,-0.093985,98.904110,0.023664,0.013085,0.191650
V3,P-A,L-2021-06-16 23:59-32,2021-06-17 00:00,DEV,2021,38723.30,38155.19,0.01467,-0.016071,-1.0954,0,0.72,0,stop,-0.311704,-0.092618,98.082192,0.020558,0.014671,0.387346
V3,P-A,L-2021-07-04 15:59-33,2021-07-05 00:00,DEV,2021,34956.70,34498.79,0.01310,-0.014299,-1.0916,0,0.07,0,stop,-0.444298,-0.206532,75.890411,-0.008849,0.013099,0.309328
V3,P-A,L-2021-08-02 03:59-34,2021-08-02 04:00,DEV,2021,39980.33,39232.35,0.01871,-0.020009,-1.0695,0,0.34,0,stop,-0.249268,-0.105826,37.808219,0.226216,0.018709,0.611016
V3,P-A,L-2021-08-21 23:59-35,2021-08-22 00:00,DEV,2021,48942.00,48329.73,0.01251,-0.013810,-1.1039,0,0.62,0,stop,-0.017242,0.069483,39.726027,0.091060,0.012510,0.080838
V3,P-A,L-2021-09-03 19:59-36,2021-09-03 22:10,DEV,2021,49881.51,49158.52,0.01449,0.025852,1.7836,0,3.68,0,stop,0.250746,0.082718,29.315068,0.051800,0.014494,0.135381
V3,P-A,L-2021-09-25 15:59-37,2021-09-26 02:10,DEV,2021,42067.54,41505.37,0.01336,-0.014564,-1.0898,0,0.23,0,stop,0.113481,-0.077716,60.273973,-0.057004,0.013364,0.692256
V3,P-A,L-2021-10-07 19:59-38,2021-10-07 22:20,DEV,2021,53860.62,53214.22,0.01200,0.012837,1.0696,0,0.94,0,stop,0.472233,0.197176,71.232877,0.239281,0.012001,-0.691578
V3,P-A,L-2021-10-08 15:59-39,2021-10-09 00:00,DEV,2021,54414.55,53486.36,0.01706,0.016592,0.9727,0,1.89,0,stop,0.431451,0.209986,58.904110,0.231299,0.017058,0.294783
V3,P-A,L-2021-10-18 07:59-40,2021-10-18 13:05,DEV,2021,59961.55,58673.45,0.02148,0.053407,2.4861,1,4.14,0,stop,0.598569,0.330050,61.369863,0.244138,0.021482,0.437173
V3,P-A,L-2021-10-29 23:59-41,2021-10-30 05:00,DEV,2021,61485.05,60572.58,0.01484,-0.017337,-1.1682,0,1.16,0,stop,0.660976,0.357804,39.726027,0.009381,0.014841,0.289718
V3,P-A,L-2021-11-11 07:59-42,2021-11-12 13:20,DEV,2021,63300.32,62213.31,0.01717,-0.001486,-0.0865,0,0.12,0,v,0.527888,0.384677,7.397260,0.067011,0.017172,0.922712
V3,P-A,L-2022-01-29 23:59-43,2022-01-30 00:40,DEV,2022,37718.57,37140.24,0.01533,-0.016813,-1.0966,0,1.00,0,stop,-0.488278,-0.227201,5.479452,-0.121191,0.015333,0.311841
V3,P-A,L-2022-02-11 23:59-44,2022-02-12 00:00,DEV,2022,42574.75,41919.97,0.01538,-0.016579,-1.0780,0,0.28,0,stop,-0.394962,-0.137229,43.835616,0.116429,0.015379,0.369133
V3,P-A,L-2022-03-04 07:59-45,2022-03-04 08:00,DEV,2022,41522.37,40926.85,0.01434,-0.015542,-1.0837,0,0.02,0,stop,-0.304081,-0.155064,78.082192,0.046732,0.014342,0.461623
V3,P-A,L-2022-04-12 23:59-46,2022-04-13 01:15,DEV,2022,39627.85,39113.41,0.01298,0.013117,1.0104,0,1.74,0,stop,-0.165467,-0.177451,3.287671,-0.168605,0.012982,0.866909
V3,P-A,L-2022-05-31 19:59-47,2022-05-31 20:05,DEV,2022,31601.02,31128.33,0.01496,-0.016358,-1.0936,0,0.77,0,stop,-0.233461,-0.261429,83.561644,0.060407,0.014958,0.147767
V3,P-A,L-2022-06-02 11:59-48,2022-06-02 13:10,DEV,2022,29804.14,29477.40,0.01096,0.011166,1.0185,0,0.89,0,stop,-0.216434,-0.297937,86.575342,0.037273,0.010963,0.837220
V3,P-A,L-2022-07-16 03:59-49,2022-07-16 04:00,DEV,2022,20820.68,20560.13,0.01251,-0.013714,-1.0959,0,0.08,0,stop,-0.728761,-0.418733,64.931507,0.077338,0.012514,0.039877
V3,P-A,L-2022-07-21 03:59-50,2022-07-21 04:00,DEV,2022,23191.00,22843.66,0.01498,-0.016177,-1.0801,0,0.00,0,stop,-0.531915,-0.341153,22.191781,0.121589,0.014977,0.308949
V3,P-A,L-2022-09-15 03:59-51,2022-09-15 14:35,DEV,2022,19844.47,19541.20,0.01528,-0.016483,-1.0785,0,0.03,0,stop,-0.438947,-0.336626,71.232877,0.008774,0.015283,0.842405
V3,P-A,L-2022-09-28 07:59-52,2022-09-28 08:40,DEV,2022,18697.24,18404.62,0.01565,0.035827,2.2892,1,15.08,1,stop,-0.075433,-0.344890,55.068493,-0.055778,0.015651,0.832048
V3,P-A,L-2023-01-12 11:59-53,2023-01-12 13:30,TEST,2023,18034.36,17848.69,0.01030,0.104393,10.1398,1,29.44,1,dexit,-0.089798,-0.076548,4.383562,0.080991,0.010295,-0.019707
V3,P-A,L-2023-02-16 11:59-54,2023-02-16 12:10,TEST,2023,24472.91,24214.14,0.01057,0.011639,1.1007,0,0.35,0,stop,0.166605,0.241940,35.342466,0.024613,0.010574,-0.030675
V3,P-A,L-2023-02-19 15:59-55,2023-02-19 16:50,TEST,2023,24722.05,24443.15,0.01128,-0.012481,-1.1064,0,0.01,0,stop,0.336080,0.253575,42.191781,0.054440,0.011281,0.164845
V3,P-A,L-2023-03-14 23:59-56,2023-03-15 00:00,TEST,2023,24721.62,24149.33,0.02315,-0.024812,-1.0718,0,0.68,0,stop,0.366193,0.252423,67.945205,0.063974,0.023149,0.272266
V3,P-A,L-2023-03-18 03:59-57,2023-03-18 16:30,TEST,2023,26686.98,26171.25,0.01933,0.019054,0.9859,0,4.14,0,stop,0.486808,0.346262,69.041096,0.203345,0.019325,0.277173
V3,P-A,L-2023-03-22 23:59-58,2023-03-23 00:00,TEST,2023,27235.06,26540.14,0.02552,0.025526,1.0004,0,1.89,0,stop,0.459608,0.360806,69.315068,0.227526,0.025516,0.330003
V3,P-A,L-2023-03-30 03:59-59,2023-03-30 04:00,TEST,2023,28456.02,28035.14,0.01479,-0.016058,-1.0857,0,0.51,0,stop,0.544928,0.402988,73.424658,0.154692,0.014791,0.090564
V3,P-A,L-2023-04-27 11:59-60,2023-04-27 12:35,TEST,2023,28665.16,28280.20,0.01343,0.013342,0.9935,0,3.55,0,stop,0.293603,0.330240,20.000000,-0.050532,0.013429,0.443181
V3,P-A,L-2023-06-23 23:59-61,2023-06-24 15:30,TEST,2023,30355.19,29811.40,0.01791,-0.020353,-1.1361,0,4.17,0,stop,0.234002,0.255882,44.657534,0.147581,0.017914,0.339246
V3,P-A,L-2023-10-20 19:59-62,2023-10-21 02:35,TEST,2023,29464.33,29126.76,0.01146,0.214806,18.7488,1,83.81,1,v,-0.023680,0.051311,21.917808,0.060364,0.011457,0.240144
V3,P-A,L-2024-03-03 23:59-63,2024-03-04 00:45,TEST,2024,62413.37,61699.94,0.01143,0.039843,3.4856,1,1.79,0,stop,0.514922,0.667305,68.219178,0.191054,0.011431,0.180826
V3,P-A,L-2024-03-10 11:59-64,2024-03-10 14:40,TEST,2024,68878.52,68057.71,0.01192,-0.014016,-1.1762,0,0.43,0,stop,0.593809,0.781904,91.232877,0.281198,0.011917,0.154140
V3,P-A,L-2024-04-07 23:59-65,2024-04-08 00:00,TEST,2024,69446.25,68674.66,0.01111,0.015874,1.4287,0,1.34,0,stop,0.500054,0.551169,94.794521,0.031494,0.011111,0.047270
V3,P-A,L-2024-04-13 23:59-66,2024-04-14 00:00,TEST,2024,64724.23,63339.41,0.02140,-0.008909,-0.4164,0,0.00,0,v,0.370085,0.405826,95.616438,-0.084806,0.021396,1.059054
V3,P-A,L-2024-05-16 03:59-67,2024-05-16 15:00,TEST,2024,65340.08,64487.46,0.01305,0.027770,2.1281,1,4.18,0,tp,0.438376,0.268462,84.109589,0.126063,0.013049,0.176453
V3,P-A,L-2024-08-28 19:59-68,2024-08-29 00:00,TEST,2024,58984.94,58224.80,0.01289,0.013101,1.0166,0,0.78,0,stop,-0.190822,-0.071536,91.780822,0.005972,0.012887,0.816351
V3,P-A,L-2024-10-15 07:59-69,2024-10-15 08:00,TEST,2024,65735.54,65104.10,0.00961,0.015244,1.5869,0,0.28,0,stop,0.126524,0.037448,14.794521,0.042605,0.009606,0.101199
V3,P-A,L-2024-11-07 03:59-70,2024-11-07 04:05,TEST,2024,74897.90,73912.10,0.01316,0.078797,5.9868,1,28.77,1,v,0.123612,0.178327,40.821918,0.125351,0.013162,0.157041
V3,P-A,L-2025-01-31 23:59-71,2025-02-01 00:00,TEST,2025,103219.87,101793.70,0.01382,-0.015070,-1.0907,0,0.37,0,stop,0.429441,0.331340,27.397260,-0.015960,0.013817,0.373007
V3,P-A,L-2025-04-02 23:59-72,2025-04-03 00:00,TEST,2025,85642.17,84170.83,0.01718,-0.018380,-1.0698,0,0.00,0,stop,-0.139633,-0.007601,62.465753,-0.051140,0.017180,0.395740
V3,P-A,L-2025-04-12 23:59-73,2025-04-13 08:10,TEST,2025,84263.21,83182.30,0.01283,-0.014124,-1.1011,0,0.48,0,stop,-0.128651,-0.034510,75.068493,0.031306,0.012828,0.003801
V3,P-A,L-2025-06-10 03:59-74,2025-06-10 14:30,TEST,2025,108617.57,107240.71,0.01268,-0.014271,-1.1258,0,1.83,0,stop,0.247771,0.138938,6.301370,0.007540,0.012676,0.188287
V3,P-A,L-2025-08-12 23:59-75,2025-08-13 02:15,TEST,2025,119071.25,117880.10,0.01000,0.020162,2.0155,1,0.85,0,tp,0.242365,0.192139,0.547945,0.018341,0.010004,0.313380
V3,P-A,L-2025-12-03 11:59-76,2025-12-03 14:00,TEST,2025,91932.56,90681.94,0.01360,-0.015002,-1.1028,0,1.98,0,stop,-0.217838,-0.160865,81.095890,-0.018270,0.013604,0.044207
V3,P-A,L-2026-01-08 11:59-77,2026-01-08 12:00,TEST,2026,90228.38,89319.34,0.01007,-0.011275,-1.1191,0,0.10,0,stop,-0.224078,-0.153038,13.150685,0.041280,0.010075,0.441113
V3,P-A,L-2026-08-21 23:59-78,2026-08-22 05:10,TEST,2026,77060.27,76008.29,0.01365,-0.015151,-1.1099,0,1.00,0,stop,-0.012377,0.116602,69.863014,0.187828,0.013651,0.159106
V3,P-A,L-2026-08-25 03:59-79,2026-08-25 07:50,TEST,2026,79322.33,78174.77,0.01447,-0.015767,-1.0899,0,0.25,0,stop,0.010751,0.147553,66.027397,0.210942,0.014467,0.097185
V3,P-S,0.236-1,2020-01-07 16:00,DEV,2020,7883.47,7802.70,0.01024,-0.011445,-1.1171,0,0.00,0,stop,-0.055264,-0.145573,35.342466,0.058512,0.010245,-0.095343
V3,P-S,0.236-2,2020-01-12 04:00,DEV,2020,8096.13,7979.86,0.01436,0.070819,4.9312,1,38.74,1,v,-0.025112,-0.115605,48.493151,0.091857,0.014361,0.309618
V3,P-S,0.236-3,2020-01-17 16:00,DEV,2020,8856.15,8738.70,0.01326,0.016256,1.2258,0,1.80,0,stop,0.065349,-0.023550,53.424658,0.224621,0.013262,0.074391
V3,P-S,0.236-4,2020-01-28 15:00,DEV,2020,8996.09,8886.87,0.01214,0.016446,1.3545,0,22.28,1,v,0.113980,0.009193,38.082192,0.093762,0.012141,0.005130
V3,P-S,0.236-5,2020-02-19 12:15,DEV,2020,10112.57,10007.15,0.01043,-0.012033,-1.1542,0,0.39,0,stop,0.117321,0.140703,10.684932,0.100042,0.010425,0.172358
V3,P-S,0.236-6,2020-03-20 18:25,DEV,2020,6275.79,6036.84,0.03808,-0.039275,-1.0315,0,0.07,0,stop,-0.158965,-0.258798,100.000000,-0.384820,0.038075,0.084010
V3,P-S,0.236-7,2020-03-22 10:35,DEV,2020,6170.75,6054.80,0.01879,-0.019990,-1.0639,0,0.06,0,stop,-0.151367,-0.267501,99.452055,-0.362104,0.018790,0.442650
V3,P-S,0.236-8,2020-04-07 12:30,DEV,2020,7294.65,7199.84,0.01300,-0.014209,-1.0932,0,0.32,0,stop,0.001879,-0.102000,100.000000,0.125202,0.012998,0.075225
V3,P-S,0.236-9,2020-04-09 03:30,DEV,2020,7260.44,7170.42,0.01240,-0.013499,-1.0887,0,0.35,0,stop,0.015784,-0.103121,97.808219,0.097501,0.012399,0.286813
V3,P-S,0.236-10,2020-04-26 15:10,DEV,2020,7516.91,7445.90,0.00945,0.050244,5.3184,1,13.38,1,v,-0.145575,-0.058230,58.082192,0.091888,0.009447,0.274586
V3,P-S,0.236-11,2020-05-10 00:00,DEV,2020,9622.30,9499.65,0.01275,-0.013947,-1.0941,0,0.00,0,stop,0.002749,0.198937,59.452055,0.235385,0.012747,0.407558
