version,stop_id,group,src,entry_time,entry_px,stop_px,stop_dist_pct,year,stopped,censored,max_R,bars_to_exit
V2,S4,BASE_S4,0.236-13,2020-01-17 06:45,8932.26,8685.13,2.7667,2020,1,0,1.0793,627
V2,S4,BASE_S4,0.236-13,2020-01-14 15:40,8708.65,8467.70,2.7667,2020,1,0,2.0350,1519
V2,S4,BASE_S4,0.236-13,2020-01-20 02:45,8656.36,8416.86,2.7667,2020,1,0,0.6749,948
V2,S4,BASE_S4,0.236-13,2020-01-18 21:40,8922.37,8675.51,2.7667,2020,1,0,1.1205,160
V2,S4,BASE_S4,0.236-13,2020-01-15 15:00,8855.69,8610.68,2.7667,2020,1,0,0.0845,132
V2,S4,BASE_S4,0.236-13,2020-01-17 12:35,8850.72,8605.84,2.7667,2020,1,0,1.4222,557
V2,S4,BASE_S4,0.236-13,2020-01-22 11:35,8665.21,8425.47,2.7667,2020,1,0,0.1887,266
V2,S4,BASE_S4,0.236-13,2020-01-15 15:45,8769.33,8526.71,2.7667,2020,1,0,1.7708,1095
V2,S4,BASE_S4,0.236-13,2020-01-13 00:25,8155.11,7929.48,2.7667,2020,1,0,10.3926,16066
V2,S4,BASE_S4,0.236-13,2020-01-21 06:55,8653.38,8413.96,2.7667,2020,1,0,0.6876,610
V2,S4,BASE_S4,0.236-13,2020-01-20 15:55,8672.12,8432.19,2.7667,2020,1,0,0.6080,790
V2,S4,BASE_S4,0.236-13,2020-01-15 19:35,8747.50,8505.48,2.7667,2020,1,0,1.8655,1184
V2,S4,BASE_S4,0.236-13,2020-01-20 05:15,8660.40,8420.79,2.7667,2020,1,0,0.6577,918
V2,S4,BASE_S4,0.236-14,2020-01-28 05:00,9054.96,8851.87,2.2428,2020,1,0,7.1154,8405
V2,S4,BASE_S4,0.236-14,2020-02-01 00:45,9383.77,9173.31,2.2428,2020,1,0,0.3837,328
V2,S4,BASE_S4,0.236-14,2020-01-26 00:10,8323.96,8137.27,2.2428,2020,1,0,11.6559,12270
V2,S4,BASE_S4,0.236-14,2020-01-27 06:55,8660.48,8466.24,2.2428,2020,1,0,9.4704,9199
V2,S4,BASE_S4,0.236-14,2020-01-28 12:00,9081.34,8877.66,2.2428,2020,1,0,0.5237,66
V2,S4,BASE_S4,0.236-14,2020-01-29 04:05,9368.08,9157.97,2.2428,2020,1,0,0.9991,1152
V2,S4,BASE_S4,0.236-14,2020-01-25 02:00,8286.27,8100.42,2.2428,2020,1,0,11.9117,12537
V2,S4,BASE_S4,0.236-14,2020-01-27 14:25,8741.35,8545.30,2.2428,2020,1,0,8.9703,8686
V2,S4,BASE_S4,0.236-14,2020-01-25 19:55,8363.62,8176.04,2.2428,2020,1,0,11.3892,12234
V2,S4,BASE_S4,0.236-14,2020-01-25 17:15,8347.33,8160.12,2.2428,2020,1,0,11.4984,12266
V2,S4,BASE_S4,0.236-14,2020-01-29 01:00,9331.33,9122.05,2.2428,2020,1,0,1.1786,1189
V2,S4,BASE_S4,0.236-14,2020-02-01 00:00,9351.71,9141.97,2.2428,2020,1,0,0.5379,337
V2,S4,BASE_S4,0.236-14,2020-01-26 20:50,8580.13,8387.69,2.2428,2020,1,0,9.9767,11925
V2,S4,BASE_S4,0.236-14,2020-01-30 00:25,9272.23,9064.27,2.2428,2020,1,0,5.9039,7834
V2,S4,BASE_S4,0.236-14,2020-01-30 03:15,9268.21,9060.34,2.2428,2020,1,0,5.9258,7800
V2,S4,BASE_S4,0.236-14,2020-01-29 04:50,9338.59,9129.14,2.2428,2020,1,0,1.1431,1143
V2,S4,BASE_S4,0.236-14,2020-01-29 21:05,9399.01,9188.21,2.2428,2020,1,0,0.8491,948
V2,S4,BASE_S4,0.236-14,2020-01-29 11:30,9282.02,9073.84,2.2428,2020,1,0,5.8507,7989
V2,S4,BASE_S4,0.236-14,2020-01-26 21:55,8593.84,8401.10,2.2428,2020,1,0,9.8896,11912
V2,S4,BASE_S4,0.236-14,2020-02-01 19:45,9371.97,9161.77,2.2428,2020,1,0,0.1809,100
V2,S4,BASE_S4,0.236-15,2020-02-19 20:00,10138.59,9879.84,2.5521,2020,1,0,0.0691,19
V2,S4,BASE_S4,0.236-15,2020-02-18 13:10,9647.42,9401.21,2.5521,2020,1,0,2.4474,321
V2,S4,BASE_S4,0.236-15,2020-02-18 19:30,10020.42,9764.69,2.5521,2020,1,0,0.8977,245
V2,S4,BASE_S4,0.236-15,2020-02-15 03:10,10260.18,9998.33,2.5521,2020,1,0,0.1024,152
V2,S4,BASE_S4,0.236-15,2020-02-15 12:15,10214.85,9954.15,2.5521,2020,1,0,0.1731,43
V2,S4,BASE_S4,0.236-15,2020-02-15 05:30,10240.00,9978.66,2.5521,2020,1,0,0.1308,124
V2,S4,BASE_S4,0.236-15,2020-02-19 03:30,10140.84,9882.03,2.5521,2020,1,0,0.4218,147
V2,S4,BASE_S4,0.236-15,2020-02-21 20:20,9619.20,9373.71,2.5521,2020,1,0,1.5104,1083
V2,S4,BASE_S4,0.236-15,2020-02-17 16:25,9660.35,9413.81,2.5521,2020,1,0,2.3917,570
V2,S4,BASE_S4,0.236-15,2020-02-18 00:30,9642.23,9396.15,2.5521,2020,1,0,2.4698,473
V2,S4,BASE_S4,0.236-15,2020-02-23 05:50,9877.82,9625.73,2.5521,2020,1,0,0.4450,249
V2,S4,BASE_S4,0.236-15,2020-02-22 13:00,9649.02,9402.77,2.5521,2020,1,0,1.3847,880
V2,S4,BASE_S4,0.236-15,2020-02-17 13:10,9634.84,9388.95,2.5521,2020,1,0,2.5017,609
V2,S4,BASE_S4,0.236-15,2020-02-20 02:55,9581.60,9337.07,2.5521,2020,1,0,1.6701,1597
V2,S4,BASE_S4,0.236-15,2020-02-19 20:10,10127.71,9869.24,2.5521,2020,1,0,0.1113,17
V2,S4,BASE_S4,0.236-15,2020-02-15 03:05,10244.74,9983.28,2.5521,2020,1,0,0.1616,153
V2,S4,BASE_S4,0.236-15,2020-02-19 05:55,10115.42,9857.26,2.5521,2020,1,0,0.5213,118
V2,S4,BASE_S4,0.236-15,2020-02-22 05:10,9629.84,9384.07,2.5521,2020,1,0,1.4655,977
V2,S4,BASE_S4,0.236-15,2020-02-18 04:30,9742.16,9493.53,2.5521,2020,1,0,2.0425,425
V2,S4,BASE_S4,0.236-15,2020-02-17 20:05,9692.44,9445.08,2.5521,2020,1,0,2.2540,526
V2,S4,BASE_S4,0.236-16,2020-03-19 10:35,5613.41,5216.85,7.0645,2020,0,1,11.2305,17250
V2,S4,BASE_S4,0.236-16,2020-03-23 17:05,6322.89,5876.21,7.0645,2020,1,0,1.4217,1768
V2,S4,BASE_S4,0.236-16,2020-03-22 16:40,6040.22,5613.51,7.0645,2020,0,1,9.4367,17250
V2,S4,BASE_S4,0.236-16,2020-03-19 08:40,5404.18,5022.40,7.0645,2020,0,1,12.2134,17250
V2,S4,BASE_S4,0.236-16,2020-03-18 15:25,5251.26,4880.28,7.0645,2020,0,1,12.9812,17250
V2,S4,BASE_S4,0.236-16,2020-03-23 03:15,5890.73,5474.58,7.0645,2020,0,1,10.0354,17250
V2,S4,BASE_S4,0.236-16,2020-03-16 16:20,4993.88,4641.09,7.0645,2020,0,1,14.3798,17250
V2,S4,BASE_S4,0.236-16,2020-03-20 01:50,6126.13,5693.35,7.0645,2020,1,0,1.7881,224
V2,S4,BASE_S4,0.236-16,2020-03-21 04:10,6253.73,5811.93,7.0645,2020,1,0,0.4601,478
V2,S4,BASE_S4,0.236-16,2020-03-20 14:20,6647.19,6177.60,7.0645,2020,1,0,0.1434,52
V2,S4,BASE_S4,0.236-16,2020-03-21 20:55,6348.42,5899.93,7.0645,2020,1,0,0.2421,259
V2,S4,BASE_S4,0.236-16,2020-03-22 20:50,5871.92,5457.10,7.0645,2020,0,1,10.1129,17250
V2,S4,BASE_S4,0.236-16,2020-03-19 13:35,5732.42,5327.45,7.0645,2020,0,1,10.7035,17250
V2,S4,BASE_S4,0.236-16,2020-03-16 14:35,5050.58,4693.78,7.0645,2020,0,1,14.0595,17250
V2,S4,BASE_S4,0.236-16,2020-03-21 06:05,6067.12,5638.51,7.0645,2020,0,1,9.3321,17250
V2,S4,BASE_S4,0.236-16,2020-03-24 12:00,6733.16,6257.49,7.0645,2020,1,0,0.4726,1008
V2,S4,BASE_S4,0.236-16,2020-03-16 21:50,4935.01,4586.37,7.0645,2020,0,1,14.7202,17250
V2,S4,BASE_S4,0.236-16,2020-03-25 07:25,6648.66,6178.96,7.0645,2020,1,0,0.6585,814
V2,S4,BASE_S4,0.236-16,2020-03-16 01:10,5262.11,4890.37,7.0645,2020,1,0,0.2767,59
V2,S4,BASE_S4,0.236-16,2020-03-23 19:50,6280.84,5837.13,7.0645,2020,0,1,8.5329,17250
V2,S4,BASE_S4,0.236-17,2020-03-25 12:45,6549.53,5950.76,9.1422,2020,1,0,0.4894,1233
V2,S4,BASE_S4,0.236-17,2020-03-24 02:25,6572.56,5971.68,9.1422,2020,1,0,0.6414,1645
V2,S4,BASE_S4,0.236-17,2020-03-20 01:35,6117.63,5558.34,9.1422,2020,0,1,7.0614,17250
V2,S4,BASE_S4,0.236-17,2020-03-27 11:10,6661.51,6052.50,9.1422,2020,1,0,0.0632,367
V2,S4,BASE_S4,0.236-17,2020-03-20 00:55,6196.00,5629.55,9.1422,2020,0,1,6.8338,17250
V2,S4,BASE_S4,0.236-17,2020-03-25 13:10,6588.47,5986.14,9.1422,2020,1,0,0.4219,1228
V2,S4,BASE_S4,0.236-17,2020-03-21 17:15,6149.84,5587.61,9.1422,2020,0,1,6.9672,17250
V2,S4,BASE_S4,0.236-17,2020-03-23 01:30,5891.65,5353.02,9.1422,2020,0,1,7.7518,17250
V2,S4,BASE_S4,0.236-17,2020-03-21 12:15,6152.88,5590.37,9.1422,2020,0,1,6.9583,17250
V2,S4,BASE_S4,0.236-17,2020-03-18 14:55,5293.21,4809.29,9.1422,2020,0,1,9.8649,17250
V2,S4,BASE_S4,0.236-17,2020-03-21 18:35,6198.86,5632.15,9.1422,2020,0,1,6.8256,17250
V2,S4,BASE_S4,0.236-17,2020-03-23 22:50,6400.54,5815.39,9.1422,2020,0,1,6.2658,17250
V2,S4,BASE_S4,0.236-17,2020-03-23 04:30,5925.50,5383.78,9.1422,2020,0,1,7.6451,17250
V2,S4,BASE_S4,0.236-17,2020-03-19 06:35,5382.85,4890.74,9.1422,2020,0,1,9.5185,17250
V2,S4,BASE_S4,0.236-17,2020-03-22 09:25,6260.25,5687.93,9.1422,2020,0,1,6.6514,17250
V2,S4,BASE_S4,0.236-17,2020-03-18 12:10,5102.54,4636.06,9.1422,2020,0,1,10.6423,17250
V2,S4,BASE_S4,0.236-17,2020-03-18 13:00,5112.12,4644.76,9.1422,2020,0,1,10.6018,17250
V2,S4,BASE_S4,0.236-17,2020-03-17 17:55,5362.12,4871.90,9.1422,2020,0,1,9.5976,17250
V2,S4,BASE_S4,0.236-17,2020-03-25 04:10,6568.80,5968.27,9.1422,2020,1,0,0.6480,1336
V2,S4,BASE_S4,0.236-17,2020-03-18 18:05,5223.44,4745.90,9.1422,2020,0,1,10.1428,17250
V2,S4,BASE_S4,0.236-18,2020-04-06 14:25,7084.79,6872.28,2.9995,2020,1,0,1.7642,1063
V2,S4,BASE_S4,0.236-18,2020-04-10 20:40,6908.35,6701.14,2.9995,2020,1,0,1.2965,621
V2,S4,BASE_S4,0.236-18,2020-04-07 21:10,7103.68,6890.61,2.9995,2020,1,0,1.4846,694
V2,S4,BASE_S4,0.236-18,2020-04-12 05:15,6812.52,6608.18,2.9995,2020,1,0,1.7837,231
V2,S4,BASE_S4,0.236-18,2020-04-06 08:15,7080.13,6867.76,2.9995,2020,1,0,1.7873,1170
V2,S4,BASE_S4,0.236-18,2020-04-10 05:25,6964.40,6755.50,2.9995,2020,1,0,0.1704,121
V2,S4,BASE_S4,0.236-18,2020-04-07 21:30,7142.62,6928.38,2.9995,2020,1,0,1.2947,666
V2,S4,BASE_S4,0.236-18,2020-04-03 00:55,6758.54,6555.82,2.9995,2020,1,0,3.4587,3733
V2,S4,BASE_S4,0.236-18,2020-04-11 13:05,6876.63,6670.37,2.9995,2020,1,0,1.4562,425
V2,S4,BASE_S4,0.236-18,2020-04-03 08:30,6907.71,6700.52,2.9995,2020,1,0,0.6771,83
V2,S4,BASE_S4,0.236-18,2020-04-07 16:15,7369.91,7148.85,2.9995,2020,1,0,0.0698,46
V2,S4,BASE_S4,0.236-18,2020-04-11 01:05,6900.79,6693.80,2.9995,2020,1,0,1.3344,568
V2,S4,BASE_S4,0.236-18,2020-04-11 04:20,6920.67,6713.09,2.9995,2020,1,0,1.2348,529
V2,S4,BASE_S4,0.236-18,2020-04-08 01:45,7186.79,6971.22,2.9995,2020,1,0,1.0819,615
V2,S4,BASE_S4,0.236-18,2020-04-08 15:50,7283.54,7065.07,2.9995,2020,1,0,0.4873,446
V2,S4,BASE_S4,0.236-18,2020-04-08 20:10,7324.96,7105.25,2.9995,2020,1,0,0.2960,383
V2,S4,BASE_S4,0.236-18,2020-04-09 21:15,7289.62,7070.97,2.9995,2020,1,0,0.1161,93
V2,S4,BASE_S4,0.236-18,2020-04-07 09:20,7351.31,7130.81,2.9995,2020,1,0,0.4915,131
V2,S4,BASE_S4,0.236-18,2020-04-10 08:05,6923.17,6715.51,2.9995,2020,1,0,1.2223,772
V2,S4,BASE_S4,0.236-18,2020-04-09 11:15,7321.54,7101.93,2.9995,2020,1,0,0.1296,202
V2,S4,BASE_S4,0.236-19,2020-04-05 05:10,6768.45,6543.82,3.3188,2020,1,0,3.0772,3106
V2,S4,BASE_S4,0.236-19,2020-04-12 23:25,7002.75,6770.34,3.3188,2020,1,0,0.0000,12
V2,S4,BASE_S4,0.236-19,2020-04-10 02:10,7269.77,7028.50,3.3188,2020,1,0,0.0083,34
V2,S4,BASE_S4,0.236-19,2020-04-12 23:50,6978.68,6747.07,3.3188,2020,1,0,0.0000,7
V2,S4,BASE_S4,0.236-19,2020-04-11 12:25,6868.09,6640.15,3.3188,2020,1,0,1.3552,433
V2,S4,BASE_S4,0.236-19,2020-04-09 17:30,7307.42,7064.90,3.3188,2020,1,0,0.0313,138
V2,S4,BASE_S4,0.236-19,2020-04-06 14:55,7086.35,6851.17,3.3188,2020,1,0,1.5874,1136
V2,S4,BASE_S4,0.236-19,2020-04-04 22:45,6867.12,6639.21,3.3188,2020,1,0,2.6000,2325
V2,S4,BASE_S4,0.236-19,2020-04-11 01:50,6889.33,6660.68,3.3188,2020,1,0,1.2581,560
V2,S4,BASE_S4,0.236-19,2020-04-10 09:45,6886.48,6657.93,3.3188,2020,1,0,1.2711,753
V2,S4,BASE_S4,0.236-19,2020-04-05 18:35,6794.53,6569.03,3.3188,2020,1,0,2.9497,2945
V2,S4,BASE_S4,0.236-19,2020-04-12 04:15,6791.55,6566.15,3.3188,2020,1,0,1.7101,1101
V2,S4,BASE_S4,0.236-19,2020-04-13 04:25,6690.55,6468.50,3.3188,2020,1,0,1.2945,816
V2,S4,BASE_S4,0.236-19,2020-04-06 09:30,7123.16,6886.75,3.3188,2020,1,0,1.4235,1122
V2,S4,BASE_S4,0.236-19,2020-04-09 08:55,7331.51,7088.19,3.3188,2020,1,0,0.0760,230
V2,S4,BASE_S4,0.236-19,2020-04-13 22:10,6855.51,6627.99,3.3188,2020,1,0,0.5384,586
V2,S4,BASE_S4,0.236-19,2020-04-10 18:20,6855.11,6627.60,3.3188,2020,1,0,1.4148,650
V2,S4,BASE_S4,0.236-19,2020-04-11 12:50,6867.29,6639.38,3.3188,2020,1,0,1.3589,428
V2,S4,BASE_S4,0.236-19,2020-04-13 01:35,6690.00,6467.97,3.3188,2020,0,1,16.6194,17250
V2,S4,BASE_S4,0.236-19,2020-04-08 00:20,7208.05,6968.83,3.3188,2020,1,0,0.8860,632
V2,S4,BASE_S4,0.236-20,2020-04-30 22:50,8708.68,8542.32,1.9103,2020,1,0,2.9533,945
V2,S4,BASE_S4,0.236-20,2020-04-22 07:20,6926.76,6794.44,1.9103,2020,0,1,26.0974,17250
V2,S4,BASE_S4,0.236-20,2020-04-24 13:45,7499.39,7356.13,1.9103,2020,0,1,20.1076,17250
V2,S4,BASE_S4,0.236-20,2020-04-22 10:20,6935.00,6802.52,1.9103,2020,0,1,26.0042,17250
V2,S4,BASE_S4,0.236-20,2020-04-22 21:35,7107.26,6971.49,1.9103,2020,0,1,24.1052,17250
V2,S4,BASE_S4,0.236-20,2020-04-28 10:10,7732.46,7584.75,1.9103,2020,0,1,17.9236,17280
V2,S4,BASE_S4,0.236-20,2020-04-26 08:20,7542.58,7398.50,1.9103,2020,0,1,19.6927,17280
V2,S4,BASE_S4,0.236-20,2020-04-24 05:15,7519.66,7376.01,1.9103,2020,0,1,19.9123,17250
V2,S4,BASE_S4,0.236-20,2020-04-24 12:25,7508.52,7365.09,1.9103,2020,0,1,20.0195,17250
V2,S4,BASE_S4,0.236-20,2020-04-28 21:40,7727.17,7579.56,1.9103,2020,0,1,17.9718,17280
V2,S4,BASE_S4,0.236-20,2020-04-27 13:10,7687.71,7540.85,1.9103,2020,0,1,18.3327,17280
V2,S4,BASE_S4,0.236-20,2020-04-21 17:55,6909.29,6777.30,1.9103,2020,0,1,26.2958,17250
V2,S4,BASE_S4,0.236-20,2020-04-22 07:25,6921.59,6789.37,1.9103,2020,0,1,26.1560,17250
V2,S4,BASE_S4,0.236-20,2020-04-24 04:40,7522.33,7378.63,1.9103,2020,0,1,19.8866,17250
V2,S4,BASE_S4,0.236-20,2020-04-25 19:25,7544.10,7399.99,1.9103,2020,0,1,19.6782,17280
V2,S4,BASE_S4,0.236-20,2020-04-29 22:30,8704.99,8538.70,1.9103,2020,1,0,4.5403,229
V2,S4,BASE_S4,0.236-20,2020-04-24 18:25,7534.70,7390.77,1.9103,2020,0,1,19.7680,17250
V2,S4,BASE_S4,0.236-20,2020-04-27 21:35,7727.76,7580.14,1.9103,2020,0,1,17.9664,17280
V2,S4,BASE_S4,0.236-20,2020-04-29 13:45,8285.00,8126.73,1.9103,2020,1,0,11.2594,3007
V2,S4,BASE_S4,0.236-20,2020-04-22 01:45,6844.90,6714.14,1.9103,2020,0,1,27.0356,17250
V2,S4,BASE_S4,0.236-21,2020-05-07 07:45,9284.40,8956.75,3.5290,2020,1,0,2.3885,774
V2,S4,BASE_S4,0.236-21,2020-05-10 16:05,8655.37,8349.92,3.5290,2020,1,0,0.0686,10
V2,S4,BASE_S4,0.236-21,2020-05-05 23:25,8966.78,8650.34,3.5290,2020,1,0,3.4769,1162
V2,S4,BASE_S4,0.236-21,2020-05-09 18:45,9754.48,9410.24,3.5290,2020,1,0,0.0541,65
V2,S4,BASE_S4,0.236-21,2020-05-13 13:05,9075.71,8755.43,3.5290,2020,1,0,2.7297,3293
V2,S4,BASE_S4,0.236-21,2020-05-10 08:05,8818.23,8507.03,3.5290,2020,1,0,0.1985,102
V2,S4,BASE_S4,0.236-21,2020-05-10 09:10,8794.19,8483.84,3.5290,2020,1,0,0.1798,89
V2,S4,BASE_S4,0.236-21,2020-05-11 07:00,8684.68,8378.20,3.5290,2020,1,0,1.5770,115
V2,S4,BASE_S4,0.236-21,2020-05-11 23:30,8525.30,8224.44,3.5290,2020,0,1,6.1647,17238
V2,S4,BASE_S4,0.236-21,2020-05-12 21:55,8764.75,8455.44,3.5290,2020,0,1,5.2221,17238
V2,S4,BASE_S4,0.236-21,2020-05-14 20:30,9819.06,9472.54,3.5290,2020,1,0,0.0902,72
V2,S4,BASE_S4,0.236-21,2020-05-06 05:45,9009.59,8691.64,3.5290,2020,1,0,3.3257,1086
V2,S4,BASE_S4,0.236-21,2020-05-11 20:05,8711.31,8403.89,3.5290,2020,0,1,5.4280,17238
V2,S4,BASE_S4,0.236-21,2020-05-11 16:45,8545.97,8244.38,3.5290,2020,1,0,0.4206,18
V2,S4,BASE_S4,0.236-21,2020-05-06 04:45,9011.78,8693.75,3.5290,2020,1,0,3.3180,1098
V2,S4,BASE_S4,0.236-21,2020-05-14 00:35,9319.36,8990.48,3.5290,2020,1,0,1.9175,2185
V2,S4,BASE_S4,0.236-21,2020-05-09 00:25,9849.15,9501.57,3.5290,2020,1,0,0.1873,283
V2,S4,BASE_S4,0.236-21,2020-05-07 22:55,9863.88,9515.78,3.5290,2020,1,0,0.5835,589
V2,S4,BASE_S4,0.236-21,2020-05-11 17:45,8553.30,8251.45,3.5290,2020,1,0,0.1685,6
V2,S4,BASE_S4,0.236-21,2020-05-10 07:30,8776.98,8467.24,3.5290,2020,1,0,0.3972,109
V2,S4,BASE_S4,0.236-22,2020-05-24 03:10,9180.01,8956.32,2.4367,2020,1,0,0.5275,154
V2,S4,BASE_S4,0.236-22,2020-05-19 11:10,9798.36,9559.61,2.4367,2020,1,0,0.4140,338
V2,S4,BASE_S4,0.236-22,2020-05-27 05:10,8858.02,8642.18,2.4367,2020,0,1,7.0514,17238
V2,S4,BASE_S4,0.236-22,2020-05-22 03:10,9049.83,8829.32,2.4367,2020,1,0,1.1701,820
V2,S4,BASE_S4,0.236-22,2020-05-19 21:55,9678.74,9442.90,2.4367,2020,1,0,0.6923,215
V2,S4,BASE_S4,0.236-22,2020-05-24 06:45,9274.63,9048.64,2.4367,2020,1,0,0.1034,84
V2,S4,BASE_S4,0.236-22,2020-05-26 12:45,8809.38,8594.73,2.4367,2020,0,1,7.3170,17238
V2,S4,BASE_S4,0.236-22,2020-05-27 08:40,8936.37,8718.62,2.4367,2020,0,1,6.6298,17238
V2,S4,BASE_S4,0.236-22,2020-05-27 12:00,9148.87,8925.94,2.4367,2020,1,0,5.5226,5406
V2,S4,BASE_S4,0.236-22,2020-05-19 18:00,9659.50,9424.13,2.4367,2020,1,0,0.7754,262
V2,S4,BASE_S4,0.236-22,2020-05-22 04:25,9006.71,8787.25,2.4367,2020,1,0,1.3722,805
V2,S4,BASE_S4,0.236-22,2020-05-21 08:35,9396.23,9167.28,2.4367,2020,1,0,0.1593,67
V2,S4,BASE_S4,0.236-22,2020-05-26 21:50,8842.09,8626.64,2.4367,2020,0,1,7.1381,17238
V2,S4,BASE_S4,0.236-22,2020-05-22 01:15,9103.71,8881.88,2.4367,2020,1,0,0.9203,760
V2,S4,BASE_S4,0.236-22,2020-05-24 11:40,9193.88,8969.86,2.4367,2020,1,0,0.0000,52
V2,S4,BASE_S4,0.236-22,2020-05-23 07:00,9244.72,9019.46,2.4367,2020,1,0,0.2365,372
V2,S4,BASE_S4,0.236-22,2020-05-21 18:40,8964.64,8746.20,2.4367,2020,1,0,1.5712,922
V2,S4,BASE_S4,0.236-22,2020-05-24 23:05,9044.04,8823.67,2.4367,2020,1,0,0.0000,5
V2,S4,BASE_S4,0.236-22,2020-05-26 22:15,8835.75,8620.45,2.4367,2020,0,1,7.1727,17238
V2,S4,BASE_S4,0.236-22,2020-05-22 15:30,9173.03,8949.51,2.4367,2020,1,0,0.6032,585
V2,S4,BASE_S4,0.236-23,2020-06-09 10:45,9660.53,9313.90,3.5881,2020,1,0,0.9583,650
V2,S4,BASE_S4,0.236-23,2020-06-04 23:15,9818.25,9465.96,3.5881,2020,1,0,0.1185,734
V2,S4,BASE_S4,0.236-23,2020-05-31 03:20,9630.58,9285.02,3.5881,2020,1,0,2.1687,721
V2,S4,BASE_S4,0.236-23,2020-06-04 13:40,9728.25,9379.19,3.5881,2020,1,0,0.4394,869
V2,S4,BASE_S4,0.236-23,2020-06-06 15:05,9646.13,9300.01,3.5881,2020,1,0,1.0014,1462
V2,S4,BASE_S4,0.236-23,2020-06-01 18:05,9583.61,9239.74,3.5881,2020,1,0,2.3159,2866
V2,S4,BASE_S4,0.236-23,2020-06-06 17:05,9602.88,9258.31,3.5881,2020,1,0,1.1314,1438
V2,S4,BASE_S4,0.236-23,2020-06-02 14:30,10155.02,9790.64,3.5881,2020,1,0,0.0125,3
V2,S4,BASE_S4,0.236-23,2020-06-06 02:25,9585.59,9241.65,3.5881,2020,1,0,1.1837,1614
V2,S4,BASE_S4,0.236-23,2020-06-07 12:55,9508.40,9167.22,3.5881,2020,1,0,1.4196,1200
V2,S4,BASE_S4,0.236-23,2020-06-01 20:45,9612.57,9267.66,3.5881,2020,1,0,2.2250,224
V2,S4,BASE_S4,0.236-23,2020-06-05 00:20,9789.58,9438.32,3.5881,2020,1,0,0.1855,738
V2,S4,BASE_S4,0.236-23,2020-05-30 13:55,9564.99,9221.78,3.5881,2020,1,0,2.3747,3492
V2,S4,BASE_S4,0.236-23,2020-06-06 13:05,9657.66,9311.13,3.5881,2020,1,0,0.9669,1486
V2,S4,BASE_S4,0.236-23,2020-06-02 04:10,10079.48,9717.81,3.5881,2020,1,0,0.3056,127
V2,S4,BASE_S4,0.236-23,2020-06-06 16:15,9659.60,9313.00,3.5881,2020,1,0,0.9611,1448
V2,S4,BASE_S4,0.236-23,2020-06-01 03:00,9531.70,9189.69,3.5881,2020,1,0,2.4803,3047
V2,S4,BASE_S4,0.236-23,2020-06-07 22:00,9706.84,9358.54,3.5881,2020,1,0,0.8208,1090
V2,S4,BASE_S4,0.236-23,2020-06-07 23:45,9742.48,9392.91,3.5881,2020,1,0,0.7158,1069
V2,S4,BASE_S4,0.236-23,2020-06-05 06:40,9794.75,9443.30,3.5881,2020,1,0,0.1707,662
V2,S4,BASE_S4,0.236-24,2020-08-05 20:20,11673.80,11131.12,4.6487,2020,1,0,0.7252,1736
V2,S4,BASE_S4,0.236-24,2020-07-29 11:25,11029.34,10516.62,4.6487,2020,1,0,2.8059,10418
V2,S4,BASE_S4,0.236-24,2020-08-04 05:05,11295.41,10770.32,4.6487,2020,1,0,2.2331,8728
V2,S4,BASE_S4,0.236-24,2020-08-06 23:40,11757.07,11210.52,4.6487,2020,1,0,0.5677,1400
V2,S4,BASE_S4,0.236-24,2020-08-05 15:15,11664.89,11122.63,4.6487,2020,1,0,1.4810,5794
V2,S4,BASE_S4,0.236-24,2020-08-04 06:40,11250.81,10727.80,4.6487,2020,1,0,2.3273,8709
V2,S4,BASE_S4,0.236-24,2020-08-05 22:50,11646.09,11104.70,4.6487,2020,1,0,1.5181,8224
V2,S4,BASE_S4,0.236-24,2020-08-02 17:45,11227.82,10705.87,4.6487,2020,1,0,2.3761,9152
V2,S4,BASE_S4,0.236-24,2020-08-02 13:20,11091.51,10575.90,4.6487,2020,1,0,2.6696,9243
V2,S4,BASE_S4,0.236-24,2020-08-02 01:45,11902.82,11349.50,4.6487,2020,1,0,0.3988,34
V2,S4,BASE_S4,0.236-24,2020-08-01 20:30,11819.50,11270.05,4.6487,2020,1,0,0.5532,97
V2,S4,BASE_S4,0.236-24,2020-08-05 00:00,11191.99,10671.71,4.6487,2020,1,0,2.4525,8501
V2,S4,BASE_S4,0.236-24,2020-08-01 11:50,11649.32,11107.78,4.6487,2020,1,0,0.8755,201
V2,S4,BASE_S4,0.236-24,2020-08-07 22:00,11597.02,11057.91,4.6487,2020,1,0,1.6156,7658
V2,S4,BASE_S4,0.236-24,2020-07-31 23:35,11316.31,10790.25,4.6487,2020,1,0,1.5343,349
V2,S4,BASE_S4,0.236-24,2020-08-06 12:30,11746.58,11200.52,4.6487,2020,1,0,0.5874,1536
V2,S4,BASE_S4,0.236-24,2020-08-04 10:10,11273.92,10749.83,4.6487,2020,1,0,2.2784,8667
V2,S4,BASE_S4,0.236-24,2020-08-06 15:20,11820.59,11271.09,4.6487,2020,1,0,0.4491,1499
V2,S4,BASE_S4,0.236-24,2020-08-07 22:40,11629.56,11088.94,4.6487,2020,1,0,1.5509,7650
V2,S4,BASE_S4,0.236-24,2020-08-03 16:25,11463.12,10930.24,4.6487,2020,1,0,1.8857,8877
V2,S4,BASE_S4,0.236-25,2020-09-01 21:05,12003.21,11788.46,1.7891,2020,1,0,0.2179,110
