version,test,run,n_trades,blocked,sizing,pf,sum_pm,ret,cagr,mdd,mtm_mdd_close,wr,exp,worst,sharpe,sortino
V2,BH-EM-3x,194,82,0,lev,1.2105,0.0000,-45.7215,-7.8289,76.3312,86.8786,52.4390,0.7724,5.0000,0.1353,0.2461
V2,BH-EM-3x,195,82,0,lev,0.7971,0.0000,-95.4989,-33.8803,97.7042,107.5222,46.3415,-0.7594,5.0000,-0.1497,-0.1944
V2,BH-EM-3x,196,82,0,lev,1.4561,0.0000,-100.0000,-100.0000,100.0000,128.4648,50.0000,2.7764,8.0000,0.2478,0.4846
V2,BH-EM-3x,197,82,0,lev,1.0643,0.0000,-100.0000,-100.0000,100.0000,108.8400,42.6829,0.3325,8.0000,0.0465,0.0748
V2,BH-EM-3x,198,82,0,lev,0.8827,0.0000,-82.2756,-20.6135,94.3039,95.2300,42.6829,-0.5374,6.0000,-0.0964,-0.1588
V2,BH-EM-3x,199,82,0,lev,1.2503,0.0000,-16.0086,-2.3006,57.1735,62.6895,46.3415,0.8472,5.0000,0.1589,0.4123
V3,F1_taker,0,71,4,risk1%,1.1069,-17.1563,3.8896,0.5708,17.0787,18.9475,33.8028,0.0767,11.0000,0.1139,0.2816
V3,F1_taker,0,71,4,30%x10x,0.9861,-17.1563,-50.2511,-9.8903,80.6294,83.0802,33.8028,-0.0725,11.0000,-0.0163,-0.0324
V3,F1_taker,1,71,4,risk1%,1.2993,-139.7885,13.4204,1.8962,18.1561,19.0957,35.2113,0.2106,12.0000,0.2585,0.7786
V3,F1_taker,1,71,4,30%x10x,0.8877,-139.7885,-63.5699,-13.9826,85.4111,86.4104,35.2113,-0.5907,12.0000,-0.1395,-0.2627
V3,F1_taker,2,71,4,risk1%,1.2682,120.4925,11.5911,1.6493,16.5160,18.4494,38.0282,0.1814,8.0000,0.2478,0.6844
V3,F1_taker,2,71,4,30%x10x,1.1049,120.4925,-23.4553,-3.9086,83.8544,85.2148,38.0282,0.5091,8.0000,0.1157,0.2409
V3,F1_taker,3,72,3,risk1%,1.3644,288.9093,16.4937,2.3034,13.6962,14.0083,40.2778,0.2366,6.0000,0.3430,0.9176
V3,F1_taker,3,72,3,30%x10x,1.2799,288.9093,31.3914,4.1564,74.4496,75.3585,40.2778,1.2038,6.0000,0.2843,0.6452
V3,F1_taker,4,71,4,risk1%,1.1301,45.8780,4.9674,0.7258,18.1132,20.5621,36.6197,0.0880,12.0000,0.1417,0.3328
V3,F1_taker,4,71,4,30%x10x,1.0412,45.8780,-36.3983,-6.5273,80.9118,82.8015,36.6197,0.1939,12.0000,0.0454,0.0934
V3,F1_taker,5,71,4,risk1%,1.2461,96.8319,10.7255,1.5313,16.7408,18.1586,36.6197,0.1691,11.0000,0.2377,0.6344
V3,F1_taker,5,71,4,30%x10x,1.0864,96.8319,-26.6549,-4.5187,78.4176,79.2909,36.6197,0.4091,11.0000,0.0949,0.1995
V3,F1_taker,6,72,3,risk1%,1.1621,-139.7796,6.6141,0.9599,17.7716,19.1486,33.3333,0.1161,7.0000,0.1592,0.4314
V3,F1_taker,6,72,3,30%x10x,0.8926,-139.7796,-64.7165,-14.3920,83.2235,85.9137,33.3333,-0.5824,7.0000,-0.1363,-0.2560
V3,F1_taker,7,71,4,risk1%,1.2186,129.0706,9.5405,1.3685,16.8866,18.0868,35.2113,0.1531,10.0000,0.2193,0.5682
V3,F1_taker,7,71,4,30%x10x,1.1178,129.0706,-17.1048,-2.7594,77.6028,79.2399,35.2113,0.5454,10.0000,0.1291,0.2798
V3,F1_taker,8,72,3,risk1%,1.4409,134.7529,20.8656,2.8671,12.7829,15.3623,38.8889,0.2920,10.0000,0.3916,1.1221
V3,F1_taker,8,72,3,30%x10x,1.1196,134.7529,-17.1824,-2.7730,72.9754,75.6921,38.8889,0.5615,10.0000,0.1334,0.2771
V3,F1_taker,9,72,3,risk1%,1.2574,-10.7327,11.2426,1.6019,14.9534,18.5441,37.5000,0.1717,6.0000,0.2531,0.6601
V3,F1_taker,9,72,3,30%x10x,0.9911,-10.7327,-47.0458,-9.0472,83.5918,84.4473,37.5000,-0.0447,6.0000,-0.0106,-0.0206
V3,F1_taker,10,72,3,risk1%,1.1738,162.4620,7.2464,1.0490,13.4061,17.2797,37.5000,0.1176,7.0000,0.1873,0.4479
V3,F1_taker,10,72,3,30%x10x,1.1433,162.4620,-13.3667,-2.1175,73.4989,76.1854,37.5000,0.6769,7.0000,0.1556,0.3311
V3,F1_taker,11,72,3,risk1%,1.2746,-117.0720,12.2143,1.7338,16.4099,18.8466,36.1111,0.1882,11.0000,0.2534,0.7136
V3,F1_taker,11,72,3,30%x10x,0.9035,-117.0720,-59.5734,-12.6366,84.3063,87.1549,36.1111,-0.4878,11.0000,-0.1213,-0.2229
V3,F1_taker,12,72,3,risk1%,1.0883,-62.7596,2.7630,0.4074,16.8369,19.3599,33.3333,0.0635,11.0000,0.0893,0.2348
V3,F1_taker,12,72,3,30%x10x,0.9499,-62.7596,-55.7583,-11.4535,82.3697,83.8845,33.3333,-0.2615,11.0000,-0.0604,-0.1213
V3,F1_taker,13,71,4,risk1%,1.2384,-56.6270,10.6253,1.5176,19.1221,20.7231,35.2113,0.1661,11.0000,0.2429,0.6210
V3,F1_taker,13,71,4,30%x10x,0.9543,-56.6270,-53.5197,-10.7992,85.4782,86.9172,35.2113,-0.2393,11.0000,-0.0561,-0.1090
V3,F1_taker,14,73,2,risk1%,1.1449,9.8143,5.6533,0.8237,14.9251,18.5653,36.9863,0.0981,10.0000,0.1479,0.3775
V3,F1_taker,14,73,2,30%x10x,1.0087,9.8143,-39.0089,-7.1098,76.1783,79.8314,36.9863,0.0403,10.0000,0.0103,0.0210
V3,F1_taker,15,71,4,risk1%,1.1584,-127.5866,6.4801,0.9410,18.1227,20.5442,32.3944,0.1161,8.0000,0.1567,0.4208
V3,F1_taker,15,71,4,30%x10x,0.8957,-127.5866,-62.4549,-13.5950,84.8611,86.8917,32.3944,-0.5391,8.0000,-0.1269,-0.2407
V3,F1_taker,16,72,3,risk1%,1.3905,107.0185,18.6076,2.5781,8.7802,11.2156,37.5000,0.2645,8.0000,0.3632,1.0060
V3,F1_taker,16,72,3,30%x10x,1.0952,107.0185,-24.0871,-4.0273,69.7651,74.1050,37.5000,0.4459,8.0000,0.1060,0.2158
V3,F1_taker,17,72,3,risk1%,1.3512,39.5574,16.4709,2.3004,14.1316,18.2329,36.1111,0.2438,10.0000,0.3075,0.9144
V3,F1_taker,17,72,3,30%x10x,1.0340,39.5574,-36.4743,-6.5440,73.2815,76.5576,36.1111,0.1648,10.0000,0.0398,0.0818
V3,F1_taker,18,72,3,risk1%,1.0563,-201.6194,1.2471,0.1850,19.2406,22.3288,31.9444,0.0415,11.0000,0.0602,0.1514
V3,F1_taker,18,72,3,30%x10x,0.8392,-201.6194,-68.5760,-15.8585,85.9330,88.0731,31.9444,-0.8401,11.0000,-0.2086,-0.3880
V3,F1_taker,19,72,3,risk1%,1.1541,154.2563,5.9190,0.8614,15.3310,18.6986,34.7222,0.1092,10.0000,0.1428,0.4046
V3,F1_taker,19,72,3,30%x10x,1.1391,154.2563,-13.0744,-2.0683,65.8638,68.4183,34.7222,0.6427,10.0000,0.1507,0.3298
V3,F1_taker,20,72,3,risk1%,1.3129,-67.2198,14.4058,2.0277,17.5461,19.2117,36.1111,0.2145,7.0000,0.2929,0.8103
V3,F1_taker,20,72,3,30%x10x,0.9450,-67.2198,-54.9804,-11.2230,83.0286,84.8094,36.1111,-0.2801,7.0000,-0.0667,-0.1288
V3,F1_taker,21,71,4,risk1%,1.1378,-37.3365,5.2280,0.7630,17.9158,19.7324,36.6197,0.0945,6.0000,0.1407,0.3546
V3,F1_taker,21,71,4,30%x10x,0.9693,-37.3365,-52.0649,-10.3882,87.7895,88.5012,36.6197,-0.1578,6.0000,-0.0360,-0.0714
V3,F1_taker,22,72,3,risk1%,1.0334,-119.6391,0.1987,0.0296,19.5802,23.2824,33.3333,0.0239,10.0000,0.0373,0.0888
V3,F1_taker,22,72,3,30%x10x,0.9068,-119.6391,-62.2103,-13.5112,85.3850,87.8152,33.3333,-0.4985,10.0000,-0.1175,-0.2216
V3,F1_taker,23,72,3,risk1%,1.0783,-97.0124,2.3268,0.3437,19.3718,22.3257,36.1111,0.0542,12.0000,0.0821,0.2037
V3,F1_taker,23,72,3,30%x10x,0.9189,-97.0124,-57.2839,-11.9158,83.8982,86.4842,36.1111,-0.4042,12.0000,-0.0992,-0.1909
V3,F1_taker,24,71,4,risk1%,1.2157,20.7361,9.4867,1.3611,16.9003,18.6515,35.2113,0.1512,11.0000,0.2225,0.5607
V3,F1_taker,24,71,4,30%x10x,1.0179,20.7361,-40.4709,-7.4454,78.2433,80.5476,35.2113,0.0876,11.0000,0.0208,0.0418
V3,F1_taker,25,72,3,risk1%,1.1456,45.7223,5.5923,0.8150,14.1130,17.7954,37.5000,0.0972,5.0000,0.1495,0.3724
V3,F1_taker,25,72,3,30%x10x,1.0402,45.7223,-35.0576,-6.2360,76.4453,80.5998,37.5000,0.1905,5.0000,0.0465,0.0914
V3,F1_taker,26,72,3,risk1%,1.2295,19.3196,9.9258,1.4216,15.4689,19.0057,34.7222,0.1611,10.0000,0.2100,0.6041
V3,F1_taker,26,72,3,30%x10x,1.0165,19.3196,-40.1835,-7.3789,79.7799,81.6776,34.7222,0.0805,10.0000,0.0194,0.0407
V3,F1_taker,27,72,3,risk1%,1.1509,2.6727,6.1144,0.8892,18.3226,19.4911,33.3333,0.1085,11.0000,0.1518,0.4019
V3,F1_taker,27,72,3,30%x10x,1.0022,2.6727,-45.7308,-8.7138,84.5266,85.8748,33.3333,0.0111,11.0000,0.0026,0.0054
V3,F1_taker,28,72,3,risk1%,1.3612,91.8457,16.4008,2.2912,12.5716,14.1595,38.8889,0.2371,6.0000,0.3327,0.9198
V3,F1_taker,28,72,3,30%x10x,1.0777,91.8457,-29.7388,-5.1285,82.2514,83.6293,38.8889,0.3827,6.0000,0.0885,0.1783
V3,F1_taker,29,73,2,risk1%,1.0867,-64.3847,2.9951,0.4412,19.3359,22.4383,35.6164,0.0609,8.0000,0.0975,0.2284
V3,F1_taker,29,73,2,30%x10x,0.9426,-64.3847,-50.1768,-9.8703,82.8552,85.7748,35.6164,-0.2646,8.0000,-0.0691,-0.1368
V3,F1_taker,30,74,1,risk1%,1.0236,-102.4975,-0.3226,-0.0482,18.9071,21.6563,35.1351,0.0165,6.0000,0.0262,0.0627
V3,F1_taker,30,74,1,30%x10x,0.9155,-102.4975,-57.9202,-12.1128,82.7802,85.5593,35.1351,-0.4155,6.0000,-0.1050,-0.2022
V3,F1_taker,31,71,4,risk1%,1.0809,141.9030,2.4734,0.3651,17.7706,20.6270,33.8028,0.0582,10.0000,0.0846,0.2130
V3,F1_taker,31,71,4,30%x10x,1.1285,141.9030,-15.3927,-2.4624,75.5118,77.8110,33.8028,0.5996,10.0000,0.1390,0.3177
V3,F1_taker,32,72,3,risk1%,1.1253,-88.0723,4.6947,0.6867,19.3034,23.0193,34.7222,0.0884,6.0000,0.1272,0.3292
V3,F1_taker,32,72,3,30%x10x,0.9253,-88.0723,-55.6759,-11.4290,83.8513,86.5997,34.7222,-0.3670,6.0000,-0.0913,-0.1728
V3,F1_taker,33,72,3,risk1%,1.2702,54.4604,11.6885,1.6626,15.4847,17.3423,36.1111,0.1855,10.0000,0.2319,0.7026
V3,F1_taker,33,72,3,30%x10x,1.0455,54.4604,-36.5938,-6.5702,78.9590,81.1718,36.1111,0.2269,10.0000,0.0529,0.1067
V3,F1_taker,34,71,4,risk1%,1.1645,-46.0109,6.7292,0.9762,15.3472,18.8350,35.2113,0.1138,8.0000,0.1731,0.4253
V3,F1_taker,34,71,4,30%x10x,0.9618,-46.0109,-52.3899,-10.4791,80.3006,83.2627,35.2113,-0.1944,8.0000,-0.0452,-0.0892
V3,F1_taker,35,72,3,risk1%,1.3163,-9.6341,14.5277,2.0440,13.9663,16.5027,37.5000,0.2133,8.0000,0.3080,0.8148
V3,F1_taker,35,72,3,30%x10x,0.9917,-9.6341,-44.7827,-8.4776,83.8436,85.6719,37.5000,-0.0401,8.0000,-0.0098,-0.0197
V3,F1_taker,36,72,3,risk1%,1.1244,-47.1335,4.7244,0.6909,13.1928,15.8443,36.1111,0.0855,10.0000,0.1327,0.3243
V3,F1_taker,36,72,3,30%x10x,0.9601,-47.1335,-50.0176,-9.8274,77.7756,81.1804,36.1111,-0.1964,10.0000,-0.0485,-0.0947
V3,F1_taker,37,71,4,risk1%,1.3920,37.5247,18.2785,2.5356,15.6446,16.5681,36.6197,0.2697,6.0000,0.3318,1.0096
V3,F1_taker,37,71,4,30%x10x,1.0334,37.5247,-36.2888,-6.5033,79.3118,80.7845,36.6197,0.1586,6.0000,0.0380,0.0782
V3,F1_taker,38,74,1,risk1%,1.4151,353.2665,18.9465,2.6218,11.2155,12.7850,43.2432,0.2565,4.0000,0.3999,1.0327
V3,F1_taker,38,74,1,30%x10x,1.3601,353.2665,59.7354,7.2358,64.1979,67.2606,43.2432,1.4322,4.0000,0.3486,0.8065
V3,F1_taker,39,72,3,risk1%,1.3226,9.8766,14.5831,2.0513,16.5036,19.2867,36.1111,0.2235,11.0000,0.2694,0.8404
V3,F1_taker,39,72,3,30%x10x,1.0080,9.8766,-45.9278,-8.7633,82.5041,83.7159,36.1111,0.0412,11.0000,0.0094,0.0186
V3,F1_taker,40,72,3,risk1%,1.3920,142.1496,17.8984,2.4864,14.8025,15.9686,38.8889,0.2554,10.0000,0.3546,0.9965
V3,F1_taker,40,72,3,30%x10x,1.1234,142.1496,-16.5253,-2.6583,78.5479,81.0776,38.8889,0.5923,10.0000,0.1389,0.2917
V3,F1_taker,41,72,3,risk1%,1.1226,1.0099,4.6311,0.6776,15.9394,18.5070,34.7222,0.0864,10.0000,0.1275,0.3223
V3,F1_taker,41,72,3,30%x10x,1.0008,1.0099,-45.7260,-8.7126,78.8259,82.0698,34.7222,0.0042,10.0000,0.0010,0.0020
V3,F1_taker,42,72,3,risk1%,1.3445,0.2925,15.6233,2.1890,17.0459,19.6842,37.5000,0.2307,11.0000,0.3058,0.8819
V3,F1_taker,42,72,3,30%x10x,1.0003,0.2925,-44.5653,-8.4240,79.6245,82.0120,37.5000,0.0012,11.0000,0.0003,0.0006
V3,F1_taker,43,71,4,risk1%,1.3064,55.5086,13.9418,1.9659,13.6241,16.4504,36.6197,0.2112,6.0000,0.2875,0.7873
V3,F1_taker,43,71,4,30%x10x,1.0482,55.5086,-35.2880,-6.2857,75.4502,78.5571,36.6197,0.2345,6.0000,0.0547,0.1092
V3,F1_taker,44,72,3,risk1%,1.0961,74.1608,3.3498,0.4927,11.9558,15.1455,34.7222,0.0676,5.0000,0.1036,0.2528
V3,F1_taker,44,72,3,30%x10x,1.0639,74.1608,-31.0143,-5.3874,71.7808,74.2747,34.7222,0.3090,5.0000,0.0730,0.1551
V3,F1_taker,45,72,3,risk1%,1.3855,245.6214,17.5724,2.4441,8.7962,12.4980,38.8889,0.2499,5.0000,0.3601,0.9710
V3,F1_taker,45,72,3,30%x10x,1.2364,245.6214,16.3021,2.2782,58.1285,61.0857,38.8889,1.0234,5.0000,0.2429,0.5497
V3,F1_taker,46,72,3,risk1%,1.1302,49.0046,5.0228,0.7337,16.9514,18.8988,37.5000,0.0879,11.0000,0.1419,0.3353
V3,F1_taker,46,72,3,30%x10x,1.0418,49.0046,-37.6249,-6.7984,82.3168,83.4433,37.5000,0.2042,11.0000,0.0476,0.0957
V3,F1_taker,47,72,3,risk1%,1.5648,248.8975,26.7074,3.5939,13.0389,15.7147,38.8889,0.3691,10.0000,0.4123,1.4324
V3,F1_taker,47,72,3,30%x10x,1.2431,248.8975,18.7390,2.5951,70.9569,75.1235,38.8889,1.0371,10.0000,0.2485,0.5689
V3,F1_taker,48,72,3,risk1%,1.0739,29.3638,2.3222,0.3430,15.7647,19.2979,34.7222,0.0525,11.0000,0.0830,0.1944
V3,F1_taker,48,72,3,30%x10x,1.0244,29.3638,-42.6886,-7.9681,80.4383,82.6128,34.7222,0.1223,11.0000,0.0279,0.0562
V3,F1_taker,49,71,4,risk1%,1.0984,-72.9164,3.5689,0.5244,16.7041,20.6160,32.3944,0.0722,7.0000,0.1079,0.2614
V3,F1_taker,49,71,4,30%x10x,0.9406,-72.9164,-56.2144,-11.5903,86.9175,89.1387,32.3944,-0.3081,7.0000,-0.0716,-0.1393
V3,F1_taker,50,71,4,risk1%,1.5264,124.7710,24.1328,3.2772,14.4355,16.4302,40.8451,0.3333,10.0000,0.4439,1.3105
V3,F1_taker,50,71,4,30%x10x,1.1089,124.7710,-21.6946,-3.5821,77.4589,79.6502,40.8451,0.5272,10.0000,0.1216,0.2431
V3,F1_taker,51,72,3,risk1%,1.2445,-156.2746,11.1352,1.5873,17.3812,19.8917,33.3333,0.1757,11.0000,0.2333,0.6502
V3,F1_taker,51,72,3,30%x10x,0.8814,-156.2746,-66.6499,-15.1086,86.8723,88.9250,33.3333,-0.6511,11.0000,-0.1517,-0.2823
V3,F1_taker,52,72,3,risk1%,1.0644,-215.1304,1.6063,0.2380,20.1170,23.2073,31.9444,0.0474,11.0000,0.0673,0.1733
V3,F1_taker,52,72,3,30%x10x,0.8336,-215.1304,-70.4548,-16.6288,88.3288,90.3172,31.9444,-0.8964,11.0000,-0.2188,-0.4031
V3,F1_taker,53,72,3,risk1%,1.3492,56.5172,15.6279,2.1896,15.7857,18.0228,37.5000,0.2356,12.0000,0.2861,0.8997
V3,F1_taker,53,72,3,30%x10x,1.0496,56.5172,-34.7776,-6.1758,77.4103,78.8780,37.5000,0.2355,12.0000,0.0560,0.1123
V3,F1_taker,54,73,2,risk1%,1.1279,102.9690,5.0965,0.7442,13.9066,15.2793,32.8767,0.0929,10.0000,0.1344,0.3429
V3,F1_taker,54,73,2,30%x10x,1.0916,102.9690,-24.0338,-4.0173,73.6119,76.0621,32.8767,0.4232,10.0000,0.1019,0.2260
V3,F1_taker,55,72,3,risk1%,1.2960,169.2214,13.3427,1.8858,14.4201,16.7721,36.1111,0.2019,11.0000,0.2731,0.7675
V3,F1_taker,55,72,3,30%x10x,1.1554,169.2214,-8.1184,-1.2550,72.8444,75.9907,36.1111,0.7051,11.0000,0.1663,0.3740
V3,F1_taker,56,72,3,risk1%,1.4186,50.6847,19.6467,2.7117,14.8259,16.4748,37.5000,0.2834,11.0000,0.3447,1.0778
V3,F1_taker,56,72,3,30%x10x,1.0430,50.6847,-37.2375,-6.7123,80.9915,83.2751,37.5000,0.2112,11.0000,0.0495,0.0960
V3,F1_taker,57,72,3,risk1%,1.2828,107.8935,12.5969,1.7855,13.0255,14.8301,38.8889,0.1872,6.0000,0.2846,0.7200
V3,F1_taker,57,72,3,30%x10x,1.0971,107.8935,-24.1696,-4.0429,76.2279,78.6861,38.8889,0.4496,6.0000,0.1062,0.2188
V3,F1_taker,58,72,3,risk1%,1.0981,-304.8865,3.5056,0.5153,18.7078,21.6424,31.9444,0.0720,12.0000,0.1053,0.2636
V3,F1_taker,58,72,3,30%x10x,0.7715,-304.8865,-77.3938,-19.8922,90.6522,92.3847,31.9444,-1.2704,12.0000,-0.3127,-0.5497
V3,F1_taker,59,74,1,risk1%,1.4204,58.0814,20.3081,2.7962,14.0565,16.3015,37.8378,0.2835,11.0000,0.3542,1.0938
V3,F1_taker,59,74,1,30%x10x,1.0493,58.0814,-35.7290,-6.3812,80.3902,83.2716,37.8378,0.2355,11.0000,0.0565,0.1132
V3,F1_taker,60,71,4,risk1%,1.2419,111.0487,10.7554,1.5354,16.7998,18.9515,35.2113,0.1689,10.0000,0.2406,0.6305
V3,F1_taker,60,71,4,30%x10x,1.0959,111.0487,-23.2392,-3.8682,77.3079,80.0290,35.2113,0.4692,10.0000,0.1092,0.2313
V3,F1_taker,61,72,3,risk1%,1.1925,-22.1491,8.4217,1.2134,15.4821,17.3571,33.3333,0.1388,10.0000,0.1933,0.5115
V3,F1_taker,61,72,3,30%x10x,0.9813,-22.1491,-48.4708,-9.4165,78.3979,81.7123,33.3333,-0.0923,10.0000,-0.0219,-0.0436
V3,F1_taker,62,72,3,risk1%,1.1114,-72.3666,4.0975,0.6008,21.8396,23.4637,33.3333,0.0799,11.0000,0.1164,0.2960
V3,F1_taker,62,72,3,30%x10x,0.9417,-72.3666,-55.8392,-11.4777,88.9074,89.8444,33.3333,-0.3015,11.0000,-0.0711,-0.1432
V3,F1_taker,63,72,3,risk1%,1.2112,28.2517,9.3324,1.3398,14.6224,17.4655,34.7222,0.1480,10.0000,0.2170,0.5538
V3,F1_taker,63,72,3,30%x10x,1.0241,28.2517,-40.3730,-7.4227,75.0360,78.6970,34.7222,0.1177,10.0000,0.0279,0.0553
V3,F1_taker,64,72,3,risk1%,1.2075,-7.4086,8.9958,1.2932,18.0477,19.1858,36.1111,0.1433,7.0000,0.2117,0.5403
V3,F1_taker,64,72,3,30%x10x,0.9938,-7.4086,-46.5017,-8.9084,83.7580,85.7350,36.1111,-0.0309,7.0000,-0.0073,-0.0143
V3,F1_taker,65,73,2,risk1%,1.2431,141.1366,11.0659,1.5778,15.8562,19.1697,36.9863,0.1672,10.0000,0.2503,0.6331
V3,F1_taker,65,73,2,30%x10x,1.1280,141.1366,-15.7595,-2.5256,73.0001,76.4455,36.9863,0.5800,10.0000,0.1396,0.2920
V3,F1_taker,66,71,4,risk1%,1.1638,-57.4135,6.8552,0.9939,20.9394,24.6520,32.3944,0.1202,11.0000,0.1652,0.4360
V3,F1_taker,66,71,4,30%x10x,0.9523,-57.4135,-53.0628,-10.6689,85.1124,86.1943,32.3944,-0.2426,11.0000,-0.0572,-0.1153
V3,F1_taker,67,72,3,risk1%,1.3557,62.9458,16.2528,2.2718,12.6542,16.6493,37.5000,0.2379,5.0000,0.3177,0.9118
V3,F1_taker,67,72,3,30%x10x,1.0538,62.9458,-34.9347,-6.2095,75.1391,78.8525,37.5000,0.2623,5.0000,0.0612,0.1222
V3,F1_taker,68,72,3,risk1%,1.2367,9.3600,10.5987,1.5140,17.2190,19.4918,34.7222,0.1662,11.0000,0.2324,0.6221
V3,F1_taker,68,72,3,30%x10x,1.0078,9.3600,-44.3526,-8.3717,83.7258,85.7088,34.7222,0.0390,11.0000,0.0091,0.0182
V3,F1_taker,69,73,2,risk1%,1.1369,-147.8405,5.4897,0.8004,17.3059,20.3268,32.8767,0.0993,11.0000,0.1401,0.3675
V3,F1_taker,69,73,2,30%x10x,0.8832,-147.8405,-64.8608,-14.4443,84.7312,87.2204,32.8767,-0.6076,11.0000,-0.1466,-0.2736
V3,F1_taker,70,71,4,risk1%,1.3510,182.2596,15.6234,2.1890,12.3886,13.6452,39.4366,0.2302,5.0000,0.3237,0.8827
V3,F1_taker,70,71,4,30%x10x,1.1748,182.2596,-1.0872,-0.1629,66.4764,69.1478,39.4366,0.7701,5.0000,0.1852,0.4000
V3,F1_taker,71,71,4,risk1%,1.1566,-145.9231,5.9571,0.8668,19.0436,22.7752,29.5775,0.1192,11.0000,0.1357,0.4248
V3,F1_taker,71,71,4,30%x10x,0.8904,-145.9231,-66.7699,-15.1542,85.5334,86.8519,29.5775,-0.6166,11.0000,-0.1377,-0.2633
V3,F1_taker,72,71,4,risk1%,1.1093,-131.9255,3.9636,0.5815,20.0520,23.1856,32.3944,0.0796,12.0000,0.1135,0.2906
V3,F1_taker,72,71,4,30%x10x,0.8962,-131.9255,-63.0791,-13.8107,88.7260,90.0105,32.3944,-0.5574,12.0000,-0.1300,-0.2546
V3,F1_taker,73,71,4,risk1%,1.2610,91.8789,11.4974,1.6366,14.2528,16.5347,35.2113,0.1825,8.0000,0.2395,0.6802
V3,F1_taker,73,71,4,30%x10x,1.0812,91.8789,-26.3961,-4.4685,72.3122,75.1903,35.2113,0.3882,8.0000,0.0912,0.1980
V3,F1_taker,74,72,3,risk1%,1.3079,-81.8088,13.9721,1.9700,16.2639,20.2615,36.1111,0.2104,10.0000,0.2810,0.8009
V3,F1_taker,74,72,3,30%x10x,0.9324,-81.8088,-55.5438,-11.3896,81.1618,83.9736,36.1111,-0.3409,10.0000,-0.0836,-0.1587
V3,F1_taker,75,71,4,risk1%,1.2017,275.4789,8.6748,1.2486,14.1089,15.6275,36.6197,0.1392,10.0000,0.2118,0.5186
V3,F1_taker,75,71,4,30%x10x,1.2747,275.4789,28.7633,3.8429,70.5198,71.7125,36.6197,1.1640,10.0000,0.2745,0.6566
V3,F1_taker,76,71,4,risk1%,1.0827,-173.5893,2.6012,0.3838,19.1420,21.0029,30.9859,0.0620,11.0000,0.0867,0.2225
V3,F1_taker,76,71,4,30%x10x,0.8634,-173.5893,-67.0182,-15.2491,87.2770,88.5953,30.9859,-0.7335,11.0000,-0.1735,-0.3299
V3,F1_taker,77,72,3,risk1%,1.2074,-12.3569,8.7374,1.2573,18.0009,18.3230,34.7222,0.1456,11.0000,0.1911,0.5451
V3,F1_taker,77,72,3,30%x10x,0.9901,-12.3569,-49.7742,-9.7620,85.5915,86.2016,34.7222,-0.0515,11.0000,-0.0117,-0.0232
V3,F1_taker,78,72,3,risk1%,1.2899,39.7067,12.8582,1.8207,15.0374,16.3165,38.8889,0.1909,11.0000,0.2864,0.7382
V3,F1_taker,78,72,3,30%x10x,1.0350,39.7067,-36.4510,-6.5388,80.8855,83.1828,38.8889,0.1654,11.0000,0.0399,0.0816
V3,F1_taker,79,71,4,risk1%,1.0881,-91.6384,3.0758,0.4529,18.7561,21.8767,32.3944,0.0642,11.0000,0.0989,0.2343
V3,F1_taker,79,71,4,30%x10x,0.9273,-91.6384,-59.2173,-12.5223,85.4200,86.1752,32.3944,-0.3872,11.0000,-0.0893,-0.1700
V3,F1_taker,80,71,4,risk1%,1.2826,-109.1542,12.5292,1.7763,19.0574,20.0154,36.6197,0.1933,11.0000,0.2645,0.7283
V3,F1_taker,80,71,4,30%x10x,0.9141,-109.1542,-61.1682,-13.1595,86.7082,88.5917,36.6197,-0.4612,11.0000,-0.1070,-0.1977
V3,F1_taker,81,72,3,risk1%,1.2473,-26.9192,10.5853,1.5121,17.8498,19.8175,36.1111,0.1707,11.0000,0.2173,0.6442
V3,F1_taker,81,72,3,30%x10x,0.9784,-26.9192,-51.4621,-10.2210,84.3654,87.1235,36.1111,-0.1122,11.0000,-0.0257,-0.0509
V3,F1_taker,82,72,3,risk1%,0.9978,-221.6725,-1.7823,-0.2679,23.4661,26.1652,31.9444,-0.0016,12.0000,-0.0024,-0.0058
V3,F1_taker,82,72,3,30%x10x,0.8258,-221.6725,-71.2182,-16.9537,90.5535,91.9513,31.9444,-0.9236,12.0000,-0.2248,-0.4093
V3,F1_taker,83,73,2,risk1%,1.3220,-104.7594,14.6910,2.0656,14.7559,17.2132,35.6164,0.2219,11.0000,0.2709,0.8487
V3,F1_taker,83,73,2,30%x10x,0.9189,-104.7594,-60.6141,-12.9758,84.1242,86.2236,35.6164,-0.4305,11.0000,-0.1023,-0.1955
V3,F1_taker,84,72,3,risk1%,1.2414,92.9498,10.6508,1.5211,12.1436,14.3648,37.5000,0.1622,10.0000,0.2511,0.6187
V3,F1_taker,84,72,3,30%x10x,1.0847,92.9498,-26.2462,-4.4395,71.1969,75.8519,37.5000,0.3873,10.0000,0.0931,0.1876
V3,F1_taker,85,73,2,risk1%,1.2573,-82.9521,11.6983,1.6639,17.5488,19.1620,35.6164,0.1789,11.0000,0.2461,0.6775
V3,F1_taker,85,73,2,30%x10x,0.9315,-82.9521,-55.5993,-11.4061,83.4805,84.7782,35.6164,-0.3409,11.0000,-0.0844,-0.1642
V3,F1_taker,86,71,4,risk1%,1.1651,82.0622,6.7705,0.9820,14.5904,15.6400,36.6197,0.1139,8.0000,0.1747,0.4261
