version,test,run,n_trades,blocked,sizing,pf,sum_pm,ret,cagr,mdd,mtm_mdd_close,wr,exp,worst,sharpe,sortino
V2,F1b_matched,32,80,2,risk1%,1.4433,187.3155,25.2141,3.0454,16.9356,22.8890,20.0000,0.3806,11.0000,0.2584,1.2878
V2,F1b_matched,32,80,2,30%x10x,1.1727,187.3155,-26.5602,-4.0350,66.9879,73.7451,20.0000,0.7024,11.0000,0.1280,0.4804
V2,F1b_matched,33,80,2,risk1%,1.6020,396.3107,39.0730,4.4987,15.4723,19.7370,20.0000,0.5177,11.0000,0.3431,1.7423
V2,F1b_matched,33,80,2,30%x10x,1.3641,396.3107,21.3734,2.6180,63.2603,70.2083,20.0000,1.4862,11.0000,0.2557,1.0060
V2,F1b_matched,34,81,1,risk1%,1.3157,63.8762,15.6770,1.9620,28.7630,33.4617,17.2840,0.2759,19.0000,0.1916,0.9324
V2,F1b_matched,34,81,1,30%x10x,1.0574,63.8762,-47.9739,-8.3486,80.3713,84.6362,17.2840,0.2366,19.0000,0.0442,0.1626
V2,F1b_matched,35,80,2,risk1%,1.3682,85.8053,19.7442,2.4331,23.2252,29.4381,17.5000,0.3253,11.0000,0.2201,1.0793
V2,F1b_matched,35,80,2,30%x10x,1.0761,85.8053,-45.8301,-7.8535,77.7993,82.7692,17.5000,0.3218,11.0000,0.0586,0.2133
V2,F1b_matched,36,80,2,risk1%,1.5887,291.8126,37.4530,4.3355,18.1740,23.5249,20.0000,0.5047,13.0000,0.3313,1.7022
V2,F1b_matched,36,80,2,30%x10x,1.2682,291.8126,-6.0071,-0.8231,68.3488,74.5851,20.0000,1.0943,13.0000,0.1928,0.7437
V2,F1b_matched,37,81,1,risk1%,1.2411,38.5092,9.7590,1.2501,29.4848,34.8634,17.2840,0.2109,19.0000,0.1458,0.7119
V2,F1b_matched,37,81,1,30%x10x,1.0347,38.5092,-52.2538,-9.3923,80.7164,84.7845,17.2840,0.1426,19.0000,0.0263,0.0982
V2,F1b_matched,38,80,2,risk1%,1.6199,322.1986,40.5798,4.6491,23.0659,29.5043,17.5000,0.5447,20.0000,0.3402,1.8246
V2,F1b_matched,38,80,2,30%x10x,1.2905,322.1986,-4.6028,-0.6267,70.6529,77.5281,17.5000,1.2082,20.0000,0.2053,0.8201
V2,F1b_matched,39,80,2,risk1%,1.9370,722.3922,68.0855,7.1740,12.6615,17.9849,23.7500,0.7703,11.0000,0.4797,2.6432
V2,F1b_matched,39,80,2,30%x10x,1.7099,722.3922,184.7270,14.9816,50.4557,62.4543,23.7500,2.7090,11.0000,0.4443,1.9330
V2,F1b_matched,40,80,2,risk1%,1.4256,176.6848,24.1495,2.9281,20.1391,26.7218,18.7500,0.3704,13.0000,0.2512,1.2429
V2,F1b_matched,40,80,2,30%x10x,1.1593,176.6848,-30.7393,-4.7822,71.3866,77.9259,18.7500,0.6626,13.0000,0.1195,0.4441
V2,F1b_matched,41,80,2,risk1%,1.4931,330.1280,30.2400,3.5878,20.9698,25.1548,18.7500,0.4354,20.0000,0.2885,1.4459
V2,F1b_matched,41,80,2,30%x10x,1.2998,330.1280,0.4210,0.0561,68.3493,75.1787,18.7500,1.2380,20.0000,0.2137,0.8403
V2,F1b_matched,42,80,2,risk1%,1.6264,347.4793,40.4381,4.6350,17.8904,24.2141,21.2500,0.5310,11.0000,0.3497,1.8064
V2,F1b_matched,42,80,2,30%x10x,1.3223,347.4793,9.6029,1.2309,67.7634,74.6491,21.2500,1.3030,11.0000,0.2284,0.8906
V2,F1b_matched,43,80,2,risk1%,1.4993,249.9475,30.5453,3.6202,15.8751,22.2629,20.0000,0.4352,11.0000,0.2926,1.4542
V2,F1b_matched,43,80,2,30%x10x,1.2259,249.9475,-15.4925,-2.2208,65.0824,72.2040,20.0000,0.9373,11.0000,0.1672,0.6287
V2,F1b_matched,44,80,2,risk1%,1.4695,214.9232,27.9791,3.3461,18.6510,24.2166,20.0000,0.4103,13.0000,0.2756,1.3670
V2,F1b_matched,44,80,2,30%x10x,1.1935,214.9232,-23.1736,-3.4560,69.6182,75.6882,20.0000,0.8060,13.0000,0.1442,0.5389
V2,F1b_matched,45,81,1,risk1%,1.4802,215.4417,29.1326,3.4699,23.3521,30.9428,17.2840,0.4211,14.0000,0.2797,1.4183
V2,F1b_matched,45,81,1,30%x10x,1.1923,215.4417,-24.2702,-3.6410,73.5279,79.3827,17.2840,0.7979,14.0000,0.1429,0.5441
V2,F1b_matched,46,80,2,risk1%,1.6569,365.1954,42.6671,4.8550,16.9756,23.4503,21.2500,0.5510,11.0000,0.3628,1.8905
V2,F1b_matched,46,80,2,30%x10x,1.3402,365.1954,14.7457,1.8521,66.2949,73.5620,21.2500,1.3695,11.0000,0.2396,0.9338
V2,F1b_matched,47,80,2,risk1%,1.2712,51.3902,11.9664,1.5194,24.8411,31.1080,17.5000,0.2379,20.0000,0.1633,0.7961
V2,F1b_matched,47,80,2,30%x10x,1.0466,51.3902,-49.4932,-8.7103,78.7509,80.3938,17.5000,0.1927,20.0000,0.0357,0.1308
V2,F1b_matched,48,80,2,risk1%,1.3700,207.1178,19.9757,2.4595,24.6109,30.6299,17.5000,0.3281,13.0000,0.2215,1.0897
V2,F1b_matched,48,80,2,30%x10x,1.1882,207.1178,-25.9416,-3.9275,79.4981,84.0455,17.5000,0.7767,13.0000,0.1379,0.5362
V2,F1b_matched,49,80,2,risk1%,1.4239,165.8637,24.5101,2.9679,22.5440,27.8510,16.2500,0.3774,20.0000,0.2519,1.2547
V2,F1b_matched,49,80,2,30%x10x,1.1472,165.8637,-34.0334,-5.3992,73.6571,79.2110,16.2500,0.6220,20.0000,0.1111,0.4162
V2,F1b_matched,50,79,3,risk1%,1.7272,450.5816,48.5617,5.4230,16.2187,21.5574,21.5190,0.6095,13.0000,0.3962,2.0671
V2,F1b_matched,50,79,3,30%x10x,1.4305,450.5816,46.7633,5.2518,60.4957,69.1392,21.5190,1.7111,13.0000,0.2945,1.1719
V2,F1b_matched,51,80,2,risk1%,1.5923,288.5687,37.4319,4.3334,16.2642,21.9055,20.0000,0.5026,11.0000,0.3334,1.7101
V2,F1b_matched,51,80,2,30%x10x,1.2662,288.5687,-5.7385,-0.7854,65.4193,72.6012,20.0000,1.0821,11.0000,0.1925,0.7361
V2,F1b_matched,52,81,1,risk1%,1.4396,158.5097,25.5553,3.0828,24.9898,33.6320,19.7531,0.3834,17.0000,0.2583,1.2891
V2,F1b_matched,52,81,1,30%x10x,1.1420,158.5097,-33.5697,-5.3107,76.3444,80.4386,19.7531,0.5871,17.0000,0.1077,0.3996
V2,F1b_matched,53,80,2,risk1%,1.5868,425.3290,36.7018,4.2592,17.1961,23.8090,21.2500,0.4936,11.0000,0.3308,1.6866
V2,F1b_matched,53,80,2,30%x10x,1.4046,425.3290,34.3971,4.0230,66.6186,74.0176,21.2500,1.5950,11.0000,0.2764,1.1192
V2,F1b_matched,54,80,2,risk1%,1.2553,46.5827,11.2920,1.4376,24.2396,29.1289,16.2500,0.2326,11.0000,0.1580,0.7594
V2,F1b_matched,54,80,2,30%x10x,1.0408,46.5827,-52.3285,-9.4112,80.1807,81.7897,16.2500,0.1747,11.0000,0.0316,0.1160
V2,F1b_matched,55,80,2,risk1%,1.7734,439.1017,54.5679,5.9819,15.4798,24.1475,21.2500,0.6565,11.0000,0.4239,2.2284
V2,F1b_matched,55,80,2,30%x10x,1.4067,439.1017,39.8236,4.5738,63.5082,70.9849,21.2500,1.6466,11.0000,0.2860,1.1245
V2,F1b_matched,56,81,1,risk1%,1.3540,100.4005,19.1580,2.3661,24.1351,29.0932,17.2840,0.3152,17.0000,0.2160,1.0509
V2,F1b_matched,56,81,1,30%x10x,1.0878,100.4005,-43.9870,-7.4412,75.4608,80.6152,17.2840,0.3719,17.0000,0.0683,0.2492
V2,F1b_matched,57,81,1,risk1%,1.5155,218.0173,30.9501,3.6630,23.7407,30.2709,20.9877,0.4329,17.0000,0.2957,1.4874
V2,F1b_matched,57,81,1,30%x10x,1.2028,218.0173,-18.4370,-2.6823,74.5749,79.2051,20.9877,0.8075,17.0000,0.1508,0.5616
V2,F1b_matched,58,80,2,risk1%,1.6766,472.9978,45.6498,5.1449,18.1252,26.4713,20.0000,0.5796,13.0000,0.3777,1.9639
V2,F1b_matched,58,80,2,30%x10x,1.4440,472.9978,50.2457,5.5816,68.5205,75.0107,20.0000,1.7737,13.0000,0.3035,1.2473
V2,F1b_matched,59,80,2,risk1%,1.6884,444.6247,47.2942,5.3025,17.0870,21.8317,20.0000,0.5954,13.0000,0.3854,2.0007
V2,F1b_matched,59,80,2,30%x10x,1.4066,444.6247,34.9970,4.0848,66.1884,73.3234,20.0000,1.6673,13.0000,0.2822,1.1330
V2,F1b_matched,60,80,2,risk1%,1.3402,86.5323,17.6801,2.1958,24.1030,30.3605,16.2500,0.3029,13.0000,0.2056,1.0042
V2,F1b_matched,60,80,2,30%x10x,1.0771,86.5323,-45.3076,-7.7354,76.4486,81.8881,16.2500,0.3245,13.0000,0.0594,0.2183
V2,F1b_matched,61,81,1,risk1%,1.3295,102.5089,17.0752,2.1255,26.8065,32.6837,18.5185,0.2921,17.0000,0.2013,0.9734
V2,F1b_matched,61,81,1,30%x10x,1.0905,102.5089,-43.4228,-7.3174,82.5755,84.0874,18.5185,0.3797,17.0000,0.0698,0.2564
V2,F1b_matched,62,80,2,risk1%,1.6605,463.0171,42.9750,4.8852,13.8442,19.6262,22.5000,0.5522,11.0000,0.3664,1.8825
V2,F1b_matched,62,80,2,30%x10x,1.4440,463.0171,49.0088,5.4652,60.0842,68.3572,22.5000,1.7363,11.0000,0.2998,1.2191
V2,F1b_matched,63,80,2,risk1%,1.6424,351.1652,43.1974,4.9070,22.2248,24.5829,18.7500,0.5594,13.0000,0.3628,1.8714
V2,F1b_matched,63,80,2,30%x10x,1.3168,351.1652,6.1859,0.8040,76.4401,78.8780,18.7500,1.3169,13.0000,0.2266,0.8852
V2,F1b_matched,64,81,1,risk1%,1.3238,176.4332,16.4166,2.0487,22.7972,26.7421,17.2840,0.2866,17.0000,0.1958,0.9548
V2,F1b_matched,64,81,1,30%x10x,1.1584,176.4332,-33.2830,-5.2563,72.5495,77.7921,17.2840,0.6535,17.0000,0.1163,0.4480
V2,F1b_matched,65,80,2,risk1%,1.5184,248.3728,30.7133,3.6380,15.8518,22.5699,21.2500,0.4362,11.0000,0.2938,1.4928
V2,F1b_matched,65,80,2,30%x10x,1.2307,248.3728,-14.8775,-2.1261,64.4941,72.3905,21.2500,0.9314,11.0000,0.1668,0.6326
V2,F1b_matched,66,81,1,risk1%,1.5338,355.5192,33.1061,3.8891,25.0235,33.4676,18.5185,0.4565,17.0000,0.3064,1.5552
V2,F1b_matched,66,81,1,30%x10x,1.3305,355.5192,11.3196,1.4410,76.3099,80.3241,18.5185,1.3167,17.0000,0.2330,0.9303
V2,F1b_matched,67,80,2,risk1%,1.7625,504.4696,54.1448,5.9431,15.0050,19.9059,21.2500,0.6538,11.0000,0.4208,2.2015
V2,F1b_matched,67,80,2,30%x10x,1.4648,504.4696,59.8934,6.4619,61.4328,70.3307,21.2500,1.8918,11.0000,0.3193,1.2851
V2,F1b_matched,68,80,2,risk1%,1.5964,353.2730,38.9199,4.4834,20.2990,29.6921,20.0000,0.5175,11.0000,0.3412,1.7313
V2,F1b_matched,68,80,2,30%x10x,1.3246,353.2730,11.3468,1.4443,74.3004,78.8874,20.0000,1.3248,11.0000,0.2332,0.9093
V2,F1b_matched,69,81,1,risk1%,1.2851,192.6436,13.5891,1.7145,30.5573,35.9262,17.2840,0.2547,19.0000,0.1751,0.8439
V2,F1b_matched,69,81,1,30%x10x,1.1724,192.6436,-30.2271,-4.6885,82.0484,85.8990,17.2840,0.7135,19.0000,0.1268,0.4925
V2,F1b_matched,70,80,2,risk1%,1.6284,411.0868,39.4705,4.5385,14.4398,18.9989,21.2500,0.5207,11.0000,0.3455,1.7953
V2,F1b_matched,70,80,2,30%x10x,1.3917,411.0868,27.7204,3.3182,60.8941,68.6749,21.2500,1.5416,11.0000,0.2652,1.0696
V2,F1b_matched,71,81,1,risk1%,1.3908,166.4138,21.2376,2.6027,23.0057,28.9374,20.9877,0.3345,17.0000,0.2316,1.1373
V2,F1b_matched,71,81,1,30%x10x,1.1523,166.4138,-31.3871,-4.9015,73.5262,79.1189,20.9877,0.6163,17.0000,0.1135,0.4245
V2,F1b_matched,72,80,2,risk1%,1.6569,374.4870,43.1508,4.9024,19.7013,20.3032,20.0000,0.5570,13.0000,0.3641,1.8876
V2,F1b_matched,72,80,2,30%x10x,1.3479,374.4870,15.4746,1.9381,71.2182,71.5346,20.0000,1.4043,13.0000,0.2430,0.9562
V2,F1b_matched,73,80,2,risk1%,1.4411,157.9080,26.0154,3.1331,22.5610,29.0394,18.7500,0.3908,20.0000,0.2629,1.2936
V2,F1b_matched,73,80,2,30%x10x,1.1400,157.9080,-33.5122,-5.2998,74.0071,78.8880,18.7500,0.5922,20.0000,0.1078,0.3932
V2,F1b_matched,74,80,2,risk1%,1.4269,158.5939,24.8344,3.0036,21.2936,28.7673,17.5000,0.3847,11.0000,0.2515,1.2627
V2,F1b_matched,74,80,2,30%x10x,1.1395,158.5939,-36.4120,-5.8616,73.6979,77.6906,17.5000,0.5947,11.0000,0.1049,0.3962
V2,F1b_matched,75,80,2,risk1%,1.7106,534.2983,48.2781,5.3961,18.4763,24.7039,22.5000,0.6003,11.0000,0.3937,2.0374
V2,F1b_matched,75,80,2,30%x10x,1.5046,534.2983,76.7807,7.8976,69.0731,75.6346,22.5000,2.0036,11.0000,0.3392,1.3925
V2,F1b_matched,76,80,2,risk1%,1.6950,376.9268,46.3100,5.2084,14.9344,20.2017,22.5000,0.5810,11.0000,0.3864,1.9870
V2,F1b_matched,76,80,2,30%x10x,1.3541,376.9268,21.8482,2.6714,62.6189,70.5479,22.5000,1.4135,11.0000,0.2512,0.9724
V2,F1b_matched,77,81,1,risk1%,1.4988,219.3349,30.4719,3.6124,23.3373,27.6238,18.5185,0.4309,17.0000,0.2903,1.4600
V2,F1b_matched,77,81,1,30%x10x,1.1967,219.3349,-22.4541,-3.3359,74.4841,79.4430,18.5185,0.8124,17.0000,0.1466,0.5502
V2,F1b_matched,78,80,2,risk1%,1.8086,513.1817,55.6837,6.0836,18.6238,23.8616,21.2500,0.6638,11.0000,0.4320,2.3013
V2,F1b_matched,78,80,2,30%x10x,1.4900,513.1817,68.8795,7.2414,67.2099,74.9143,21.2500,1.9244,11.0000,0.3292,1.3302
V2,F1b_matched,79,80,2,risk1%,1.5285,187.1009,32.3697,3.8122,20.3566,25.7156,18.7500,0.4541,11.0000,0.3032,1.5343
V2,F1b_matched,79,80,2,30%x10x,1.1698,187.1009,-27.7855,-4.2501,74.3995,79.7920,18.7500,0.7016,11.0000,0.1270,0.4731
V2,F1b_matched,80,80,2,risk1%,1.3412,191.4049,17.7566,2.2046,21.6751,25.5826,16.2500,0.3074,20.0000,0.2046,1.0117
V2,F1b_matched,80,80,2,30%x10x,1.1705,191.4049,-32.1613,-5.0453,71.9855,77.2368,16.2500,0.7178,20.0000,0.1245,0.4842
V2,F1b_matched,81,80,2,risk1%,1.4557,207.0481,26.6089,3.1978,18.4272,24.9201,18.7500,0.3957,11.0000,0.2671,1.3267
V2,F1b_matched,81,80,2,30%x10x,1.1886,207.0481,-23.7808,-3.5582,68.5664,75.5350,18.7500,0.7764,11.0000,0.1400,0.5267
V2,F1b_matched,82,80,2,risk1%,1.4971,207.8463,30.8594,3.6534,17.5903,24.5978,18.7500,0.4400,13.0000,0.2934,1.4576
V2,F1b_matched,82,80,2,30%x10x,1.1850,207.8463,-23.8311,-3.5667,67.5462,73.7249,18.7500,0.7794,13.0000,0.1410,0.5198
V2,F1b_matched,83,80,2,risk1%,1.5955,398.1752,37.6907,4.3595,13.9471,18.5018,18.7500,0.5046,11.0000,0.3353,1.7226
V2,F1b_matched,83,80,2,30%x10x,1.3735,398.1752,22.5932,2.7550,60.0691,67.9129,18.7500,1.4932,11.0000,0.2573,1.0330
V2,F1b_matched,84,80,2,risk1%,1.6440,357.3438,41.5063,4.7408,17.6104,24.1858,21.2500,0.5393,11.0000,0.3577,1.8515
V2,F1b_matched,84,80,2,30%x10x,1.3353,357.3438,13.7985,1.7395,67.2205,74.4889,21.2500,1.3400,11.0000,0.2365,0.9227
V2,F1b_matched,85,80,2,risk1%,1.5110,246.9363,30.5350,3.6191,17.3158,23.8953,21.2500,0.4354,11.0000,0.2919,1.4744
V2,F1b_matched,85,80,2,30%x10x,1.2273,246.9363,-15.8637,-2.2782,66.7199,74.0346,21.2500,0.9260,11.0000,0.1651,0.6259
V2,F1b_matched,86,80,2,risk1%,1.5366,256.1989,33.2320,3.9022,15.9768,21.7458,18.7500,0.4638,11.0000,0.3074,1.5598
V2,F1b_matched,86,80,2,30%x10x,1.2322,256.1989,-14.8878,-2.1277,64.9940,72.2603,18.7500,0.9607,11.0000,0.1704,0.6444
V2,F1b_matched,87,80,2,risk1%,1.5797,382.9032,36.9089,4.2803,15.0593,20.0683,18.7500,0.4970,11.0000,0.3309,1.6819
V2,F1b_matched,87,80,2,30%x10x,1.3543,382.9032,17.6461,2.1918,61.2819,70.4188,18.7500,1.4359,11.0000,0.2481,0.9812
V2,F1b_matched,88,80,2,risk1%,1.4670,220.5674,27.8002,3.3268,24.1862,30.2487,20.0000,0.4094,11.0000,0.2739,1.3598
V2,F1b_matched,88,80,2,30%x10x,1.1982,220.5674,-22.6351,-3.3660,75.8798,81.2132,20.0000,0.8271,11.0000,0.1474,0.5520
V2,F1b_matched,89,81,1,risk1%,1.6237,536.1438,40.6968,4.6607,23.1284,27.8586,20.9877,0.5232,17.0000,0.3557,1.8008
V2,F1b_matched,89,81,1,30%x10x,1.5098,536.1438,76.7148,7.8923,73.3697,79.4463,20.9877,1.9857,17.0000,0.3407,1.4197
V2,F1b_matched,90,81,1,risk1%,1.6515,406.7085,43.8045,4.9662,19.5647,23.6361,18.5185,0.5660,13.0000,0.3578,1.9163
V2,F1b_matched,90,81,1,30%x10x,1.3658,406.7085,17.1400,2.1331,67.2403,73.3421,18.5185,1.5063,13.0000,0.2534,1.0295
V2,F1b_matched,91,80,2,risk1%,1.9341,526.0915,68.0339,7.1696,18.7233,23.8284,22.5000,0.7715,11.0000,0.4781,2.6612
V2,F1b_matched,91,80,2,30%x10x,1.4959,526.0915,70.3157,7.3626,63.7403,71.5435,22.5000,1.9728,11.0000,0.3328,1.3522
V2,F1b_matched,92,80,2,risk1%,1.4722,221.9841,27.8151,3.3284,18.4244,25.0499,18.7500,0.4084,13.0000,0.2749,1.3718
V2,F1b_matched,92,80,2,30%x10x,1.2018,221.9841,-22.3166,-3.3130,68.5149,75.6222,18.7500,0.8324,13.0000,0.1484,0.5599
V2,F1b_matched,93,80,2,risk1%,1.2882,12.9737,13.4652,1.6997,24.2513,30.0341,17.5000,0.2572,11.0000,0.1740,0.8512
V2,F1b_matched,93,80,2,30%x10x,1.0115,12.9737,-54.8117,-10.0555,79.3727,83.7052,17.5000,0.0487,11.0000,0.0090,0.0324
V2,F1b_matched,94,80,2,risk1%,1.2710,5.7613,12.0405,1.5284,23.8033,28.7490,16.2500,0.2421,11.0000,0.1632,0.8009
V2,F1b_matched,94,80,2,30%x10x,1.0051,5.7613,-56.6176,-10.5436,81.9279,82.0511,16.2500,0.0216,11.0000,0.0039,0.0145
V2,F1b_matched,95,80,2,risk1%,1.3697,129.2409,19.0644,2.3554,23.0216,28.8909,18.7500,0.3182,11.0000,0.2147,1.0784
V2,F1b_matched,95,80,2,30%x10x,1.1188,129.2409,-38.4030,-6.2603,74.2704,79.7200,18.7500,0.4847,11.0000,0.0877,0.3316
V2,F1b_matched,96,80,2,risk1%,1.3251,94.0574,16.3321,2.0388,20.4116,26.5346,16.2500,0.2898,13.0000,0.1950,0.9608
V2,F1b_matched,96,80,2,30%x10x,1.0836,94.0574,-45.4218,-7.7611,76.7427,78.5132,16.2500,0.3527,13.0000,0.0634,0.2365
V2,F1b_matched,97,80,2,risk1%,1.7854,551.2120,53.0813,5.8453,16.4393,21.7863,22.5000,0.6388,13.0000,0.4227,2.2335
V2,F1b_matched,97,80,2,30%x10x,1.5410,551.2120,93.3568,9.1956,62.9378,70.6738,22.5000,2.0670,13.0000,0.3576,1.4779
V2,F1b_matched,98,81,1,risk1%,1.3732,69.0993,20.6498,2.5362,28.5821,32.8650,18.5185,0.3319,17.0000,0.2259,1.1018
V2,F1b_matched,98,81,1,30%x10x,1.0601,69.0993,-48.3534,-8.4381,82.7457,86.2891,18.5185,0.2559,17.0000,0.0472,0.1700
V2,F1b_matched,99,80,2,risk1%,1.5270,251.7599,32.7608,3.8531,17.0839,25.1590,16.2500,0.4636,13.0000,0.3011,1.5484
V2,F1b_matched,99,80,2,30%x10x,1.2274,251.7599,-17.4216,-2.5216,66.5880,73.0706,16.2500,0.9441,13.0000,0.1655,0.6406
V2,F1b_matched,100,79,3,risk1%,1.8041,513.4995,54.3888,5.9655,13.1873,20.1709,24.0506,0.6578,11.0000,0.4298,2.2610
V2,F1b_matched,100,79,3,30%x10x,1.5045,513.4995,77.2076,7.9324,53.2298,61.9493,24.0506,1.9500,11.0000,0.3375,1.3605
V2,F1b_matched,101,80,2,risk1%,1.5641,250.9497,35.5610,4.1427,17.8989,24.5006,20.0000,0.4835,13.0000,0.3237,1.6353
V2,F1b_matched,101,80,2,30%x10x,1.2293,250.9497,-13.0875,-1.8540,67.7405,73.5666,20.0000,0.9411,13.0000,0.1706,0.6360
V2,F1b_matched,102,80,2,risk1%,1.5185,386.6569,32.3867,3.8140,20.5651,27.2108,18.7500,0.4525,13.0000,0.3051,1.5088
V2,F1b_matched,102,80,2,30%x10x,1.3560,386.6569,18.7844,2.3232,71.9389,78.4383,18.7500,1.4500,13.0000,0.2511,0.9993
V2,F1b_matched,103,80,2,risk1%,1.5029,223.0961,30.5429,3.6200,21.0116,26.5247,20.0000,0.4360,11.0000,0.2925,1.4625
V2,F1b_matched,103,80,2,30%x10x,1.2021,223.0961,-21.4080,-3.1629,71.8992,78.0335,20.0000,0.8366,11.0000,0.1501,0.5635
V2,F1b_matched,104,81,1,risk1%,1.4982,333.4531,30.1513,3.5784,23.9104,29.2270,19.7531,0.4251,17.0000,0.2907,1.4574
V2,F1b_matched,104,81,1,30%x10x,1.3097,333.4531,5.8830,0.7656,75.4174,80.6125,19.7531,1.2350,17.0000,0.2206,0.8726
V2,F1b_matched,105,80,2,risk1%,1.5751,321.4532,36.1086,4.1988,19.6269,21.2744,21.2500,0.4895,11.0000,0.3257,1.6560
V2,F1b_matched,105,80,2,30%x10x,1.2972,321.4532,1.4097,0.1869,72.5706,75.6701,21.2500,1.2054,11.0000,0.2112,0.8183
V2,F1b_matched,106,80,2,risk1%,1.5700,293.8556,34.7339,4.0577,14.2081,20.5069,22.5000,0.4742,11.0000,0.3194,1.6228
V2,F1b_matched,106,80,2,30%x10x,1.2773,293.8556,-2.2147,-0.2984,60.8998,68.6909,22.5000,1.1020,11.0000,0.1978,0.7533
V2,F1b_matched,107,81,1,risk1%,1.3240,120.5086,16.0914,2.0106,22.8048,28.9692,17.2840,0.2798,14.0000,0.1944,0.9504
V2,F1b_matched,107,81,1,30%x10x,1.1106,120.5086,-38.9044,-6.3624,74.3315,78.5388,17.2840,0.4463,14.0000,0.0828,0.3105
V2,F1b_matched,108,80,2,risk1%,1.4245,195.1392,23.2507,2.8283,21.2459,27.4053,20.0000,0.3617,11.0000,0.2441,1.2256
V2,F1b_matched,108,80,2,30%x10x,1.1826,195.1392,-26.2054,-3.9732,70.8820,77.1764,20.0000,0.7318,11.0000,0.1316,0.5053
V2,F1b_matched,109,81,1,risk1%,1.6373,397.9301,42.1079,4.8001,23.3811,27.8364,20.9877,0.5406,17.0000,0.3586,1.8480
V2,F1b_matched,109,81,1,30%x10x,1.3677,397.9301,22.5106,2.7457,73.1660,79.4152,20.9877,1.4738,17.0000,0.2570,1.0235
V2,F1b_matched,110,79,3,risk1%,1.6130,391.7448,38.7943,4.4708,22.5649,23.3044,18.9873,0.5225,11.0000,0.3405,1.7678
V2,F1b_matched,110,79,3,30%x10x,1.3710,391.7448,21.4819,2.6302,72.5848,73.6291,18.9873,1.4876,11.0000,0.2541,1.0230
V2,F1b_matched,111,80,2,risk1%,1.7596,492.9422,52.1887,5.7628,13.7882,18.4063,20.0000,0.6347,11.0000,0.4135,2.1836
V2,F1b_matched,111,80,2,30%x10x,1.4649,492.9422,58.1334,6.3048,60.1048,68.0667,20.0000,1.8485,11.0000,0.3146,1.2771
V2,F1b_matched,112,80,2,risk1%,1.5323,345.8804,32.3880,3.8142,16.5800,20.4531,20.0000,0.4542,13.0000,0.3032,1.5322
V2,F1b_matched,112,80,2,30%x10x,1.3244,345.8804,7.1574,0.9266,64.8535,70.9302,20.0000,1.2971,13.0000,0.2254,0.8955
V2,F1b_matched,113,81,1,risk1%,1.4422,277.6457,26.2867,3.1627,24.7874,28.8719,17.2840,0.3884,17.0000,0.2646,1.3019
V2,F1b_matched,113,81,1,30%x10x,1.2501,277.6457,-11.3138,-1.5891,76.0933,80.8947,17.2840,1.0283,17.0000,0.1824,0.7053
V2,F1b_matched,114,80,2,risk1%,1.4440,213.0498,25.5320,3.0803,21.6495,25.1064,17.5000,0.3854,13.0000,0.2601,1.2991
V2,F1b_matched,114,80,2,30%x10x,1.1933,213.0498,-25.1093,-3.7842,75.3905,76.6481,17.5000,0.7989,13.0000,0.1417,0.5400
V2,F1b_matched,115,80,2,risk1%,1.8253,548.0674,56.8686,6.1910,14.6194,19.6529,21.2500,0.6729,11.0000,0.4388,2.3419
V2,F1b_matched,115,80,2,30%x10x,1.5318,548.0674,84.6321,8.5250,60.4524,69.7024,21.2500,2.0553,11.0000,0.3492,1.4441
V2,F1b_matched,116,80,2,risk1%,1.7668,629.2217,53.2519,5.8611,15.5098,19.8339,22.5000,0.6434,11.0000,0.4196,2.1875
V2,F1b_matched,116,80,2,30%x10x,1.6103,629.2217,125.5889,11.4650,62.9983,70.0603,22.5000,2.3596,11.0000,0.3934,1.6853
V2,F1b_matched,117,80,2,risk1%,1.8367,533.6344,58.7014,6.3557,13.9009,18.6932,22.5000,0.6888,11.0000,0.4467,2.3748
V2,F1b_matched,117,80,2,30%x10x,1.5098,533.6344,78.8915,8.0686,60.1370,68.3286,22.5000,2.0011,11.0000,0.3423,1.3867
V2,F1b_matched,118,80,2,risk1%,1.3419,122.4373,17.9447,2.2264,19.9925,26.1809,17.5000,0.3072,11.0000,0.2066,1.0101
V2,F1b_matched,118,80,2,30%x10x,1.1085,122.4373,-40.2752,-6.6455,70.7548,77.0141,17.5000,0.4591,11.0000,0.0831,0.3066
V2,F1b_matched,119,80,2,risk1%,1.6836,417.5533,45.5692,5.1371,16.2632,22.0232,20.0000,0.5797,13.0000,0.3764,1.9780
V2,F1b_matched,119,80,2,30%x10x,1.3900,417.5533,28.6085,3.4138,64.3214,73.5763,20.0000,1.5658,13.0000,0.2686,1.0827
V2,F1b_matched,120,80,2,risk1%,1.6176,445.7289,40.6230,4.6534,17.3021,23.0772,20.0000,0.5317,13.0000,0.3523,1.7856
V2,F1b_matched,120,80,2,30%x10x,1.4168,445.7289,41.8680,4.7765,64.5982,72.4542,20.0000,1.6715,13.0000,0.2891,1.1622
V2,F1b_matched,121,80,2,risk1%,1.5513,199.3092,33.0975,3.8882,24.7517,29.0879,20.0000,0.4604,11.0000,0.3079,1.5896
V2,F1b_matched,121,80,2,30%x10x,1.1852,199.3092,-24.4976,-3.6797,78.6741,82.9453,20.0000,0.7474,11.0000,0.1356,0.5092
