version,signal_id,entry_time,entry,stop0,P0,R_window_start,R_window_end,window_end_reason,exit_time,exit_reason,r_net,ret_risk1pct,hold_h
V3,L-2024-10-15 07:59-69,2024-10-15 08:00,65735.54,65104.10,58946.00,2024-10-15 08:00,2024-10-15 11:55,R_invalid,2024-10-15 14:39,stop,0.015244,0.01587,6.7
V3,L-2024-11-07 03:59-70,2024-11-07 04:05,74897.90,73912.10,66835.00,2024-11-07 04:00,2024-11-07 20:00,R_replaced,2024-12-05 22:30,v,0.078797,0.05987,690.4
V3,L-2025-01-31 23:59-71,2025-02-01 00:00,103219.87,101793.70,97777.77,2025-02-01 00:00,2025-02-01 04:10,R_invalid,2025-02-01 08:54,stop,-0.015070,-0.01091,8.9
V3,L-2025-04-02 23:59-72,2025-04-03 00:00,85642.17,84170.83,81278.52,2025-04-03 00:00,2025-04-03 00:05,R_invalid,2025-04-03 00:04,stop,-0.018380,-0.01070,0.1
V3,L-2025-04-12 23:59-73,2025-04-13 08:10,84263.21,83182.30,74620.00,2025-04-13 00:00,2025-04-13 19:45,R_invalid,2025-04-13 19:44,stop,-0.014124,-0.01101,11.6
V3,L-2025-06-10 03:59-74,2025-06-10 14:30,108617.57,107240.71,100372.26,2025-06-10 04:00,2025-06-10 20:00,R_replaced,2025-06-12 10:29,stop,-0.014271,-0.01126,44.0
V3,L-2025-08-12 23:59-75,2025-08-13 02:15,119071.25,117880.10,111920.00,2025-08-13 00:00,2025-08-13 12:00,R_replaced,2025-08-13 22:44,tp,0.020162,0.02015,20.5
V3,L-2025-12-03 11:59-76,2025-12-03 14:00,91932.56,90681.94,83822.76,2025-12-03 12:00,2025-12-03 20:00,R_replaced,2025-12-05 13:29,stop,-0.015002,-0.01103,47.5
V3,L-2026-01-08 11:59-77,2026-01-08 12:00,90228.38,89319.34,84450.01,2026-01-08 12:00,2026-01-08 14:30,R_invalid,2026-01-08 14:29,stop,-0.011275,-0.01119,2.5
V3,L-2026-08-21 23:59-78,2026-08-22 05:10,77060.27,76008.29,64166.00,2026-08-22 00:00,2026-08-22 08:00,R_replaced,2026-08-23 05:14,stop,-0.015151,-0.01110,24.1
V3,L-2026-08-25 03:59-79,2026-08-25 07:50,79322.33,78174.77,73027.02,2026-08-25 04:00,2026-08-25 12:00,R_replaced,2026-08-25 13:54,stop,-0.015767,-0.01090,6.1
