version,candidate_id,entry_time,entry_px,year,r_6h,r_24h,r_3d,r_7d,r_14d,r_30d,base_mean_6h,base_mean_24h,base_mean_3d,base_mean_7d,base_mean_14d,base_mean_30d,excess_6h,excess_24h,excess_3d,excess_7d,excess_14d,excess_30d
V3,0.236-5,2020-02-19 12:15,10112.57,2020,0.00358,-0.05223,-0.04496,-0.09117,-0.14594,-0.43077,0.00344,0.00834,-0.02257,-0.05915,-0.10643,-0.52319,0.00013,-0.06057,-0.02239,-0.03202,-0.03951,0.09242
V3,0.236-6,2020-03-20 18:25,6275.79,2020,-0.02842,-0.01410,0.00300,0.05556,0.07004,0.12943,0.00969,0.02640,0.07180,0.09558,0.13429,0.18405,-0.03811,-0.04050,-0.06880,-0.04002,-0.06425,-0.05463
V3,0.236-7,2020-03-22 10:35,6170.75,2020,-0.02206,-0.05852,0.07868,-0.01243,0.09248,0.09950,0.00175,-0.00255,0.00859,0.01321,0.10226,0.12366,-0.02381,-0.05597,0.07009,-0.02564,-0.00977,-0.02416
V3,0.236-8,2020-04-07 12:30,7294.65,2020,0.00246,-0.00477,-0.05475,-0.06690,-0.06569,0.24286,0.00321,-0.00347,0.00361,-0.00029,0.03392,0.25945,-0.00075,-0.00130,-0.05836,-0.06661,-0.09961,-0.01658
V3,0.236-9,2020-04-09 03:30,7260.44,2020,0.00801,-0.00600,-0.06242,-0.09289,-0.01841,0.30807,0.00588,-0.00147,-0.01378,-0.02469,0.01637,0.27191,0.00213,-0.00452,-0.04864,-0.06820,-0.03478,0.03616
V3,0.236-10,2020-04-26 15:10,7516.91,2020,0.01475,0.02016,0.09855,0.15862,0.14170,0.15943,0.00774,0.01672,0.05221,0.12890,0.15266,0.15269,0.00701,0.00344,0.04634,0.02972,-0.01096,0.00674
V3,0.236-11,2020-05-10 00:00,9622.30,2020,-0.11228,-0.09410,-0.08739,-0.02869,-0.04907,0.02019,-0.00004,0.00355,0.02321,0.02456,0.00499,0.04680,-0.11224,-0.09765,-0.11060,-0.05325,-0.05405,-0.02662
V3,0.236-12,2020-05-24 00:05,9144.00,2020,0.01439,-0.04473,-0.03144,0.05427,0.05293,0.06026,-0.00154,0.00375,0.01088,0.03766,0.06321,0.02386,0.01594,-0.04848,-0.04232,0.01660,-0.01028,0.03640
V3,0.236-13,2020-06-04 11:30,9472.42,2020,0.03272,0.02628,0.01348,0.03200,-0.00389,-0.04388,0.00034,0.00495,0.00284,-0.00514,-0.02979,-0.05117,0.03238,0.02133,0.01064,0.03713,0.02590,0.00729
V3,0.236-14,2020-08-03 00:00,11038.72,2020,0.01496,0.02050,0.06489,0.05825,0.07682,0.07909,-0.00386,-0.00190,0.01110,0.01581,0.03052,-0.03352,0.01881,0.02240,0.05379,0.04244,0.04631,0.11262
V3,0.236-15,2020-09-02 00:30,11906.39,2020,-0.00813,-0.03981,-0.12134,-0.16016,-0.10711,-0.11584,-0.00183,-0.01751,-0.05712,-0.11143,-0.07538,-0.07050,-0.00630,-0.02230,-0.06422,-0.04873,-0.03173,-0.04535
V3,0.236-16,2020-09-29 04:00,10720.72,2020,0.00030,0.00227,-0.00849,0.00404,0.06813,0.21212,0.00184,0.00721,0.00731,0.02916,0.06018,0.23850,-0.00154,-0.00494,-0.01581,-0.02513,0.00795,-0.02638
V3,0.236-17,2020-10-28 07:10,13636.19,2020,-0.02421,-0.02836,-0.00409,0.01089,0.12131,0.23143,-0.00094,0.00351,0.02084,0.07732,0.16925,0.31068,-0.02327,-0.03188,-0.02493,-0.06643,-0.04794,-0.07925
V3,0.236-18,2020-11-08 00:00,14803.79,2020,0.01559,0.04564,0.03166,0.08162,0.23420,0.25763,0.00787,0.02440,0.04521,0.09629,0.18758,0.22214,0.00772,0.02123,-0.01355,-0.01467,0.04662,0.03549
V3,0.236-19,2020-12-04 10:05,19272.27,2020,-0.01528,-0.00663,-0.00436,-0.08156,0.17943,0.57496,0.00367,-0.00045,-0.01956,-0.01180,0.18118,0.54655,-0.01895,-0.00618,0.01520,-0.06976,-0.00174,0.02842
V3,0.236-20,2020-12-29 04:05,26292.08,2020,0.01995,0.06515,0.10947,0.16962,0.29212,0.17678,0.00591,0.03473,0.09008,0.21052,0.35989,0.21091,0.01404,0.03041,0.01939,-0.04090,-0.06777,-0.03413
V3,0.236-21,2020-12-31 12:55,28461.74,2020,0.01470,0.02759,0.18241,0.28911,0.29746,0.17150,0.00084,0.03054,0.08604,0.22724,0.20741,0.13068,0.01385,-0.00296,0.09636,0.06186,0.09005,0.04082
V3,0.236-22,2021-01-09 05:55,39336.92,2021,0.03257,0.02979,-0.09024,-0.09207,-0.16438,-0.01585,0.01557,0.02625,0.07466,0.01839,-0.04843,0.16185,0.01700,0.00354,-0.16490,-0.11046,-0.11595,-0.17769
V3,0.236-23,2021-01-15 04:15,38418.14,2021,0.00403,-0.05520,-0.08919,-0.20857,-0.14562,0.21084,0.01245,-0.00263,-0.02753,-0.08313,-0.10481,0.28374,-0.00842,-0.05256,-0.06166,-0.12543,-0.04082,-0.07290
V3,0.236-24,2021-01-26 04:00,32391.02,2021,-0.00974,-0.02342,0.04326,0.03571,0.36179,0.43596,-0.00728,-0.00236,0.00169,0.06281,0.23917,0.44207,-0.00247,-0.02107,0.04157,-0.02710,0.12262,-0.00611
V3,0.236-25,2021-02-09 16:10,46420.38,2021,0.00775,-0.03979,0.01933,0.05815,0.04537,0.20237,0.00469,0.02679,0.06370,0.16492,0.14119,0.22321,0.00305,-0.06658,-0.04437,-0.10677,-0.09582,-0.02084
V3,0.236-26,2021-02-11 00:10,44591.54,2021,0.00489,0.08629,0.06610,0.16349,0.10626,0.24038,0.01043,0.03528,0.06323,0.13110,0.13447,0.23164,-0.00554,0.05101,0.00287,0.03239,-0.02821,0.00874
V3,0.236-27,2021-02-13 08:00,46768.76,2021,0.00381,0.04374,0.05469,0.17205,0.01061,0.21734,0.00351,0.00969,0.04838,0.04978,0.02792,0.18300,0.00029,0.03405,0.00631,0.12227,-0.01732,0.03434
V3,0.236-28,2021-02-18 07:25,51464.13,2021,0.00461,0.00640,0.08540,-0.01890,-0.03526,0.12763,-0.00067,-0.01272,-0.01366,-0.07336,-0.06263,0.06824,0.00528,0.01912,0.09906,0.05446,0.02736,0.05938
V3,0.236-29,2021-03-06 12:10,47656.36,2021,0.01244,0.06379,0.12783,0.22988,0.21688,0.19684,0.00093,0.00280,0.05609,0.11773,0.11957,0.13989,0.01151,0.06099,0.07175,0.11215,0.09731,0.05695
V3,0.236-30,2021-03-16 00:00,55695.82,2021,-0.02504,0.02424,0.03596,-0.02888,0.03502,0.12795,0.00576,0.00770,0.00013,0.00092,-0.03227,0.06412,-0.03080,0.01654,0.03583,-0.02980,0.06729,0.06384
V3,0.236-31,2021-03-20 20:20,58411.70,2021,-0.00640,-0.00733,-0.06011,-0.04449,-0.00178,-0.04233,0.00507,-0.00229,-0.02291,-0.02769,0.03263,0.00695,-0.01147,-0.00505,-0.03720,-0.01679,-0.03442,-0.04928
V3,0.236-32,2021-04-20 00:20,55075.20,2021,-0.00460,0.02887,-0.05788,-0.02575,0.03123,-0.38521,-0.01400,-0.02612,-0.06532,-0.08277,-0.02888,-0.30507,0.00940,0.05500,0.00744,0.05703,0.06011,-0.08014
V3,0.236-33,2021-05-01 15:25,57102.63,2021,0.00956,-0.00745,-0.05017,0.02832,-0.14718,-0.43535,0.00373,0.00782,0.02928,0.01816,-0.12312,-0.39563,0.00584,-0.01527,-0.07944,0.01015,-0.02406,-0.03972
V3,0.236-34,2021-05-03 00:00,56565.37,2021,0.02481,0.00765,0.01615,0.02897,-0.19877,-0.43589,0.00152,0.02439,0.02036,-0.01986,-0.23532,-0.42355,0.02330,-0.01674,-0.00422,0.04882,0.03655,-0.01233
V3,0.236-35,2021-05-12 16:15,55112.39,2021,-0.04248,-0.09267,-0.12895,-0.39992,-0.33965,-0.40262,-0.00573,-0.04766,-0.12888,-0.27335,-0.34036,-0.29968,-0.03675,-0.04501,-0.00007,-0.12657,0.00071,-0.10294
V3,0.236-36,2021-05-28 00:05,38079.02,2021,-0.03136,-0.06154,-0.05628,0.02186,-0.03223,-0.17087,-0.00769,-0.00083,-0.00373,-0.02390,-0.00886,-0.10951,-0.02366,-0.06071,-0.05255,0.04575,-0.02337,-0.06136
V3,0.236-37,2021-06-03 00:00,37444.76,2021,0.03188,0.04256,-0.05484,-0.00304,0.02226,-0.10370,-0.00210,0.00799,-0.00046,-0.01531,0.03415,-0.05112,0.03398,0.03457,-0.05438,0.01227,-0.01189,-0.05259
V3,0.236-38,2021-06-17 00:00,38723.30,2021,0.00106,-0.01965,-0.08462,-0.14203,-0.10261,-0.20916,-0.00063,-0.01842,-0.00986,-0.08053,-0.08978,-0.14486,0.00169,-0.00122,-0.07476,-0.06149,-0.01282,-0.06430
V3,0.236-39,2021-07-05 00:00,34956.70,2021,-0.01959,-0.03625,-0.03359,-0.01844,-0.09769,0.08724,-0.00063,-0.00071,-0.00004,-0.02177,-0.07162,0.18291,-0.01896,-0.03554,-0.03355,0.00334,-0.02606,-0.09567
V3,0.236-40,2021-08-02 04:00,39980.33,2021,-0.01042,-0.03539,-0.01331,0.08434,0.17168,0.16233,-0.00252,0.00918,0.04403,0.08845,0.15016,0.21605,-0.00789,-0.04458,-0.05734,-0.00412,0.02151,-0.05372
V3,0.236-41,2021-08-22 00:00,48942.00,2021,0.00506,0.00911,-0.02254,-0.00150,0.02060,-0.13358,-0.00110,0.01251,0.02426,0.01239,0.03179,-0.04471,0.00616,-0.00340,-0.04681,-0.01389,-0.01119,-0.08887
V3,0.236-42,2021-09-03 22:10,49881.51,2021,0.00900,0.00730,0.04739,-0.11369,-0.05134,-0.03866,0.00149,0.00370,0.01488,-0.03987,-0.05211,-0.04197,0.00750,0.00360,0.03251,-0.07382,0.00077,0.00331
V3,0.236-43,2021-09-26 02:10,42067.54,2021,-0.01869,0.04882,-0.01070,0.12545,0.25872,0.40020,-0.00863,-0.00272,0.02178,0.08594,0.24313,0.34892,-0.01006,0.05155,-0.03248,0.03950,0.01559,0.05127
V3,0.236-44,2021-10-07 22:20,53860.62,2021,0.00218,0.00581,0.01869,0.06678,0.15508,0.13089,0.00012,0.02411,0.06030,0.11690,0.18255,0.20876,0.00206,-0.01831,-0.04161,-0.05012,-0.02747,-0.07787
V3,0.236-45,2021-10-09 00:00,54414.55,2021,0.00847,0.00885,0.05123,0.12401,0.10822,0.15307,0.00166,0.00596,0.04587,0.10298,0.12367,0.15834,0.00681,0.00290,0.00535,0.02103,-0.01544,-0.00527
V3,0.236-46,2021-10-18 13:05,59961.55,2021,0.02614,0.03939,0.08249,0.04428,0.03077,0.00610,0.00411,0.00541,0.00319,-0.00313,-0.00532,-0.01705,0.02204,0.03398,0.07930,0.04741,0.03609,0.02314
V3,0.236-47,2021-10-30 05:00,61485.05,2021,0.00851,-0.00075,-0.00192,-0.00311,0.03478,-0.07064,-0.00574,-0.01107,-0.01588,0.02039,0.02529,-0.10271,0.01424,0.01032,0.01395,-0.02349,0.00949,0.03207
V3,0.236-48,2021-11-12 13:20,63300.32,2021,0.00675,0.00550,0.03702,-0.09944,-0.15333,-0.24390,0.00538,-0.00071,-0.03671,-0.07770,-0.13996,-0.28547,0.00137,0.00621,0.07373,-0.02174,-0.01337,0.04157
V3,0.236-49,2022-01-30 00:40,37718.57,2022,0.00998,-0.01557,0.02028,0.09331,0.11851,0.14305,0.00426,0.01590,0.04275,0.08376,0.15438,0.09336,0.00572,-0.03147,-0.02246,0.00955,-0.03587,0.04969
V3,0.236-50,2022-02-12 00:00,42574.75,2022,-0.00873,-0.00961,-0.00015,-0.06333,-0.08296,-0.12009,-0.00610,-0.00675,-0.02966,-0.06172,-0.09464,-0.09332,-0.00263,-0.00287,0.02951,-0.00161,0.01168,-0.02677
V3,0.236-51,2022-03-04 08:00,41522.37,2022,-0.00386,-0.06285,-0.09428,-0.06099,-0.02349,0.11097,0.01023,0.00518,-0.00935,-0.04125,-0.00149,0.12795,-0.01409,-0.06803,-0.08493,-0.01974,-0.02200,-0.01698
V3,0.236-52,2022-04-13 01:15,39627.85,2022,0.01123,0.04060,0.02417,0.04153,-0.03531,-0.29827,-0.00312,-0.01786,-0.01533,-0.01786,-0.04346,-0.30173,0.01434,0.05846,0.03950,0.05939,0.00815,0.00346
V3,0.236-53,2022-05-31 20:05,31601.02,2022,0.00870,-0.05135,-0.06475,-0.00957,-0.35206,-0.51175,-0.00022,0.00475,0.03211,0.00599,-0.18826,-0.38151,0.00892,-0.05610,-0.09686,-0.01556,-0.16380,-0.13024
V3,0.236-54,2022-06-02 13:10,29804.14,2022,0.01039,-0.00771,-0.00265,0.01129,-0.33909,-0.43767,-0.00203,0.00692,0.01734,-0.04366,-0.29405,-0.41281,0.01242,-0.01463,-0.01999,0.05495,-0.04503,-0.02485
V3,0.236-55,2022-07-16 04:00,20820.68,2022,-0.01005,0.02392,0.04316,0.08961,0.13274,0.17470,-0.00027,0.00164,0.03369,0.03983,0.08170,0.09828,-0.00978,0.02228,0.00947,0.04978,0.05104,0.07642
V3,0.236-56,2022-07-21 04:00,23191.00,2022,-0.00656,-0.01205,-0.03684,-0.00073,-0.00437,-0.09261,-0.00803,-0.01590,-0.00774,0.00364,0.02288,-0.03930,0.00147,0.00385,-0.02911,-0.00437,-0.02725,-0.05331
V3,0.236-57,2022-09-15 14:35,19844.47,2022,-0.00398,-0.00675,0.00153,-0.04296,-0.04308,-0.03668,-0.00535,-0.01247,-0.04208,-0.05889,-0.04609,-0.05529,0.00138,0.00572,0.04361,0.01593,0.00301,0.01862
V3,0.236-58,2022-09-28 08:40,18697.24,2022,0.03561,0.03515,0.03336,0.07355,0.02196,0.07602,0.00706,-0.00270,0.01711,0.02118,0.00104,0.04744,0.02854,0.03785,0.01625,0.05237,0.02092,0.02858
V3,0.236-59,2023-01-12 13:30,18034.36,2023,0.04374,0.04490,0.14065,0.14067,0.24627,0.18638,0.00095,0.01434,0.05515,0.13501,0.18022,0.15514,0.04279,0.03056,0.08550,0.00566,0.06605,0.03124
V3,0.236-60,2023-01-24 09:00,22836.71,2023,-0.00135,-0.00874,0.00532,0.00310,0.00298,0.06664,0.00086,0.01208,0.01648,0.02400,-0.00635,0.04253,-0.00221,-0.02083,-0.01116,-0.02091,0.00933,0.02411
V3,0.236-61,2023-02-16 12:10,24472.91,2023,0.01898,-0.02683,0.00893,-0.03066,-0.04492,0.11101,0.00084,0.01695,0.03210,0.02773,-0.01382,0.12456,0.01814,-0.04378,-0.02317,-0.05839,-0.03111,-0.01355
V3,0.236-62,2023-02-19 16:50,24722.05,2023,-0.00940,0.00700,-0.04693,-0.06388,-0.09717,0.13813,0.00490,0.01508,0.01096,-0.01836,-0.07150,0.13536,-0.01430,-0.00807,-0.05789,-0.04552,-0.02567,0.00278
V3,0.236-63,2023-03-15 00:00,24721.62,2023,0.00031,-0.01612,0.10268,0.12769,0.09830,0.20522,0.00992,0.03303,0.07592,0.08991,0.10395,0.16837,-0.00961,-0.04914,0.02675,0.03778,-0.00565,0.03685
V3,0.236-64,2023-03-18 16:30,26686.98,2023,0.01794,0.04193,0.05409,0.03517,0.06222,0.09783,0.00639,0.01522,0.04526,0.05191,0.06406,0.11418,0.01155,0.02671,0.00883,-0.01675,-0.00184,-0.01635
V3,0.236-65,2023-03-20 02:35,27480.65,2023,0.02741,0.01335,-0.00691,0.01366,0.01086,0.09481,0.00198,0.02187,0.03508,0.03457,0.04968,0.08079,0.02543,-0.00852,-0.04199,-0.02091,-0.03882,0.01402
V3,0.236-66,2023-03-30 04:00,28456.02,2023,0.00397,-0.01071,0.00029,-0.01279,0.05456,0.03062,-0.00188,-0.00374,0.00047,0.00883,0.03764,0.01433,0.00585,-0.00697,-0.00018,-0.02162,0.01692,0.01630
V3,0.236-67,2023-04-27 12:35,28665.16,2023,0.03584,0.02199,0.01841,0.01377,-0.04416,-0.07027,0.00017,-0.00180,-0.00414,-0.00329,-0.05801,-0.05508,0.03567,0.02380,0.02254,0.01705,0.01386,-0.01519
V3,0.236-68,2023-06-24 15:30,30355.19,2023,0.00500,0.00610,0.00808,0.00743,-0.00491,-0.04341,0.00036,0.00947,0.02016,0.02013,0.01947,-0.01289,0.00464,-0.00338,-0.01208,-0.01271,-0.02438,-0.03052
V3,0.236-69,2023-10-21 02:35,29464.33,2023,0.00669,0.01262,0.16383,0.14066,0.16336,0.23535,0.00527,0.00750,0.05831,0.11940,0.15046,0.20917,0.00142,0.00512,0.10552,0.02126,0.01290,0.02618
V3,0.236-70,2023-11-17 14:55,35876.92,2023,0.01702,0.01773,0.04253,0.05221,0.06577,0.14912,0.00061,0.00942,0.01284,0.02478,0.06421,0.14192,0.01641,0.00830,0.02968,0.02743,0.00156,0.00720
V3,0.236-71,2023-12-14 13:05,42886.86,2023,-0.00059,-0.00697,-0.02195,0.02642,-0.00202,-0.00391,0.00078,-0.00242,0.00013,0.01462,0.01101,0.03738,-0.00137,-0.00455,-0.02208,0.01180,-0.01303,-0.04129
V3,0.236-72,2024-01-05 01:45,43647.03,2024,0.00216,0.00793,0.00094,0.05750,-0.05590,-0.01462,-0.00022,0.00388,0.02070,0.00635,-0.04547,-0.01770,0.00237,0.00405,-0.01977,0.05115,-0.01043,0.00308
V3,0.236-73,2024-01-11 16:10,46116.41,2024,0.00411,-0.03809,-0.07143,-0.08209,-0.14863,0.02519,-0.00176,0.00935,-0.00571,-0.04688,-0.06731,0.05601,0.00587,-0.04744,-0.06573,-0.03521,-0.08132,-0.03082
V3,0.236-74,2024-03-04 00:45,62413.37,2024,0.02059,0.08599,0.05999,0.08691,0.07815,0.04645,0.00252,0.00757,0.03220,0.07467,0.03677,0.05286,0.01807,0.07842,0.02779,0.01223,0.04138,-0.00641
V3,0.236-75,2024-03-10 14:40,68878.52,2024,0.00687,0.04438,0.05286,-0.02132,-0.04760,0.00489,0.00814,0.01096,0.01387,-0.00269,-0.02013,0.00250,-0.00127,0.03341,0.03900,-0.01862,-0.02747,0.00238
V3,0.236-76,2024-04-08 00:00,69446.25,2024,0.00559,0.03160,0.01479,-0.05973,-0.06728,-0.10768,-0.00383,-0.00820,-0.02515,-0.06361,-0.07239,-0.10942,0.00941,0.03980,0.03994,0.00388,0.00511,0.00174
V3,0.236-77,2024-04-14 00:00,64724.23,2024,-0.00801,0.01069,-0.01586,0.00152,-0.01940,-0.02926,0.00114,0.00167,-0.01651,-0.02641,-0.05523,-0.03783,-0.00915,0.00902,0.00065,0.02793,0.03583,0.00857
V3,0.236-78,2024-05-16 15:00,65340.08,2024,-0.00060,0.01840,0.02273,0.03903,0.04501,0.01357,-0.00138,0.00777,0.03546,0.05472,0.05470,0.02519,0.00077,0.01063,-0.01274,-0.01569,-0.00970,-0.01163
V3,0.236-79,2024-08-29 00:00,58984.94,2024,0.00869,0.00474,-0.00057,-0.01694,-0.02822,0.10923,-0.00215,-0.00893,-0.02675,-0.06458,-0.05115,0.06548,0.01084,0.01366,0.02618,0.04764,0.02293,0.04375
V3,0.236-80,2024-10-15 08:00,65735.54,2024,0.02911,0.01825,0.03390,0.02318,0.07704,0.32724,0.00364,0.01648,0.03354,0.04574,0.07022,0.28928,0.02547,0.00177,0.00036,-0.02256,0.00682,0.03797
V3,0.236-81,2024-11-07 04:05,74897.90,2024,-0.00075,0.01286,0.03115,0.18270,0.25418,0.28417,0.00544,0.01613,0.06724,0.14487,0.24179,0.28062,-0.00619,-0.00327,-0.03609,0.03783,0.01239,0.00356
V3,0.236-82,2024-11-12 10:05,87315.76,2024,-0.01293,-0.00045,0.01987,0.04893,0.06788,0.14048,0.00856,0.03348,0.05903,0.10113,0.14318,0.18117,-0.02149,-0.03393,-0.03916,-0.05220,-0.07529,-0.04069
V3,0.236-83,2024-11-14 07:00,89203.15,2024,0.02345,-0.01106,0.01454,0.08395,0.06914,0.13237,0.01112,0.01620,0.04025,0.08545,0.09273,0.15677,0.01233,-0.02726,-0.02571,-0.00151,-0.02359,-0.02440
V3,0.236-84,2024-11-30 01:20,96692.79,2024,0.00181,-0.00208,-0.01025,0.03558,0.05819,-0.03150,0.00026,-0.00612,0.01333,0.01871,0.05686,-0.00257,0.00155,0.00404,-0.02359,0.01687,0.00132,-0.02893
V3,0.236-85,2025-02-01 00:00,103219.87,2025,-0.00797,-0.02585,-0.01823,-0.06826,-0.05804,-0.09444,0.00518,0.00161,-0.01847,-0.03933,-0.05052,-0.16749,-0.01315,-0.02746,0.00025,-0.02893,-0.00752,0.07305
V3,0.236-86,2025-04-03 00:00,85642.17,2025,-0.02685,-0.02851,-0.02581,-0.03641,-0.01868,0.12288,-0.00006,-0.00196,-0.01791,-0.00699,0.02774,0.14261,-0.02678,-0.02656,-0.00790,-0.02943,-0.04643,-0.01974
V3,0.236-87,2025-04-13 08:10,84263.21,2025,-0.00622,0.00276,-0.01349,0.00553,0.11062,0.19949,-0.00187,0.00518,0.01393,0.03960,0.12201,0.21308,-0.00436,-0.00243,-0.02742,-0.03408,-0.01140,-0.01359
V3,0.236-88,2025-06-10 14:30,108617.57,2025,0.00827,0.01553,-0.04037,-0.03151,-0.02935,0.02102,-0.00003,0.00614,-0.00215,-0.01749,-0.01163,0.06343,0.00830,0.00939,-0.03822,-0.01401,-0.01772,-0.04241
V3,0.236-89,2025-08-13 02:15,119071.25,2025,0.00498,0.03512,-0.01185,-0.05003,-0.06855,-0.03093,0.00007,0.00200,-0.00565,-0.02606,-0.06355,-0.03785,0.00491,0.03311,-0.00620,-0.02397,-0.00500,0.00692
V3,0.236-90,2025-12-03 14:00,91932.56,2025,0.01002,0.00602,-0.02545,0.00057,-0.04847,-0.02871,0.00325,-0.00007,0.00357,0.00480,-0.02179,0.00240,0.00677,0.00609,-0.02903,-0.00423,-0.02668,-0.03110
V3,0.236-91,2026-01-08 12:00,90228.38,2026,0.01187,0.00207,0.00528,0.06834,-0.00300,-0.27746,0.00263,0.00543,0.01391,0.03289,-0.00790,-0.25551,0.00923,-0.00337,-0.00864,0.03545,0.00489,-0.02194
V3,0.236-92,2026-08-22 05:10,77060.27,2026,-0.00258,-0.01522,0.04390,-,-,-,0.00949,0.02586,0.08484,-,-,-,-0.01207,-0.04109,-0.04094,-,-,-
V3,0.236-93,2026-08-25 07:50,79322.33,2026,-0.01253,-0.00501,0.00346,-,-,-,0.00310,0.01372,0.02147,-,-,-,-0.01563,-0.01873,-0.01801,-,-,-
